,HOUSEID,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
15948,40677772,>60,4,non-work,Not Sure,non-work
15949,40677789,<=30,3,0.5,5-10 miles,10 - 20
15950,40677809,<=30,2,<0.5,<=5 miles,20 - 30
15951,40677858,>60,3,non-work,Not Sure,non-work
15952,40677970,>60,3,1,>15 miles,>30
15953,40677994,30 - 40,5,0.5,5-10 miles,>30
15954,40678168,30 - 40,5,>0.5,10 - 15 miles,20 - 30
15955,40678215,40 - 50,5,0,5-10 miles,10 - 20
15956,40678289,50 - 60,3,1,>15 miles,20 - 30
15957,40678314,30 - 40,5,1,10 - 15 miles,20 - 30
15958,40678315,>60,2,1,<=5 miles,20 - 30
15959,40678327,>60,3,0.5,10 - 15 miles,10 - 20
15960,40678385,>60,1,non-work,Not Sure,non-work
15961,40678422,30 - 40,3,>0.5,>15 miles,>30
15962,40678448,40 - 50,4,1,>15 miles,>30
15963,40678462,>60,3,non-work,Not Sure,non-work
15964,40678509,>60,5,1,10 - 15 miles,20 - 30
15965,40678648,>60,5,0.5,>15 miles,>30
15966,40678664,30 - 40,5,0.5,5-10 miles,10 - 20
15967,40678700,50 - 60,3,1,10 - 15 miles,20 - 30
15968,40678749,50 - 60,3,1,>15 miles,20 - 30
15969,40678871,30 - 40,1,non-work,Not Sure,non-work
15970,40678942,>60,3,non-work,Not Sure,non-work
15971,40679007,>60,4,0.5,10 - 15 miles,20 - 30
15972,40679064,40 - 50,3,<0.5,<=5 miles,10 - 20
15973,40679101,40 - 50,4,1,5-10 miles,>30
15974,40679125,40 - 50,3,non-work,Not Sure,non-work
15975,40679160,40 - 50,5,non-work,Not Sure,non-work
15976,40679172,50 - 60,4,1,10 - 15 miles,10 - 20
15977,40679201,<=30,5,<0.5,>15 miles,20 - 30
15978,40679244,40 - 50,5,1,<=5 miles,<=10
15979,40679255,>60,2,non-work,Not Sure,non-work
15980,40679305,>60,5,1,>15 miles,>30
15981,40679452,50 - 60,5,0.5,>15 miles,>30
15982,40679602,>60,5,0,<=5 miles,<=10
15983,40679655,>60,5,non-work,Not Sure,non-work
15984,40679717,>60,3,0.5,<=5 miles,<=10
15985,40679944,<=30,5,<0.5,<=5 miles,>30
15986,40679954,40 - 50,5,non-work,Not Sure,non-work
15987,40679996,>60,3,non-work,Not Sure,non-work
15988,40680053,40 - 50,5,1,>15 miles,>30
15989,40680084,<=30,3,<0.5,>15 miles,20 - 30
15990,40680091,>60,2,non-work,Not Sure,non-work
15991,40680200,40 - 50,5,>0.5,10 - 15 miles,10 - 20
15992,40680238,>60,2,non-work,Not Sure,non-work
15993,40680391,>60,2,non-work,Not Sure,non-work
15994,40680393,50 - 60,3,non-work,Not Sure,non-work
15995,40680556,>60,2,non-work,Not Sure,non-work
15996,40680665,>60,2,non-work,Not Sure,non-work
15997,40680739,>60,4,non-work,Not Sure,non-work
15998,40680876,30 - 40,5,<0.5,<=5 miles,>30
15999,40681054,40 - 50,3,1,5-10 miles,>30
16000,40681194,>60,3,non-work,Not Sure,non-work
16001,40681288,30 - 40,5,>0.5,Not Sure,non-work
16002,40681402,<=30,2,non-work,Not Sure,non-work
16003,40681764,30 - 40,4,0,5-10 miles,10 - 20
16004,40681831,<=30,5,1,<=5 miles,10 - 20
16005,40681936,30 - 40,5,<0.5,>15 miles,20 - 30
16006,40681980,<=30,5,non-work,Not Sure,non-work
16007,40682031,40 - 50,4,0,>15 miles,>30
16008,40682205,50 - 60,2,1,5-10 miles,10 - 20
16009,40682242,>60,4,0.5,>15 miles,10 - 20
16010,40682250,>60,5,non-work,Not Sure,non-work
16011,40682275,<=30,5,1,5-10 miles,20 - 30
16012,40682306,50 - 60,3,non-work,Not Sure,non-work
16013,40682418,30 - 40,4,>0.5,5-10 miles,20 - 30
16014,40682463,30 - 40,4,0.5,Not Sure,non-work
16015,40682464,50 - 60,5,non-work,Not Sure,non-work
16016,40682490,>60,3,non-work,Not Sure,non-work
16017,40682577,50 - 60,3,1,10 - 15 miles,10 - 20
16018,40682579,40 - 50,5,1,5-10 miles,10 - 20
16019,40682721,<=30,3,<0.5,<=5 miles,10 - 20
16020,40682756,>60,3,non-work,Not Sure,non-work
16021,40682776,>60,5,non-work,Not Sure,non-work
16022,40682877,30 - 40,5,0.5,>15 miles,>30
16023,40682987,>60,5,1,10 - 15 miles,10 - 20
16024,40683005,<=30,4,<0.5,<=5 miles,10 - 20
16025,40683011,>60,4,0.5,5-10 miles,10 - 20
16026,40683046,>60,2,non-work,Not Sure,non-work
16027,40683065,>60,2,0,10 - 15 miles,<=10
16028,40683204,<=30,3,<0.5,>15 miles,20 - 30
16029,40683357,>60,2,non-work,Not Sure,non-work
16030,40683362,>60,2,non-work,Not Sure,non-work
16031,40683369,50 - 60,3,1,10 - 15 miles,20 - 30
16032,40683374,30 - 40,5,<0.5,5-10 miles,10 - 20
16033,40683378,50 - 60,5,1,>15 miles,>30
16034,40683687,>60,1,non-work,Not Sure,non-work
16035,40683990,50 - 60,3,0.5,<=5 miles,10 - 20
16036,40684066,>60,4,0,5-10 miles,10 - 20
16037,40684147,>60,5,non-work,Not Sure,non-work
16038,40684243,<=30,4,0.5,<=5 miles,10 - 20
16039,40684290,<=30,5,<0.5,>15 miles,20 - 30
16040,40684293,>60,5,1,<=5 miles,10 - 20
16041,40684315,40 - 50,4,1,>15 miles,20 - 30
16042,40684332,50 - 60,1,non-work,Not Sure,non-work
16043,40684361,50 - 60,5,0.5,>15 miles,>30
16044,40684483,>60,1,non-work,Not Sure,non-work
16045,40684506,>60,3,non-work,Not Sure,non-work
16046,40684521,50 - 60,5,1,5-10 miles,<=10
16047,40684537,>60,2,non-work,Not Sure,non-work
16048,40684590,>60,4,non-work,Not Sure,non-work
16049,40684597,30 - 40,5,non-work,Not Sure,non-work
16050,40684689,>60,5,0,>15 miles,20 - 30
16051,40684759,>60,2,non-work,Not Sure,non-work
16052,40684842,30 - 40,4,0.5,<=5 miles,<=10
16053,40684852,<=30,1,<0.5,<=5 miles,10 - 20
16054,40685047,50 - 60,2,0.5,>15 miles,20 - 30
16055,40685190,<=30,2,<0.5,<=5 miles,10 - 20
16056,40685209,30 - 40,5,1,>15 miles,>30
16057,40685471,50 - 60,3,0.5,>15 miles,20 - 30
16058,40685521,30 - 40,4,1,<=5 miles,<=10
16059,40685798,40 - 50,4,non-work,Not Sure,non-work
16060,40685837,30 - 40,5,>0.5,<=5 miles,<=10
16061,40685851,>60,5,non-work,Not Sure,non-work
16062,40685957,>60,4,0.5,>15 miles,>30
16063,40686003,40 - 50,5,1,10 - 15 miles,10 - 20
16064,40686369,>60,2,non-work,Not Sure,non-work
16065,40686706,>60,2,0,10 - 15 miles,10 - 20
16066,40686726,<=30,1,<0.5,Not Sure,non-work
16067,40686766,50 - 60,4,1,>15 miles,>30
16068,40686807,30 - 40,4,0.5,<=5 miles,10 - 20
16069,40686916,30 - 40,3,1,>15 miles,>30
16070,40687015,>60,4,1,5-10 miles,10 - 20
16071,40687024,50 - 60,4,1,<=5 miles,<=10
16072,40687027,30 - 40,5,1,>15 miles,>30
16073,40687053,30 - 40,3,<0.5,Not Sure,non-work
16074,40687183,>60,2,non-work,Not Sure,non-work
16075,40687218,>60,2,0,<=5 miles,20 - 30
16076,40687253,50 - 60,4,0.5,>15 miles,>30
16077,40687283,30 - 40,4,<0.5,>15 miles,20 - 30
16078,40687487,30 - 40,5,1,5-10 miles,10 - 20
16079,40687488,>60,3,non-work,Not Sure,non-work
16080,40687642,<=30,3,<0.5,>15 miles,20 - 30
16081,40687656,30 - 40,2,0.5,<=5 miles,<=10
16082,40687740,50 - 60,3,non-work,Not Sure,non-work
16083,40687881,>60,5,non-work,Not Sure,non-work
16084,40688030,<=30,2,<0.5,<=5 miles,<=10
16085,40688154,>60,2,non-work,Not Sure,non-work
16086,40688193,>60,4,1,<=5 miles,10 - 20
16087,40688420,>60,3,non-work,Not Sure,non-work
16088,40688506,50 - 60,5,1,<=5 miles,20 - 30
16089,40688598,>60,4,0.5,10 - 15 miles,10 - 20
16090,40688658,50 - 60,3,1,>15 miles,>30
16091,40688870,>60,5,0.5,<=5 miles,10 - 20
16092,40688953,>60,2,non-work,Not Sure,non-work
16093,40689053,>60,5,non-work,Not Sure,non-work
16094,40689080,50 - 60,5,1,5-10 miles,<=10
16095,40689146,<=30,5,<0.5,Not Sure,non-work
16096,40689264,>60,5,non-work,Not Sure,non-work
16097,40689492,>60,4,0,<=5 miles,<=10
16098,40690062,>60,5,0,Not Sure,non-work
16099,40690462,>60,5,non-work,Not Sure,non-work
16100,40690601,>60,5,non-work,Not Sure,non-work
16101,40690683,30 - 40,5,0.5,10 - 15 miles,20 - 30
16102,40690691,>60,5,non-work,Not Sure,non-work
16103,40690809,<=30,3,0.5,>15 miles,10 - 20
16104,40690837,>60,2,non-work,Not Sure,non-work
16105,40690848,>60,5,0,5-10 miles,20 - 30
16106,40690939,40 - 50,4,<0.5,>15 miles,>30
16107,40691158,50 - 60,5,0.5,>15 miles,10 - 20
16108,40691235,>60,3,non-work,Not Sure,non-work
16109,40691456,30 - 40,4,1,<=5 miles,10 - 20
16110,40691565,50 - 60,5,<0.5,5-10 miles,10 - 20
16111,40691663,50 - 60,5,non-work,Not Sure,non-work
16112,40691729,50 - 60,2,0.5,5-10 miles,<=10
16113,40691792,50 - 60,5,non-work,Not Sure,non-work
16114,40691834,>60,5,0.5,10 - 15 miles,10 - 20
16115,40691917,>60,2,non-work,Not Sure,non-work
16116,40692062,>60,5,0,>15 miles,>30
16117,40692226,>60,5,0,5-10 miles,20 - 30
16118,40692258,<=30,4,>0.5,10 - 15 miles,20 - 30
16119,40692274,>60,2,non-work,Not Sure,non-work
16120,40692369,30 - 40,5,0.5,Not Sure,non-work
16121,40692434,>60,4,non-work,Not Sure,non-work
16122,40692460,30 - 40,5,1,<=5 miles,10 - 20
16123,40692615,>60,5,0.5,Not Sure,non-work
16124,40692831,<=30,4,0,<=5 miles,10 - 20
16125,40692834,>60,2,non-work,Not Sure,non-work
16126,40692889,30 - 40,5,<0.5,10 - 15 miles,20 - 30
16127,40692972,50 - 60,3,1,5-10 miles,10 - 20
16128,40693037,40 - 50,3,non-work,Not Sure,non-work
16129,40693048,40 - 50,3,0.5,>15 miles,>30
16130,40693190,30 - 40,4,>0.5,10 - 15 miles,10 - 20
16131,40693251,>60,3,non-work,Not Sure,non-work
16132,40693368,>60,3,non-work,Not Sure,non-work
16133,40693430,>60,2,0,<=5 miles,<=10
16134,40693591,>60,3,non-work,Not Sure,non-work
16135,40693714,>60,3,non-work,Not Sure,non-work
16136,40693832,>60,5,non-work,Not Sure,non-work
16137,40693876,40 - 50,5,<0.5,>15 miles,20 - 30
16138,40694017,50 - 60,2,0.5,>15 miles,20 - 30
16139,40694152,40 - 50,5,>0.5,5-10 miles,>30
16140,40694181,<=30,3,<0.5,10 - 15 miles,10 - 20
16141,40694192,<=30,5,0,<=5 miles,10 - 20
16142,40694227,>60,4,0.5,Not Sure,non-work
16143,40694306,30 - 40,5,1,<=5 miles,10 - 20
16144,40694355,50 - 60,2,0,10 - 15 miles,20 - 30
16145,40694391,30 - 40,4,0.5,>15 miles,>30
16146,40694507,50 - 60,5,1,<=5 miles,<=10
16147,40694515,>60,4,0.5,>15 miles,>30
16148,40694732,>60,2,non-work,Not Sure,non-work
16149,40694767,>60,4,non-work,Not Sure,non-work
16150,40694833,50 - 60,2,0,Not Sure,non-work
16151,40694861,>60,3,non-work,Not Sure,non-work
16152,40695339,<=30,3,0.5,5-10 miles,10 - 20
16153,40695404,50 - 60,3,1,5-10 miles,20 - 30
16154,40695417,50 - 60,5,0,<=5 miles,20 - 30
16155,40695505,>60,4,non-work,Not Sure,non-work
16156,40695517,>60,2,non-work,Not Sure,non-work
16157,40695770,<=30,5,1,10 - 15 miles,20 - 30
16158,40695811,50 - 60,2,0,5-10 miles,<=10
16159,40696007,>60,5,non-work,Not Sure,non-work
16160,40696044,30 - 40,2,non-work,Not Sure,non-work
16161,40696048,50 - 60,2,1,>15 miles,>30
16162,40696060,>60,5,0,Not Sure,non-work
16163,40696103,<=30,4,<0.5,>15 miles,20 - 30
16164,40696105,>60,3,non-work,Not Sure,non-work
16165,40696153,>60,3,non-work,Not Sure,non-work
16166,40696354,30 - 40,5,1,>15 miles,>30
16167,40696741,>60,4,0.5,10 - 15 miles,10 - 20
16168,40697097,40 - 50,5,<0.5,Not Sure,non-work
16169,40697113,>60,3,non-work,Not Sure,non-work
16170,40697169,<=30,5,<0.5,10 - 15 miles,10 - 20
16171,40697206,<=30,5,<0.5,Not Sure,non-work
16172,40697283,>60,3,non-work,Not Sure,non-work
16173,40697308,30 - 40,5,<0.5,>15 miles,>30
16174,40697313,50 - 60,5,1,10 - 15 miles,10 - 20
16175,40697415,>60,4,non-work,Not Sure,non-work
16176,40697537,>60,4,non-work,Not Sure,non-work
16177,40697716,<=30,2,non-work,Not Sure,non-work
16178,40697745,50 - 60,4,non-work,Not Sure,non-work
16179,40697794,>60,3,non-work,Not Sure,non-work
16180,40697864,30 - 40,3,non-work,Not Sure,non-work
16181,40698046,30 - 40,4,0.5,5-10 miles,10 - 20
16182,40698124,>60,5,non-work,Not Sure,non-work
16183,40698216,>60,5,non-work,Not Sure,non-work
16184,40698280,>60,2,non-work,Not Sure,non-work
16185,40698412,>60,5,non-work,Not Sure,non-work
16186,40698445,50 - 60,4,non-work,Not Sure,non-work
16187,40698595,<=30,4,<0.5,5-10 miles,20 - 30
16188,40698653,<=30,3,<0.5,10 - 15 miles,20 - 30
16189,40698751,50 - 60,4,0.5,5-10 miles,<=10
16190,40698902,>60,1,non-work,Not Sure,non-work
16191,40699005,>60,5,0.5,>15 miles,>30
16192,40699028,>60,4,non-work,Not Sure,non-work
16193,40699430,40 - 50,4,<0.5,>15 miles,>30
16194,40699672,>60,5,non-work,Not Sure,non-work
16195,40699827,<=30,3,<0.5,>15 miles,>30
16196,40699983,50 - 60,2,0,Not Sure,non-work
16197,40700011,>60,3,non-work,Not Sure,non-work
16198,40700045,>60,5,non-work,Not Sure,non-work
16199,40700100,>60,2,non-work,Not Sure,non-work
16200,40700247,>60,5,0.5,10 - 15 miles,20 - 30
16201,40700335,>60,3,>0.5,10 - 15 miles,10 - 20
16202,40700343,>60,2,non-work,Not Sure,non-work
16203,40700588,<=30,3,<0.5,<=5 miles,10 - 20
16204,40700639,>60,5,0.5,5-10 miles,10 - 20
16205,40700689,30 - 40,4,>0.5,5-10 miles,10 - 20
16206,40700776,<=30,3,non-work,Not Sure,non-work
16207,40701086,>60,3,non-work,Not Sure,non-work
16208,40701138,>60,5,1,<=5 miles,<=10
16209,40701182,>60,3,non-work,Not Sure,non-work
16210,40701413,>60,3,non-work,Not Sure,non-work
16211,40701562,>60,3,non-work,Not Sure,non-work
16212,40701909,50 - 60,2,non-work,Not Sure,non-work
16213,40702327,<=30,5,0.5,>15 miles,20 - 30
16214,40702346,>60,2,non-work,Not Sure,non-work
16215,40702399,40 - 50,4,<0.5,<=5 miles,10 - 20
16216,40702734,30 - 40,5,0,<=5 miles,10 - 20
16217,40702752,30 - 40,5,<0.5,<=5 miles,<=10
16218,40702856,>60,5,1,5-10 miles,10 - 20
16219,40702974,>60,3,0.5,>15 miles,>30
16220,40702992,>60,3,non-work,Not Sure,non-work
16221,40703017,30 - 40,4,0,10 - 15 miles,10 - 20
16222,40703087,40 - 50,4,1,Not Sure,non-work
16223,40703156,>60,3,0,<=5 miles,10 - 20
16224,40703276,>60,3,0.5,10 - 15 miles,20 - 30
16225,40703332,>60,2,non-work,Not Sure,non-work
16226,40703367,>60,2,non-work,Not Sure,non-work
16227,40703474,>60,2,non-work,Not Sure,non-work
16228,40703673,>60,2,non-work,Not Sure,non-work
16229,40703706,<=30,3,<0.5,>15 miles,20 - 30
16230,40703779,50 - 60,3,0.5,10 - 15 miles,10 - 20
16231,40703796,50 - 60,NA,0.5,5-10 miles,10 - 20
16232,40703930,50 - 60,3,1,10 - 15 miles,>30
16233,40704038,>60,5,1,>15 miles,20 - 30
16234,40704130,40 - 50,4,1,>15 miles,>30
16235,40704231,30 - 40,4,0.5,<=5 miles,10 - 20
16236,40704242,30 - 40,4,<0.5,5-10 miles,10 - 20
16237,40704254,40 - 50,5,>0.5,>15 miles,10 - 20
16238,40704260,>60,2,non-work,Not Sure,non-work
16239,40704271,50 - 60,4,1,5-10 miles,20 - 30
16240,40704291,>60,5,non-work,Not Sure,non-work
16241,40704297,>60,5,non-work,Not Sure,non-work
16242,40704344,>60,3,0,5-10 miles,<=10
16243,40704541,>60,4,0,<=5 miles,<=10
16244,40704637,50 - 60,4,1,10 - 15 miles,20 - 30
16245,40704682,50 - 60,2,1,<=5 miles,10 - 20
16246,40705094,50 - 60,5,>0.5,5-10 miles,20 - 30
16247,40705163,40 - 50,3,non-work,Not Sure,non-work
16248,40705277,>60,3,non-work,Not Sure,non-work
16249,40705414,>60,5,0.5,>15 miles,>30
16250,40705448,<=30,4,non-work,Not Sure,non-work
16251,40705567,>60,2,non-work,Not Sure,non-work
16252,40705617,<=30,5,<0.5,>15 miles,>30
16253,40705638,30 - 40,4,<0.5,5-10 miles,10 - 20
16254,40705672,>60,3,non-work,Not Sure,non-work
16255,40705782,50 - 60,5,0.5,>15 miles,>30
16256,40705995,30 - 40,4,0.5,<=5 miles,10 - 20
16257,40706025,40 - 50,5,<0.5,5-10 miles,10 - 20
16258,40706086,>60,5,non-work,Not Sure,non-work
16259,40706259,>60,5,non-work,Not Sure,non-work
16260,40706347,50 - 60,3,1,>15 miles,>30
16261,40706417,30 - 40,3,<0.5,10 - 15 miles,10 - 20
16262,40706476,40 - 50,4,<0.5,>15 miles,>30
16263,40706543,30 - 40,5,0.5,5-10 miles,>30
16264,40706743,<=30,3,<0.5,<=5 miles,<=10
16265,40706874,40 - 50,5,<0.5,>15 miles,>30
16266,40706924,>60,3,non-work,Not Sure,non-work
16267,40707049,40 - 50,5,1,10 - 15 miles,10 - 20
16268,40707050,40 - 50,5,<0.5,5-10 miles,<=10
16269,40707396,>60,4,0,5-10 miles,20 - 30
16270,40707442,>60,4,0,Not Sure,non-work
16271,40707506,>60,2,non-work,Not Sure,non-work
16272,40707703,40 - 50,5,1,<=5 miles,<=10
16273,40707873,>60,3,0.5,<=5 miles,20 - 30
16274,40707907,>60,5,0,Not Sure,non-work
16275,40707917,<=30,4,1,5-10 miles,10 - 20
16276,40708026,>60,5,0,<=5 miles,<=10
16277,40708252,>60,4,non-work,Not Sure,non-work
16278,40708450,30 - 40,4,0.5,>15 miles,20 - 30
16279,40708543,30 - 40,5,>0.5,<=5 miles,>30
16280,40708625,>60,3,0.5,>15 miles,>30
16281,40708691,50 - 60,3,0.5,5-10 miles,10 - 20
16282,40708774,<=30,5,0.5,>15 miles,>30
16283,40708932,50 - 60,4,non-work,Not Sure,non-work
16284,40709077,>60,4,0.5,5-10 miles,<=10
16285,40709148,<=30,3,<0.5,<=5 miles,>30
16286,40709168,40 - 50,5,>0.5,<=5 miles,>30
16287,40709215,40 - 50,4,non-work,Not Sure,non-work
16288,40709680,50 - 60,4,1,10 - 15 miles,20 - 30
16289,40709715,>60,2,1,>15 miles,>30
16290,40709816,50 - 60,3,0.5,<=5 miles,<=10
16291,40709833,50 - 60,4,0.5,<=5 miles,<=10
16292,40709835,>60,3,non-work,Not Sure,non-work
16293,40709922,40 - 50,4,1,>15 miles,20 - 30
16294,40709979,30 - 40,3,<0.5,10 - 15 miles,20 - 30
16295,40710013,30 - 40,5,<0.5,>15 miles,>30
16296,40710017,>60,5,non-work,Not Sure,non-work
16297,40710033,>60,2,0,>15 miles,20 - 30
16298,40710144,<=30,4,non-work,Not Sure,non-work
16299,40710169,>60,2,non-work,Not Sure,non-work
16300,40710283,>60,5,non-work,Not Sure,non-work
16301,40710314,<=30,5,1,<=5 miles,<=10
16302,40710522,30 - 40,4,1,<=5 miles,<=10
16303,40710680,<=30,5,<0.5,>15 miles,>30
16304,40710770,>60,5,0.5,5-10 miles,<=10
16305,40710795,>60,2,non-work,Not Sure,non-work
16306,40710909,>60,4,non-work,Not Sure,non-work
16307,40710991,>60,3,non-work,Not Sure,non-work
16308,40711063,>60,4,0.5,5-10 miles,20 - 30
16309,40711105,<=30,4,<0.5,>15 miles,>30
16310,40711108,40 - 50,5,1,5-10 miles,10 - 20
16311,40711207,50 - 60,3,1,10 - 15 miles,10 - 20
16312,40711296,>60,3,non-work,Not Sure,non-work
16313,40711341,>60,2,non-work,Not Sure,non-work
16314,40711552,>60,2,non-work,Not Sure,non-work
16315,40711614,40 - 50,3,>0.5,5-10 miles,<=10
16316,40711766,30 - 40,2,non-work,Not Sure,non-work
16317,40711826,>60,3,1,5-10 miles,10 - 20
16318,40712063,>60,3,non-work,Not Sure,non-work
16319,40712129,>60,5,non-work,Not Sure,non-work
16320,40712187,>60,5,non-work,Not Sure,non-work
16321,40712266,>60,5,0.5,>15 miles,>30
16322,40712310,>60,2,non-work,Not Sure,non-work
16323,40712383,>60,3,non-work,Not Sure,non-work
16324,40712401,>60,2,non-work,Not Sure,non-work
16325,40712405,50 - 60,3,0.5,>15 miles,20 - 30
16326,40712576,>60,5,0,5-10 miles,10 - 20
16327,40712616,50 - 60,2,non-work,Not Sure,non-work
16328,40712640,50 - 60,5,1,<=5 miles,<=10
16329,40712681,40 - 50,3,1,>15 miles,>30
16330,40712717,50 - 60,5,1,>15 miles,20 - 30
16331,40712737,50 - 60,2,1,10 - 15 miles,>30
16332,40712768,50 - 60,5,1,>15 miles,20 - 30
16333,40712861,>60,2,non-work,Not Sure,non-work
16334,40713008,>60,2,non-work,Not Sure,non-work
16335,40713090,<=30,4,<0.5,>15 miles,10 - 20
16336,40713153,<=30,4,<0.5,10 - 15 miles,20 - 30
16337,40713222,30 - 40,4,0.5,>15 miles,>30
16338,40713255,40 - 50,3,<0.5,5-10 miles,10 - 20
16339,40713406,>60,4,non-work,Not Sure,non-work
16340,40713446,>60,3,non-work,Not Sure,non-work
16341,40713452,40 - 50,5,non-work,Not Sure,non-work
16342,40713523,>60,4,non-work,Not Sure,non-work
16343,40713529,30 - 40,5,>0.5,>15 miles,>30
16344,40713610,>60,4,non-work,Not Sure,non-work
16345,40713616,>60,2,<0.5,10 - 15 miles,10 - 20
16346,40713641,<=30,2,<0.5,<=5 miles,<=10
16347,40713660,50 - 60,4,1,5-10 miles,<=10
16348,40713680,50 - 60,5,1,5-10 miles,10 - 20
16349,40713711,<=30,4,1,10 - 15 miles,10 - 20
16350,40713716,>60,5,non-work,Not Sure,non-work
16351,40713738,30 - 40,5,non-work,Not Sure,non-work
16352,40713860,<=30,3,<0.5,10 - 15 miles,10 - 20
16353,40713901,40 - 50,3,>0.5,10 - 15 miles,10 - 20
16354,40714002,>60,3,non-work,Not Sure,non-work
16355,40714039,50 - 60,4,0.5,5-10 miles,10 - 20
16356,40714063,40 - 50,4,1,>15 miles,>30
16357,40714164,50 - 60,4,1,5-10 miles,10 - 20
16358,40714168,>60,5,non-work,Not Sure,non-work
16359,40714415,40 - 50,5,<0.5,<=5 miles,<=10
16360,40714425,>60,3,non-work,Not Sure,non-work
16361,40714457,>60,4,0.5,Not Sure,non-work
16362,40714543,>60,5,1,5-10 miles,10 - 20
16363,40714566,>60,4,1,>15 miles,>30
16364,40714662,>60,1,non-work,Not Sure,non-work
16365,40714713,<=30,5,<0.5,>15 miles,>30
16366,40714771,50 - 60,2,non-work,Not Sure,non-work
16367,40714826,40 - 50,5,1,Not Sure,non-work
16368,40714901,>60,5,0.5,5-10 miles,10 - 20
16369,40715163,>60,3,non-work,Not Sure,non-work
16370,40715211,>60,3,non-work,Not Sure,non-work
16371,40715214,40 - 50,4,non-work,Not Sure,non-work
16372,40715242,40 - 50,5,1,<=5 miles,<=10
16373,40715251,>60,1,non-work,Not Sure,non-work
16374,40715412,>60,5,0,5-10 miles,>30
16375,40715415,>60,4,non-work,Not Sure,non-work
16376,40715420,>60,3,0,<=5 miles,10 - 20
16377,40715488,>60,5,0,5-10 miles,10 - 20
16378,40715489,40 - 50,3,0.5,Not Sure,non-work
16379,40715507,40 - 50,3,<0.5,>15 miles,>30
16380,40715563,<=30,3,non-work,Not Sure,non-work
16381,40715580,30 - 40,2,<0.5,<=5 miles,20 - 30
16382,40715604,40 - 50,3,non-work,Not Sure,non-work
16383,40715685,50 - 60,3,0.5,<=5 miles,10 - 20
16384,40715756,30 - 40,5,0,Not Sure,non-work
16385,40715796,>60,5,0.5,>15 miles,20 - 30
16386,40715841,>60,3,0,<=5 miles,<=10
16387,40715851,>60,3,0.5,>15 miles,20 - 30
16388,40715878,>60,3,non-work,Not Sure,non-work
16389,40716188,30 - 40,2,non-work,Not Sure,non-work
16390,40716224,>60,3,non-work,Not Sure,non-work
16391,40716313,<=30,5,1,5-10 miles,<=10
16392,40716326,50 - 60,4,0.5,10 - 15 miles,10 - 20
16393,40716467,>60,5,1,10 - 15 miles,10 - 20
16394,40716623,>60,1,non-work,Not Sure,non-work
16395,40716640,>60,3,0.5,5-10 miles,10 - 20
16396,40716754,50 - 60,3,0,<=5 miles,<=10
16397,40716857,40 - 50,4,1,>15 miles,20 - 30
16398,40717159,50 - 60,5,>0.5,>15 miles,10 - 20
16399,40717483,40 - 50,4,non-work,Not Sure,non-work
16400,40717485,50 - 60,5,1,>15 miles,20 - 30
16401,40717532,>60,4,0,<=5 miles,10 - 20
16402,40717558,40 - 50,5,<0.5,5-10 miles,10 - 20
16403,40717719,30 - 40,4,1,10 - 15 miles,10 - 20
16404,40717784,>60,5,non-work,Not Sure,non-work
16405,40717846,>60,3,0.5,>15 miles,20 - 30
16406,40717888,>60,2,non-work,Not Sure,non-work
16407,40717969,>60,5,non-work,Not Sure,non-work
16408,40718101,50 - 60,2,non-work,Not Sure,non-work
16409,40718233,>60,2,non-work,Not Sure,non-work
16410,40718352,>60,3,non-work,Not Sure,non-work
16411,40718388,30 - 40,4,1,10 - 15 miles,>30
16412,40718482,40 - 50,3,1,5-10 miles,10 - 20
16413,40718596,>60,3,non-work,Not Sure,non-work
16414,40718678,>60,5,1,>15 miles,>30
16415,40718737,<=30,5,1,5-10 miles,20 - 30
16416,40718840,>60,3,non-work,Not Sure,non-work
16417,40718844,>60,5,non-work,Not Sure,non-work
16418,40718846,<=30,3,<0.5,>15 miles,20 - 30
16419,40718895,<=30,3,<0.5,<=5 miles,10 - 20
16420,40719266,40 - 50,4,>0.5,>15 miles,20 - 30
16421,40719404,40 - 50,5,1,5-10 miles,10 - 20
16422,40719613,40 - 50,5,1,<=5 miles,20 - 30
16423,40719653,<=30,3,0,<=5 miles,>30
16424,40719886,50 - 60,5,<0.5,<=5 miles,<=10
16425,40720092,30 - 40,3,0.5,Not Sure,non-work
16426,40720222,50 - 60,3,1,>15 miles,>30
16427,40720394,>60,2,non-work,Not Sure,non-work
16428,40720433,>60,5,0,<=5 miles,<=10
16429,40720521,50 - 60,3,non-work,Not Sure,non-work
16430,40720684,>60,2,non-work,Not Sure,non-work
16431,40720707,>60,2,1,>15 miles,>30
