,Unnamed: 0,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
1741,13841,30112131,HOME_OWN,3.0,2.0,Never,5,5,5,2.0,3.0,3.0,3.0,3.0,1,8,1.0,0.0,0.5,10,2,2,6,24,Daily,1.0,>0.5,1,0,2,1,>60,3,0,Not Sure,non-work
1742,13853,30112247,HOME_OWN,9.0,4.0,Never,5,5,5,4.0,2.0,5.0,5.0,5.0,1,18,0.4,0.0,0.4,6,1,1,2,21,Daily,0.4,<0.5,<0.5,0,>2,1,<=30,4,<0.5,>15 miles,>30
1743,13863,30112339,HOME_OWN,6.0,4.0,Never,5,5,5,5.0,3.0,5.0,5.0,5.0,1,16,1.0,0.0,0.5,10,2,4,6,24,Daily,1.0,>0.5,1,0,2,1,>60,2,0,5-10 miles,<=10
1744,13866,30112351,HOME_OWN,10.0,3.0,Never,4,5,4,1.0,2.0,1.0,5.0,5.0,1,11,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,50 - 60,3,1,5-10 miles,10 - 20
1745,13869,30112391,HOME_OWN,7.0,3.0,Never,5,4,4,3.0,2.0,4.0,4.0,2.0,1,2,1.0,0.0,0.0,10,1,1,2,21,Daily,1.0,0,1,0,2,1,50 - 60,3,non-work,Not Sure,non-work
1746,13870,30112396,HOME_OWN,7.0,2.0,,-9,2,2,4.0,4.0,4.0,5.0,2.0,2,4,1.0,0.0,1.0,1,1,1,5,21,Daily,1.0,1,1,0,1,0,>60,5,0,10 - 15 miles,>30
1747,13873,30112403,HOME_OWN,7.0,2.0,Never,5,5,4,4.0,4.0,4.0,4.0,4.0,1,6,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
1748,13879,30112433,HOME_OWN,5.0,,,-9,-9,-9,1.0,,,,,1,4,1.0,0.0,0.0,10,2,1,1,23,Never,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
1749,13899,30112605,HOME_RENT,4.0,,,-9,-9,-9,3.0,2.0,3.0,3.0,3.0,1,5,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,30 - 40,4,0.5,<=5 miles,>30
1750,13906,30112699,HOME_OWN,6.0,5.0,Never,4,5,5,2.0,2.0,5.0,5.0,5.0,1,6,1.0,0.0,0.0,10,2,1,3,22,Daily,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1751,13948,30112963,HOME_OWN,6.0,2.0,,5,4,2,3.0,1.0,1.0,4.0,4.0,1,12,0.5,0.0,0.25,6,1,1,5,21,Daily,0.25,<0.5,>0.5,0,>2,1,<=30,3,<0.5,5-10 miles,>30
1752,13957,30113015,HOME_RENT,5.0,3.0,Rarely,4,5,5,4.0,4.0,4.0,4.0,5.0,2,5,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1,<=30,5,1,5-10 miles,<=10
1753,13961,30113061,HOME_OWN,3.0,5.0,Never,5,5,5,2.0,2.0,5.0,5.0,5.0,2,3,1.0,0.0,1.0,1,1,4,6,21,Daily,1.0,1,1,0,1,1,>60,4,0,>15 miles,>30
1754,13965,30113094,HOME_OWN,4.0,4.0,Never,5,5,5,2.0,2.0,4.0,4.0,4.0,1,13,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,2,1,50 - 60,3,0.5,>15 miles,20 - 30
1755,13979,30113242,HOME_OWN,7.0,1.0,Rarely,4,2,4,4.0,4.0,4.0,2.0,2.0,1,17,0.75,0.0,0.5,8,2,4,6,23,Daily,0.5,>0.5,>0.5,0,>2,1,30 - 40,5,<0.5,5-10 miles,20 - 30
1756,13983,30113309,HOME_OWN,6.0,2.0,Rarely,4,4,4,3.0,3.0,2.0,3.0,2.0,1,9,1.0,0.0,0.5,10,2,4,6,24,Daily,1.0,>0.5,1,0,2,1,>60,4,0,<=5 miles,<=10
1757,13987,30113380,HOME_RENT,1.0,1.0,Never,3,2,4,3.0,2.0,1.0,3.0,1.0,2,3,1.0,0.0,0.0,1,2,1,1,23,Daily,0.0,0,1,0,1,0,<=30,5,non-work,Not Sure,non-work
1758,13989,30113388,HOME_OWN,11.0,2.0,Rarely,2,3,2,3.0,3.0,3.0,3.0,2.0,1,10,1.0,0.0,0.5,2,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,>60,5,0,Not Sure,non-work
1759,13991,30113403,HOME_OWN,7.0,4.0,Never,4,5,4,2.0,3.0,3.0,3.0,1.0,1,7,1.0,0.0,1.0,2,2,1,3,22,Daily,1.0,1,1,0,2,1,30 - 40,5,1,10 - 15 miles,20 - 30
1760,13994,30113419,HOME_RENT,2.0,2.0,Never,3,3,5,3.0,2.0,1.0,5.0,2.0,2,2,1.0,0.0,0.0,10,2,2,6,23,Daily,0.0,0,1,0,2,0,>60,4,non-work,Not Sure,non-work
1761,13995,30113421,HOME_RENT,11.0,1.0,Rarely,3,4,1,4.0,3.0,4.0,2.0,1.0,1,10,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,30 - 40,5,1,<=5 miles,20 - 30
1762,14007,30113529,HOME_OWN,9.0,5.0,Never,5,5,5,2.0,3.0,5.0,5.0,5.0,1,2,0.4,0.4,0.2,4,2,1,3,22,Daily,0.4,<0.5,<0.5,<0.5,>2,1,<=30,5,<0.5,5-10 miles,10 - 20
1763,14014,30113574,HOME_RENT,3.0,5.0,Never,5,5,5,4.0,4.0,4.0,4.0,4.0,2,3,1.0,0.0,0.0,1,2,1,3,23,Never,0.0,0,1,0,1,0,>60,2,non-work,Not Sure,non-work
1764,14017,30113586,HOME_OWN,7.0,5.0,Never,5,5,-9,2.0,2.0,5.0,5.0,5.0,1,22,1.0,0.0,0.5,2,2,1,3,22,Daily,1.0,>0.5,1,0,2,1,50 - 60,5,0.5,10 - 15 miles,20 - 30
1765,14020,30113596,HOME_OWN,3.0,4.0,Rarely,5,5,5,3.0,3.0,5.0,3.0,5.0,2,4,1.0,0.0,0.0,9,1,4,6,21,Daily,1.0,0,1,0,1,1,>60,3,non-work,Not Sure,non-work
1766,14024,30113620,HOME_OWN,5.0,2.0,Never,5,5,5,4.0,4.0,5.0,5.0,5.0,1,0,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
1767,14025,30113634,HOME_OWN,4.0,5.0,Never,5,5,5,2.0,2.0,5.0,5.0,5.0,1,2,1.0,0.0,0.0,10,2,4,6,22,Daily,1.0,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
1768,14029,30113664,HOME_OWN,2.0,5.0,Never,5,5,5,1.0,1.0,5.0,5.0,5.0,2,3,1.0,0.0,0.0,9,2,1,1,23,,1.0,0,1,0,1,1,>60,1,non-work,Not Sure,non-work
1769,14031,30113687,HOME_OWN,10.0,1.0,Rarely,4,4,4,3.0,3.0,2.0,3.0,2.0,1,8,1.0,0.0,1.0,2,2,2,6,24,Daily,1.0,1,1,0,2,1,50 - 60,4,1,>15 miles,>30
1770,14035,30113697,HOME_RENT,2.0,5.0,Never,5,5,5,1.0,2.0,4.0,3.0,4.0,2,2,1.0,0.0,0.0,9,2,1,1,23,,1.0,0,1,0,1,1,>60,2,non-work,Not Sure,non-work
1771,14039,30113711,HOME_OWN,7.0,2.0,Never,5,4,4,5.0,4.0,4.0,5.0,2.0,1,14,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
1772,14045,30113752,HOME_OWN,,5.0,Never,5,5,5,4.0,2.0,5.0,5.0,4.0,1,12,1.0,0.0,0.75,10,2,4,6,24,Daily,0.75,>0.5,1,0,>2,1,50 - 60,4,0.5,5-10 miles,<=10
1773,14050,30113804,HOME_OWN,6.0,1.0,Never,5,5,5,1.0,4.0,3.0,5.0,5.0,1,5,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,2,1,40 - 50,4,1,5-10 miles,10 - 20
1774,14059,30113847,HOME_OWN,8.0,1.0,Never,5,5,4,2.0,2.0,5.0,5.0,5.0,1,8,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
1775,14067,30113907,HOME_RENT,6.0,1.0,Rarely,3,4,1,5.0,2.0,1.0,1.0,1.0,2,9,1.0,0.0,1.0,1,1,1,5,21,Daily,0.0,1,1,0,1,0,30 - 40,5,non-work,Not Sure,non-work
1776,14079,30113983,HOME_RENT,2.0,2.0,,4,4,4,2.0,2.0,2.0,2.0,2.0,1,12,0.5,0.0,0.5,5,2,1,1,23,Never,0.5,>0.5,>0.5,0,2,1,<=30,2,0,>15 miles,20 - 30
1777,14085,30114022,HOME_OWN,3.0,5.0,,-9,-9,-9,3.0,,,,,2,0,1.0,0.0,0.0,9,2,1,3,22,Never,1.0,0,1,0,1,1,>60,2,non-work,Not Sure,non-work
1778,14089,30114091,HOME_OWN,6.0,,Never,5,5,5,2.0,2.0,3.0,4.0,4.0,1,16,1.0,0.0,0.0,10,2,1,1,23,Daily,1.0,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
1779,14094,30114162,HOME_OWN,5.0,2.0,,4,5,4,4.0,2.0,2.0,3.0,4.0,1,7,1.0,0.0,1.0,2,2,1,1,23,Daily,0.5,1,1,0,2,1,<=30,4,1,>15 miles,10 - 20
1780,14096,30114199,HOME_OWN,6.0,5.0,Never,5,5,5,2.0,3.0,4.0,4.0,4.0,2,0,1.0,0.0,1.0,1,2,4,6,22,Daily,1.0,1,1,0,1,1,>60,4,0,<=5 miles,<=10
1781,14100,30114235,HOME_OWN,3.0,4.0,Never,5,5,5,2.0,3.0,3.0,3.0,3.0,2,2,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1,50 - 60,3,1,>15 miles,10 - 20
1782,14110,30114295,HOME_OWN,9.0,4.0,Rarely,5,5,5,5.0,3.0,4.0,4.0,3.0,1,8,1.0,0.0,1.0,2,2,4,6,22,Daily,1.0,1,1,0,2,1,<=30,5,1,>15 miles,>30
1783,14114,30114320,HOME_OWN,9.0,1.0,Never,5,5,5,3.0,3.0,4.0,5.0,5.0,1,1,1.0,0.0,0.5,2,2,1,1,23,Daily,1.0,>0.5,1,0,2,1,50 - 60,5,0.5,<=5 miles,<=10
1784,14119,30114371,HOME_OWN,6.0,1.0,Rarely,5,5,4,1.0,2.0,2.0,4.0,4.0,1,17,0.5,0.0,1.0,7,1,1,5,21,Daily,1.0,1,>0.5,0,2,1,30 - 40,4,0.5,<=5 miles,<=10
1785,14123,30114408,HOME_OWN,6.0,1.0,Never,5,4,4,2.0,2.0,4.0,5.0,5.0,1,16,1.0,0.0,0.5,10,2,4,6,23,Daily,1.0,>0.5,1,0,2,1,>60,3,0,<=5 miles,10 - 20
1786,14124,30114419,HOME_OWN,11.0,2.0,Never,3,4,4,4.0,3.0,4.0,4.0,4.0,1,5,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,>60,4,0.5,>15 miles,>30
1787,14131,30114472,HOME_OWN,3.0,5.0,Never,5,5,5,1.0,1.0,2.0,3.0,3.0,1,13,1.0,0.0,0.6666666666666666,2,1,1,5,21,Daily,0.6666666666666666,>0.5,1,0,>2,1,50 - 60,4,>0.5,10 - 15 miles,20 - 30
1788,14139,30114533,HOME_RENT,5.0,3.0,Never,5,5,5,5.0,5.0,5.0,5.0,5.0,1,4,1.0,0.0,0.0,10,2,1,3,23,Rarely,0.5,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
1789,14155,30114665,HOME_OWN,11.0,3.0,Never,4,5,4,3.0,4.0,4.0,,4.0,1,12,1.0,0.0,0.0,10,2,4,6,23,Daily,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1790,14159,30114712,HOME_OWN,6.0,5.0,Never,5,5,5,3.0,2.0,5.0,5.0,5.0,2,9,1.0,0.0,0.0,9,2,1,1,23,Daily,1.0,0,1,0,1,1,>60,4,non-work,Not Sure,non-work
1791,14182,30114866,HOME_OWN,6.0,5.0,Never,5,5,5,1.0,1.0,4.0,4.0,4.0,1,6,1.0,0.0,0.5,10,2,4,6,24,Rarely,1.0,>0.5,1,0,2,1,>60,2,0,<=5 miles,<=10
1792,14183,30114867,HOME_OWN,7.0,2.0,Never,5,5,3,4.0,2.0,2.0,5.0,5.0,1,19,0.6,0.0,0.2,6,1,2,6,21,Daily,0.4,<0.5,>0.5,0,>2,1,<=30,4,<0.5,>15 miles,20 - 30
1793,14194,30114967,HOME_RENT,3.0,2.0,,2,-9,-9,4.0,4.0,4.0,4.0,4.0,2,5,1.0,0.0,0.0,9,2,1,1,23,Rarely,1.0,0,1,0,1,0,50 - 60,3,non-work,Not Sure,non-work
1794,14198,30114996,HOME_OWN,9.0,1.0,Never,5,4,1,3.0,4.0,2.0,3.0,1.0,1,10,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,30 - 40,5,0.5,>15 miles,>30
1795,14202,30115029,HOME_OWN,5.0,4.0,Never,5,5,5,2.0,2.0,4.0,5.0,5.0,2,3,1.0,0.0,0.0,9,2,1,1,23,Daily,1.0,0,1,0,1,1,>60,4,non-work,Not Sure,non-work
1796,14205,30115042,HOME_OWN,10.0,4.0,Rarely,5,5,4,4.0,4.0,4.0,4.0,4.0,1,7,1.0,0.0,1.0,2,1,1,2,21,Daily,1.0,1,1,0,2,1,<=30,4,1,5-10 miles,10 - 20
1797,14208,30115104,HOME_OWN,11.0,1.0,Never,2,4,2,5.0,3.0,4.0,5.0,3.0,1,17,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,50 - 60,5,1,<=5 miles,10 - 20
1798,14214,30115138,HOME_OWN,6.0,2.0,Rarely,5,5,5,3.0,4.0,5.0,5.0,5.0,1,4,1.0,0.0,0.0,10,2,4,6,24,Rarely,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1799,14215,30115144,HOME_RENT,6.0,1.0,Never,4,1,1,3.0,2.0,2.0,5.0,1.0,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,1,1,5,21,Daily,0.3333333333333333,<0.5,<0.5,<0.5,>2,1,<=30,3,<0.5,5-10 miles,>30
1800,14216,30115155,HOME_OWN,10.0,1.0,Rarely,4,5,4,3.0,2.0,4.0,4.0,4.0,1,13,0.5,0.0,0.5,6,1,1,5,21,Daily,0.75,>0.5,>0.5,0,>2,1,30 - 40,5,0.5,>15 miles,20 - 30
1801,14228,30115203,HOME_OWN,5.0,5.0,Never,5,5,5,2.0,2.0,2.0,2.0,3.0,2,2,1.0,0.0,0.5,10,2,4,6,24,Daily,1.0,>0.5,1,0,2,1,>60,3,0.5,>15 miles,>30
1802,14236,30115270,HOME_RENT,4.0,2.0,Never,5,5,5,1.0,2.0,3.0,4.0,4.0,1,9,1.0,0.0,0.0,10,2,2,6,24,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
1803,14239,30115307,HOME_OWN,5.0,2.0,Rarely,4,4,4,2.0,2.0,4.0,4.0,4.0,1,2,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,40 - 50,3,0,<=5 miles,<=10
1804,14240,30115332,HOME_OWN,5.0,5.0,Never,5,5,5,2.0,2.0,5.0,5.0,5.0,1,12,1.0,0.0,0.0,10,2,4,6,23,Daily,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1805,14262,30115554,HOME_OWN,,3.0,Never,4,4,4,1.0,1.0,4.0,4.0,4.0,1,8,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,>60,4,0.5,10 - 15 miles,10 - 20
1806,14266,30115588,HOME_OWN,11.0,3.0,Never,5,5,5,5.0,5.0,5.0,5.0,5.0,1,34,0.4,0.0,0.4,6,2,1,3,22,Daily,0.4,<0.5,<0.5,0,>2,1,<=30,5,<0.5,<=5 miles,<=10
1807,14267,30115594,HOME_OWN,3.0,4.0,Never,4,-9,5,5.0,5.0,5.0,5.0,5.0,1,0,1.0,0.0,0.0,10,2,4,6,23,Daily,0.5,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1808,14269,30115605,HOME_OWN,6.0,5.0,Never,5,5,5,2.0,2.0,4.0,5.0,5.0,1,12,1.0,0.0,0.0,10,2,1,2,23,Daily,1.0,0,1,0,2,1,>60,1,non-work,Not Sure,non-work
1809,14271,30115611,HOME_OWN,7.0,3.0,Rarely,5,5,5,3.0,2.0,5.0,5.0,5.0,1,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,2,1,2,23,Daily,0.6666666666666666,<0.5,>0.5,<0.5,>2,1,<=30,5,<0.5,>15 miles,>30
1810,14289,30115746,HOME_OWN,,3.0,,-9,-9,-9,3.0,3.0,,,,1,6,1.0,0.0,0.0,10,2,1,1,23,Daily,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1811,14291,30115753,HOME_RENT,8.0,2.0,Never,5,5,5,5.0,5.0,4.0,5.0,5.0,2,10,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1,<=30,4,1,<=5 miles,<=10
1812,14294,30115812,HOME_OWN,9.0,1.0,Never,2,4,4,4.0,3.0,3.0,3.0,3.0,1,9,0.75,0.0,0.75,6,1,1,5,21,Daily,0.75,>0.5,>0.5,0,>2,1,30 - 40,5,>0.5,<=5 miles,>30
1813,14297,30115835,HOME_OWN,9.0,1.0,Never,3,2,4,3.0,3.0,3.0,5.0,3.0,1,8,1.0,0.0,0.0,10,1,1,5,21,Daily,0.5,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
1814,14302,30115869,HOME_OWN,7.0,1.0,Never,2,1,1,5.0,1.0,2.0,5.0,1.0,2,0,1.0,0.0,0.0,1,1,1,5,21,Daily,1.0,0,1,0,1,0,40 - 50,5,non-work,Not Sure,non-work
1815,14336,30116213,HOME_OWN,6.0,4.0,Never,5,5,5,2.0,2.0,3.0,3.0,3.0,1,13,1.0,0.0,0.6666666666666666,2,2,1,1,23,Daily,0.6666666666666666,>0.5,1,0,>2,1,40 - 50,3,>0.5,10 - 15 miles,20 - 30
1816,14346,30116307,HOME_OWN,3.0,5.0,Never,5,5,5,4.0,3.0,5.0,5.0,5.0,2,6,1.0,0.0,0.0,9,2,4,6,24,Daily,1.0,0,1,0,1,1,>60,5,non-work,Not Sure,non-work
1817,14347,30116313,HOME_OWN,7.0,3.0,,-9,-9,4,4.0,3.0,5.0,5.0,5.0,1,9,1.0,0.0,0.0,10,1,1,2,21,Daily,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
1818,14356,30116425,HOME_RENT,3.0,2.0,Never,5,2,5,4.0,4.0,3.0,3.0,5.0,2,2,1.0,0.0,0.0,9,1,1,5,21,Rarely,0.0,0,1,0,1,0,>60,3,non-work,Not Sure,non-work
1819,14357,30116448,HOME_RENT,4.0,3.0,Never,5,5,5,2.0,3.0,4.0,4.0,4.0,1,14,0.4,0.2,0.4,4,2,1,1,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1,<=30,3,<0.5,<=5 miles,<=10
1820,14360,30116484,HOME_OWN,5.0,2.0,Rarely,5,5,5,2.0,3.0,2.0,2.0,3.0,2,2,1.0,0.0,1.0,1,2,4,6,23,Rarely,1.0,1,1,0,1,1,>60,5,0,Not Sure,non-work
1821,14388,30116719,HOME_RENT,4.0,3.0,Never,2,5,5,3.0,2.0,2.0,3.0,3.0,2,0,1.0,0.0,0.0,1,2,1,1,23,Daily,0.0,0,1,0,1,0,40 - 50,3,non-work,Not Sure,non-work
1822,14390,30116728,HOME_RENT,5.0,4.0,Rarely,5,5,5,1.0,2.0,5.0,5.0,5.0,2,3,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1,<=30,5,1,<=5 miles,<=10
1823,14394,30116772,HOME_OWN,8.0,3.0,Never,5,5,5,4.0,3.0,5.0,5.0,5.0,1,10,1.0,0.0,0.0,10,2,1,1,23,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
1824,14396,30116774,HOME_OWN,,5.0,Never,5,5,5,4.0,4.0,5.0,5.0,5.0,1,12,1.0,0.0,0.0,10,1,1,5,21,Daily,0.5,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
1825,14405,30116887,HOME_OWN,11.0,4.0,Rarely,4,5,5,2.0,3.0,4.0,4.0,4.0,1,10,0.6666666666666666,0.0,0.6666666666666666,6,2,4,6,22,Daily,0.6666666666666666,>0.5,>0.5,0,>2,1,30 - 40,5,>0.5,>15 miles,>30
1826,14412,30116949,HOME_OWN,7.0,4.0,Rarely,5,5,5,2.0,2.0,4.0,3.0,4.0,1,8,1.0,0.0,0.5,2,2,1,1,23,Daily,1.0,>0.5,1,0,2,1,50 - 60,2,0.5,5-10 miles,<=10
1827,14413,30116959,HOME_OWN,11.0,1.0,Never,2,3,2,3.0,3.0,2.0,3.0,1.0,1,4,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,0,>60,5,0.5,<=5 miles,<=10
1828,14416,30117009,HOME_RENT,7.0,3.0,Never,4,5,5,3.0,4.0,3.0,5.0,5.0,1,4,0.5,0.0,0.5,6,2,4,6,23,Daily,0.5,>0.5,>0.5,0,>2,1,<=30,4,0.5,5-10 miles,10 - 20
1829,14429,30117119,HOME_OWN,8.0,1.0,Rarely,5,5,5,1.0,5.0,4.0,4.0,5.0,1,17,0.75,0.0,0.5,6,2,2,6,22,Daily,0.75,>0.5,>0.5,0,>2,1,30 - 40,5,<0.5,>15 miles,>30
1830,14435,30117145,HOME_OWN,6.0,2.0,Rarely,2,4,5,3.0,3.0,4.0,4.0,4.0,1,13,1.0,0.0,0.5,10,2,1,2,23,Rarely,1.0,>0.5,1,0,2,1,50 - 60,5,0.5,>15 miles,20 - 30
1831,14437,30117168,HOME_OWN,8.0,4.0,Never,4,5,5,4.0,4.0,5.0,5.0,5.0,1,14,1.0,0.0,0.0,10,2,1,2,23,Daily,1.0,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
1832,14439,30117171,HOME_RENT,9.0,3.0,Rarely,4,5,3,3.0,2.0,4.0,2.0,2.0,2,3,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1,40 - 50,5,1,>15 miles,10 - 20
1833,14442,30117224,HOME_OWN,6.0,1.0,Rarely,5,4,4,3.0,3.0,3.0,3.0,3.0,1,12,1.0,0.0,1.0,10,1,2,6,21,Rarely,1.0,1,1,0,2,1,>60,3,0,5-10 miles,<=10
1834,14445,30117252,HOME_OWN,6.0,1.0,Rarely,4,5,1,1.0,2.0,1.0,3.0,2.0,1,9,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,50 - 60,4,1,>15 miles,>30
1835,14449,30117281,HOME_OWN,3.0,1.0,Never,5,5,4,1.0,2.0,1.0,5.0,5.0,2,7,1.0,0.0,1.0,9,1,1,2,21,Daily,1.0,1,1,0,1,1,>60,2,0,<=5 miles,<=10
1836,14466,30117407,HOME_OWN,4.0,4.0,Never,5,5,5,1.0,2.0,4.0,5.0,5.0,2,3,1.0,0.0,0.0,9,2,2,6,24,Rarely,1.0,0,1,0,1,1,>60,4,non-work,Not Sure,non-work
1837,14482,30117564,HOME_OWN,11.0,1.0,Never,5,3,4,3.0,2.0,4.0,4.0,2.0,1,10,0.4,0.2,0.6,4,1,1,5,21,Daily,0.6,>0.5,<0.5,<0.5,>2,1,<=30,4,<0.5,>15 miles,>30
1838,14487,30117588,HOME_OWN,9.0,5.0,Never,5,5,5,3.0,2.0,5.0,5.0,5.0,2,4,1.0,0.0,1.0,1,1,4,6,21,Rarely,1.0,1,1,0,1,1,50 - 60,2,1,>15 miles,20 - 30
1839,14495,30117671,HOME_OWN,7.0,1.0,Never,5,4,4,5.0,4.0,3.0,3.0,3.0,1,2,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
1840,14500,30117713,,8.0,1.0,Never,5,5,5,3.0,3.0,4.0,4.0,4.0,2,1,1.0,0.0,0.0,9,1,1,5,21,Never,1.0,0,1,0,1,1,>60,5,non-work,Not Sure,non-work
1841,14501,30117717,HOME_RENT,1.0,5.0,Never,5,5,5,5.0,2.0,5.0,5.0,5.0,2,0,1.0,0.0,0.0,9,2,4,6,23,Never,0.0,0,1,0,1,0,>60,4,non-work,Not Sure,non-work
1842,14509,30117784,HOME_OWN,4.0,5.0,Never,5,5,5,1.0,1.0,4.0,4.0,4.0,1,4,1.0,0.0,0.0,10,2,1,3,22,Rarely,1.0,0,1,0,2,1,50 - 60,2,non-work,Not Sure,non-work
1843,14518,30117838,HOME_OWN,5.0,4.0,Never,5,5,5,3.0,3.0,4.0,4.0,4.0,2,2,1.0,0.0,1.0,1,2,1,3,22,Daily,1.0,1,1,0,1,1,>60,3,1,<=5 miles,<=10
1844,14525,30117908,HOME_OWN,10.0,2.0,Never,3,4,4,4.0,3.0,5.0,5.0,5.0,1,7,1.0,0.0,1.0,2,2,1,3,23,Daily,1.0,1,1,0,2,1,30 - 40,4,1,<=5 miles,10 - 20
1845,14534,30118006,HOME_OWN,3.0,1.0,Never,5,5,5,3.0,4.0,5.0,5.0,5.0,2,3,1.0,0.0,0.0,9,2,1,3,23,Daily,1.0,0,1,0,1,1,>60,3,non-work,Not Sure,non-work
1846,14536,30118018,HOME_OWN,10.0,2.0,Rarely,4,5,1,2.0,2.0,3.0,3.0,2.0,1,8,0.4,0.4,0.4,4,1,4,6,21,Daily,0.4,<0.5,<0.5,<0.5,>2,1,<=30,5,<0.5,>15 miles,>30
1847,14546,30118058,HOME_RENT,1.0,2.0,Never,-9,2,-9,3.0,4.0,3.0,4.0,3.0,1,12,0.4,0.4,0.0,4,2,4,6,23,Daily,0.4,0,<0.5,<0.5,>2,1,<=30,4,non-work,Not Sure,non-work
1848,14548,30118077,HOME_OWN,6.0,4.0,Never,5,5,5,3.0,3.0,5.0,5.0,3.0,2,7,1.0,0.0,0.0,9,2,1,3,22,Daily,1.0,0,1,0,1,1,>60,5,non-work,Not Sure,non-work
1849,14554,30118104,HOME_OWN,4.0,5.0,Never,5,5,5,2.0,3.0,4.0,4.0,2.0,2,2,1.0,0.0,0.0,1,2,1,3,23,Daily,1.0,0,1,0,1,1,50 - 60,5,non-work,Not Sure,non-work
1850,14570,30118228,HOME_OWN,11.0,5.0,Never,4,5,4,5.0,4.0,5.0,5.0,3.0,1,4,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1,50 - 60,5,1,>15 miles,>30
1851,14572,30118265,HOME_OWN,11.0,3.0,Never,4,4,4,5.0,3.0,5.0,5.0,5.0,1,5,1.0,0.0,1.0,2,1,4,6,21,Daily,1.0,1,1,0,2,1,>60,5,1,5-10 miles,10 - 20
1852,14587,30118396,HOME_OWN,7.0,1.0,Daily,4,4,4,4.0,4.0,4.0,4.0,4.0,1,6,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,>60,4,0,Not Sure,non-work
