,Unnamed: 0,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
7805,59198,30480826,HOME_RENT,5.0,1.0,Never,4,1,1,3.0,1.0,1.0,5.0,1.0,2,7,1.0,0.0,1.0,1,1,1,5,21,Daily,0.0,1,1,0,1,0,50 - 60,2,1,5-10 miles,<=10
7806,59199,30480829,HOME_RENT,1.0,1.0,Never,5,2,5,1.0,4.0,1.0,4.0,1.0,2,0,1.0,0.0,0.0,1,2,1,3,22,Daily,0.0,0,1,0,1,0,40 - 50,1,non-work,Not Sure,non-work
7807,59200,30480833,HOME_OWN,11.0,3.0,Never,4,5,4,5.0,5.0,5.0,5.0,5.0,1,15,0.5,0.0,0.5,6,1,1,5,21,Daily,0.5,>0.5,>0.5,0,>2,1,<=30,5,0.5,10 - 15 miles,20 - 30
7808,59213,30480943,HOME_OWN,11.0,1.0,Rarely,4,5,3,5.0,5.0,2.0,2.0,4.0,2,6,1.0,0.0,0.0,9,1,1,5,21,Daily,1.0,0,1,0,1,1,50 - 60,5,non-work,Not Sure,non-work
7809,59216,30480985,HOME_OWN,7.0,5.0,Never,5,5,5,2.0,2.0,5.0,5.0,5.0,1,17,1.0,0.0,0.3333333333333333,10,2,4,6,24,Rarely,0.6666666666666666,<0.5,1,0,>2,1,50 - 60,3,<0.5,5-10 miles,<=10
7810,59239,30481138,HOME_RENT,7.0,2.0,Never,5,5,5,4.0,4.0,3.0,3.0,3.0,1,6,1.0,0.0,1.0,2,2,1,2,23,Daily,1.0,1,1,0,2,1,30 - 40,3,1,<=5 miles,10 - 20
7811,59252,30481236,HOME_OWN,5.0,2.0,Rarely,5,5,5,2.0,2.0,3.0,3.0,3.0,1,16,1.0,0.0,0.5,10,2,4,6,24,Daily,1.0,>0.5,1,0,>2,1,40 - 50,4,0.5,>15 miles,>30
7812,59258,30481279,HOME_OWN,8.0,3.0,Rarely,4,4,4,4.0,3.0,5.0,5.0,5.0,1,8,1.0,0.0,1.0,2,1,1,2,21,Daily,1.0,1,1,0,2,1,>60,5,0.5,10 - 15 miles,10 - 20
7813,59264,30481318,HOME_OWN,6.0,4.0,Never,5,5,5,2.0,3.0,5.0,5.0,4.0,1,5,1.0,0.0,0.0,10,2,2,6,22,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
7814,59271,30481347,HOME_RENT,1.0,1.0,Never,4,3,1,3.0,3.0,2.0,3.0,3.0,1,14,0.5,0.0,0.75,5,1,1,5,21,Daily,0.0,>0.5,>0.5,0,>2,0,<=30,2,0,5-10 miles,20 - 30
7815,59285,30481453,HOME_RENT,4.0,4.0,Rarely,3,4,5,4.0,3.0,4.0,4.0,3.0,1,0,1.0,0.0,0.5,2,2,1,1,23,Daily,1.0,>0.5,1,0,2,1,50 - 60,4,0.5,10 - 15 miles,10 - 20
7816,59287,30481493,HOME_OWN,6.0,3.0,Never,4,4,4,2.0,2.0,4.0,5.0,4.0,1,2,1.0,0.0,0.5,10,2,4,6,24,Daily,1.0,>0.5,1,0,2,1,>60,5,0,>15 miles,20 - 30
7817,59290,30481507,HOME_OWN,3.0,1.0,,4,4,4,3.0,4.0,3.0,3.0,3.0,1,21,0.5,0.0,0.5,6,2,1,1,23,Rarely,0.5,>0.5,>0.5,0,>2,1,30 - 40,4,<0.5,<=5 miles,<=10
7818,59295,30481548,HOME_OWN,7.0,3.0,Rarely,5,4,4,4.0,4.0,4.0,4.0,4.0,1,14,1.0,0.0,0.0,2,2,4,6,24,Daily,1.0,0,1,0,2,1,50 - 60,5,non-work,Not Sure,non-work
7819,59299,30481592,HOME_OWN,5.0,5.0,Never,5,5,5,5.0,5.0,5.0,5.0,5.0,1,2,1.0,0.0,0.5,2,2,4,6,23,Daily,1.0,>0.5,1,0,2,1,<=30,3,0.5,5-10 miles,<=10
7820,59320,30481750,HOME_OWN,7.0,1.0,Rarely,5,4,5,3.0,2.0,4.0,5.0,4.0,1,4,1.0,0.0,0.5,10,2,1,1,23,Daily,1.0,>0.5,1,0,2,1,>60,4,0,>15 miles,10 - 20
7821,59321,30481752,HOME_OWN,7.0,2.0,Never,5,5,5,2.0,3.0,4.0,4.0,4.0,1,10,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1,50 - 60,3,1,<=5 miles,>30
7822,59327,30481858,HOME_OWN,7.0,1.0,Never,5,1,1,4.0,4.0,5.0,5.0,1.0,2,5,1.0,0.0,1.0,1,1,1,5,21,Daily,1.0,1,1,0,1,1,>60,3,0,10 - 15 miles,>30
7823,59343,30481999,HOME_OWN,7.0,1.0,Never,4,5,4,3.0,3.0,4.0,5.0,2.0,1,3,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
7824,59350,30482031,HOME_RENT,5.0,,,-9,-9,-9,4.0,3.0,5.0,5.0,5.0,1,9,0.5,0.0,0.5,5,2,2,6,24,Daily,0.5,>0.5,>0.5,0,2,1,30 - 40,2,0.5,<=5 miles,<=10
7825,59351,30482037,HOME_RENT,1.0,5.0,Never,3,5,5,2.0,2.0,3.0,2.0,3.0,2,0,1.0,0.0,0.0,1,2,4,6,24,Daily,1.0,0,1,0,1,0,50 - 60,1,non-work,Not Sure,non-work
7826,59352,30482046,HOME_OWN,8.0,,,-9,-9,-9,5.0,5.0,5.0,5.0,5.0,1,2,1.0,0.0,0.5,2,2,4,6,23,Daily,1.0,>0.5,1,0,2,1,30 - 40,5,0.5,>15 miles,>30
7827,59354,30482083,HOME_OWN,11.0,4.0,Rarely,5,5,4,5.0,2.0,5.0,5.0,5.0,1,10,1.0,0.0,0.5,2,1,1,5,21,Rarely,1.0,>0.5,1,0,2,1,>60,5,0,10 - 15 miles,10 - 20
7828,59365,30482183,HOME_RENT,6.0,2.0,Never,3,2,2,3.0,3.0,4.0,3.0,4.0,2,3,1.0,0.0,1.0,1,1,1,5,21,Rarely,0.0,1,1,0,1,0,>60,2,1,>15 miles,>30
7829,59366,30482190,HOME_OWN,8.0,3.0,Never,5,5,5,2.0,,,,,1,8,1.0,0.0,0.0,10,1,2,6,21,Daily,0.5,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
7830,59368,30482212,HOME_RENT,1.0,2.0,Never,3,3,5,2.0,1.0,3.0,5.0,5.0,2,4,1.0,0.0,0.0,9,2,1,1,23,Daily,0.0,0,1,0,1,0,50 - 60,2,non-work,Not Sure,non-work
7831,59369,30482217,HOME_OWN,3.0,5.0,Never,5,5,5,1.0,1.0,4.0,4.0,4.0,2,0,1.0,0.0,0.0,9,2,2,6,23,Daily,1.0,0,1,0,1,1,>60,2,non-work,Not Sure,non-work
7832,59371,30482251,HOME_RENT,2.0,2.0,Never,5,5,5,1.0,4.0,2.0,5.0,5.0,1,12,0.5,0.0,0.5,5,1,1,5,21,Daily,0.5,>0.5,>0.5,0,2,1,<=30,3,0,10 - 15 miles,>30
7833,59375,30482277,HOME_OWN,7.0,3.0,Never,4,4,5,2.0,3.0,4.0,4.0,2.0,1,18,0.2857142857142857,0.4285714285714285,0.2857142857142857,4,1,1,2,21,Rarely,0.1428571428571428,<0.5,<0.5,<0.5,>2,1,<=30,2,<0.5,<=5 miles,10 - 20
7834,59383,30482352,HOME_OWN,11.0,2.0,Rarely,5,5,5,2.0,4.0,4.0,4.0,3.0,1,8,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,3,23,Daily,0.6666666666666666,>0.5,>0.5,<0.5,>2,1,30 - 40,5,>0.5,5-10 miles,10 - 20
7835,59388,30482380,HOME_OWN,6.0,,,-9,-9,-9,5.0,5.0,4.0,5.0,5.0,1,7,1.0,0.0,0.0,10,2,1,2,23,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
7836,59439,30482804,HOME_RENT,1.0,1.0,Never,4,2,1,3.0,4.0,2.0,5.0,2.0,2,6,1.0,0.0,0.0,9,1,1,5,21,Rarely,0.0,0,1,0,1,0,>60,5,non-work,Not Sure,non-work
7837,59450,30482912,HOME_OWN,2.0,3.0,Never,5,5,5,1.0,1.0,3.0,3.0,3.0,1,12,0.4,0.4,0.2,4,2,4,6,24,Daily,0.4,<0.5,<0.5,<0.5,>2,1,<=30,2,0,10 - 15 miles,20 - 30
7838,59483,30483143,HOME_OWN,8.0,2.0,Rarely,3,5,2,3.0,2.0,1.0,4.0,1.0,2,4,1.0,0.0,1.0,1,1,1,2,21,Daily,1.0,1,1,0,1,1,30 - 40,4,1,>15 miles,10 - 20
7839,59496,30483237,HOME_OWN,8.0,2.0,Never,5,5,4,2.0,3.0,1.0,3.0,2.0,1,23,0.4285714285714285,0.0,0.1428571428571428,6,1,1,5,21,Daily,0.4285714285714285,<0.5,<0.5,0,>2,1,<=30,4,<0.5,>15 miles,>30
7840,59497,30483238,HOME_OWN,4.0,1.0,,-9,-9,-9,4.0,,,,,2,6,1.0,0.0,1.0,1,2,4,6,24,Daily,1.0,1,1,0,1,1,>60,3,1,<=5 miles,<=10
7841,59499,30483244,HOME_RENT,2.0,5.0,Never,5,5,5,3.0,3.0,4.0,4.0,4.0,2,6,1.0,0.0,1.0,1,2,2,6,23,Never,1.0,1,1,0,1,1,>60,3,1,<=5 miles,<=10
7842,59501,30483246,HOME_OWN,9.0,1.0,Rarely,4,4,1,4.0,3.0,1.0,1.0,1.0,1,10,1.0,0.0,0.5,2,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,30 - 40,4,0.5,5-10 miles,>30
7843,59508,30483299,HOME_OWN,5.0,1.0,Never,4,5,5,1.0,2.0,4.0,5.0,5.0,1,16,1.0,0.0,0.5,10,2,2,6,23,Daily,1.0,>0.5,1,0,2,1,>60,3,0,<=5 miles,<=10
7844,59515,30483328,HOME_RENT,5.0,1.0,Rarely,2,2,4,2.0,2.0,2.0,3.0,2.0,2,2,1.0,0.0,0.0,1,2,1,1,23,Daily,1.0,0,1,0,1,0,<=30,4,non-work,Not Sure,non-work
7845,59517,30483353,HOME_OWN,3.0,3.0,Never,5,5,5,2.0,3.0,5.0,5.0,5.0,1,8,1.0,0.0,0.0,10,2,4,6,23,Never,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
7846,59521,30483384,HOME_OWN,9.0,,,-9,-9,4,3.0,3.0,4.0,4.0,3.0,1,6,0.5,0.25,0.5,4,1,1,1,21,Daily,0.5,>0.5,>0.5,<0.5,>2,1,<=30,5,<0.5,>15 miles,>30
7847,59526,30483407,HOME_OWN,8.0,2.0,Never,4,1,1,3.0,1.0,3.0,5.0,4.0,2,4,1.0,0.0,1.0,1,1,1,5,21,Daily,0.0,1,1,0,1,0,>60,3,1,>15 miles,>30
7848,59530,30483477,HOME_OWN,11.0,2.0,Rarely,5,5,4,2.0,2.0,4.0,4.0,4.0,1,9,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
7849,59532,30483490,HOME_OWN,1.0,1.0,Never,3,5,2,5.0,5.0,5.0,5.0,2.0,1,0,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,>60,5,0,<=5 miles,>30
7850,59533,30483494,HOME_RENT,6.0,5.0,Never,5,5,5,4.0,2.0,5.0,5.0,5.0,1,10,0.4,0.4,0.2,4,2,1,1,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1,<=30,3,<0.5,>15 miles,>30
7851,59536,30483520,HOME_OWN,6.0,5.0,Never,5,5,5,5.0,4.0,5.0,5.0,5.0,1,7,1.0,0.0,0.5,10,2,1,1,23,Never,1.0,>0.5,1,0,2,1,>60,2,0,5-10 miles,10 - 20
7852,59541,30483590,HOME_RENT,1.0,1.0,Never,3,3,5,,2.0,1.0,3.0,2.0,2,5,1.0,0.0,1.0,1,2,1,1,23,Daily,0.0,1,1,0,1,0,50 - 60,3,0,<=5 miles,10 - 20
7853,59552,30483814,HOME_OWN,5.0,2.0,Never,5,-9,5,3.0,3.0,3.0,,,1,0,1.0,0.0,0.0,10,2,1,1,23,Daily,0.5,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
7854,59557,30483840,HOME_OWN,7.0,1.0,,-9,-9,-9,4.0,4.0,4.0,4.0,4.0,1,7,1.0,0.0,0.5,10,1,1,2,21,Daily,1.0,>0.5,1,0,2,1,>60,5,non-work,Not Sure,non-work
7855,59560,30483875,HOME_OWN,7.0,2.0,Rarely,5,5,4,4.0,4.0,4.0,4.0,4.0,1,12,0.6666666666666666,0.0,0.6666666666666666,7,2,1,3,22,Daily,0.6666666666666666,>0.5,>0.5,0,>2,1,<=30,4,<0.5,5-10 miles,10 - 20
7856,59567,30483918,HOME_OWN,6.0,5.0,Never,4,5,5,2.0,4.0,4.0,4.0,3.0,1,5,1.0,0.0,1.0,2,2,1,3,22,Daily,1.0,1,1,0,2,1,30 - 40,5,1,>15 miles,10 - 20
7857,59571,30483981,HOME_OWN,7.0,,,-9,-9,-9,2.0,2.0,4.0,4.0,4.0,1,0,0.6666666666666666,0.0,0.6666666666666666,8,2,4,6,24,Daily,1.0,>0.5,>0.5,0,>2,1,30 - 40,3,>0.5,>15 miles,10 - 20
7858,59582,30484072,HOME_OWN,7.0,1.0,Never,4,5,4,2.0,4.0,3.0,5.0,4.0,1,9,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1,>60,3,0.5,5-10 miles,20 - 30
7859,59592,30484146,HOME_OWN,3.0,5.0,Never,5,5,5,1.0,3.0,3.0,3.0,3.0,1,5,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,2,1,50 - 60,4,0,>15 miles,10 - 20
7860,59601,30484200,HOME_RENT,,1.0,Never,5,3,5,3.0,2.0,3.0,5.0,4.0,1,0,1.0,0.0,0.0,10,2,1,1,23,Daily,1.0,0,1,0,2,1,>60,5,non-work,Not Sure,non-work
7861,59610,30484306,HOME_OWN,4.0,5.0,Never,5,5,5,1.0,2.0,5.0,5.0,5.0,1,11,1.0,0.0,0.0,10,2,4,6,24,Rarely,1.0,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
7862,59614,30484332,HOME_OWN,11.0,2.0,Never,4,4,4,4.0,4.0,4.0,4.0,4.0,1,4,0.3333333333333333,0.0,0.3333333333333333,5,2,1,1,23,Daily,0.3333333333333333,<0.5,<0.5,0,>2,1,<=30,5,<0.5,<=5 miles,<=10
7863,59617,30484343,HOME_OWN,7.0,4.0,Never,5,4,5,4.0,4.0,4.0,4.0,4.0,1,9,1.0,0.0,0.0,10,2,1,3,23,Daily,0.5,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
7864,59626,30484425,HOME_OWN,6.0,5.0,Never,5,5,5,3.0,2.0,4.0,4.0,4.0,1,4,1.0,0.0,0.0,10,1,1,2,21,Rarely,1.0,0,1,0,2,1,>60,3,non-work,Not Sure,non-work
7865,59631,30484476,HOME_OWN,5.0,4.0,Never,5,5,5,2.0,3.0,5.0,5.0,5.0,2,8,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1,40 - 50,3,1,<=5 miles,10 - 20
7866,59637,30484512,HOME_OWN,7.0,3.0,Never,4,5,4,2.0,2.0,3.0,3.0,2.0,1,0,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1,>60,5,1,Not Sure,non-work
7867,59644,30484573,HOME_OWN,11.0,2.0,Rarely,4,4,3,5.0,4.0,3.0,3.0,4.0,1,27,0.6666666666666666,0.0,0.3333333333333333,6,1,1,5,21,Daily,0.6666666666666666,<0.5,>0.5,0,>2,1,40 - 50,5,<0.5,<=5 miles,<=10
7868,59665,30484800,HOME_OWN,9.0,3.0,Rarely,5,5,5,2.0,3.0,3.0,3.0,3.0,2,3,1.0,0.0,1.0,1,1,2,6,21,Daily,1.0,1,1,0,1,1,30 - 40,3,1,10 - 15 miles,20 - 30
7869,59676,30484857,HOME_OWN,5.0,5.0,Never,5,5,5,5.0,5.0,5.0,5.0,5.0,2,3,1.0,0.0,0.0,9,2,1,1,23,Rarely,1.0,0,1,0,1,1,>60,4,non-work,Not Sure,non-work
7870,59679,30484876,HOME_RENT,,1.0,,-9,1,1,1.0,1.0,,,1.0,2,3,1.0,0.0,0.0,9,1,1,5,21,Daily,0.0,0,1,0,1,0,>60,2,non-work,Not Sure,non-work
7871,59695,30484997,HOME_RENT,5.0,3.0,Never,5,5,5,2.0,3.0,4.0,4.0,4.0,2,10,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1,30 - 40,3,non-work,Not Sure,non-work
7872,59696,30485011,HOME_OWN,3.0,5.0,Never,5,5,5,1.0,1.0,5.0,5.0,5.0,2,6,1.0,0.0,0.0,1,2,4,6,24,Daily,1.0,0,1,0,1,1,>60,3,non-work,Not Sure,non-work
7873,59697,30485019,HOME_OWN,4.0,,,-9,-9,-9,2.0,2.0,5.0,5.0,5.0,2,2,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1,>60,3,1,10 - 15 miles,20 - 30
7874,59699,30485031,HOME_RENT,1.0,2.0,Rarely,4,5,5,2.0,3.0,2.0,2.0,3.0,2,1,1.0,0.0,0.0,1,2,2,6,22,Daily,1.0,0,1,0,1,1,<=30,3,non-work,Not Sure,non-work
7875,59702,30485071,HOME_OWN,7.0,4.0,Rarely,5,5,4,4.0,3.0,3.0,3.0,3.0,1,12,1.0,0.0,0.3333333333333333,10,2,1,3,23,Daily,0.6666666666666666,<0.5,1,0,>2,1,50 - 60,5,0,5-10 miles,20 - 30
7876,59710,30485128,HOME_OWN,5.0,3.0,Never,5,5,4,3.0,3.0,5.0,5.0,5.0,2,5,1.0,0.0,0.0,9,2,4,6,24,Never,1.0,0,1,0,1,1,>60,4,non-work,Not Sure,non-work
7877,59718,30485158,HOME_OWN,7.0,4.0,Rarely,5,5,5,2.0,3.0,5.0,5.0,5.0,1,13,1.0,0.0,0.3333333333333333,10,2,1,2,23,Daily,1.0,<0.5,1,0,>2,1,50 - 60,5,0,5-10 miles,10 - 20
7878,59731,30485272,HOME_OWN,2.0,4.0,Never,4,5,5,4.0,1.0,4.0,5.0,4.0,1,5,1.0,0.0,0.5,10,2,1,2,23,Rarely,0.5,>0.5,1,0,2,1,>60,5,0.5,>15 miles,20 - 30
7879,59736,30485302,HOME_OWN,5.0,1.0,Rarely,4,3,1,2.0,2.0,1.0,3.0,2.0,1,2,1.0,0.0,0.6666666666666666,10,1,1,5,21,Daily,0.3333333333333333,>0.5,1,0,>2,1,50 - 60,4,<0.5,10 - 15 miles,>30
7880,59746,30485415,HOME_OWN,7.0,4.0,Never,3,3,4,2.0,3.0,4.0,4.0,4.0,2,3,1.0,0.0,1.0,1,2,1,2,23,Daily,1.0,1,1,0,1,1,40 - 50,5,1,5-10 miles,20 - 30
7881,59747,30485425,HOME_OWN,4.0,4.0,Rarely,5,5,5,4.0,3.0,4.0,4.0,4.0,1,10,1.0,0.0,0.0,10,2,1,1,23,Never,1.0,0,1,0,2,1,>60,2,non-work,Not Sure,non-work
7882,59748,30485426,HOME_RENT,3.0,1.0,Rarely,4,2,1,2.0,2.0,2.0,2.0,2.0,1,6,1.0,0.0,1.0,2,1,1,5,21,Daily,0.5,1,1,0,2,1,30 - 40,4,0.5,10 - 15 miles,>30
7883,59756,30485467,HOME_OWN,7.0,,,-9,-9,-9,4.0,1.0,5.0,5.0,5.0,1,15,1.0,0.0,0.6666666666666666,2,2,4,6,22,Daily,1.0,>0.5,1,0,>2,1,50 - 60,4,<0.5,10 - 15 miles,20 - 30
7884,59763,30485524,HOME_RENT,7.0,5.0,Never,5,5,5,5.0,5.0,5.0,5.0,5.0,2,3,1.0,0.0,1.0,1,2,1,3,23,Daily,1.0,1,1,0,1,1,50 - 60,5,non-work,Not Sure,non-work
7885,59770,30485598,HOME_OWN,9.0,5.0,Never,4,5,4,5.0,5.0,5.0,5.0,5.0,1,5,1.0,0.0,0.75,8,1,1,5,21,Daily,1.0,>0.5,1,0,>2,1,30 - 40,4,>0.5,>15 miles,>30
7886,59774,30485627,HOME_RENT,6.0,4.0,Rarely,5,5,5,2.0,2.0,3.0,3.0,3.0,2,7,1.0,0.0,1.0,1,2,1,3,23,Daily,1.0,1,1,0,1,1,50 - 60,4,1,>15 miles,20 - 30
7887,59783,30485731,HOME_OWN,10.0,2.0,Never,5,4,4,3.0,2.0,4.0,4.0,4.0,1,10,1.0,0.0,0.6666666666666666,8,2,1,3,23,Daily,1.0,>0.5,1,0,>2,1,40 - 50,3,>0.5,<=5 miles,10 - 20
7888,59785,30485744,HOME_RENT,3.0,1.0,Never,5,1,1,5.0,1.0,1.0,5.0,1.0,1,8,1.0,0.0,0.0,7,1,1,5,21,Daily,0.5,0,1,0,2,0,30 - 40,3,non-work,Not Sure,non-work
7889,59786,30485751,HOME_OWN,6.0,,,-9,-9,-9,2.0,2.0,,,,1,7,1.0,0.0,0.0,10,2,1,1,23,Rarely,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
7890,59806,30485934,HOME_OWN,6.0,2.0,Never,5,3,3,4.0,3.0,3.0,3.0,2.0,2,3,1.0,0.0,0.0,9,1,1,5,21,Rarely,1.0,0,1,0,1,1,>60,3,non-work,Not Sure,non-work
7891,59808,30485952,HOME_OWN,9.0,4.0,Rarely,5,5,5,2.0,3.0,3.0,3.0,3.0,1,9,1.0,0.0,1.0,10,2,1,3,23,Rarely,1.0,1,1,0,2,1,>60,5,0.5,>15 miles,20 - 30
7892,59824,30486056,HOME_OWN,6.0,4.0,Never,5,5,5,1.0,2.0,3.0,3.0,3.0,1,17,1.0,0.0,1.0,10,2,4,6,23,Daily,1.0,1,1,0,>2,1,>60,4,>0.5,5-10 miles,10 - 20
7893,59825,30486074,HOME_OWN,7.0,4.0,Rarely,4,5,5,2.0,3.0,4.0,4.0,4.0,1,7,0.4,0.4,0.4,4,2,1,1,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1,<=30,2,<0.5,>15 miles,20 - 30
7894,59843,30486194,HOME_OWN,9.0,1.0,Never,5,5,5,3.0,3.0,4.0,5.0,5.0,1,12,1.0,0.0,0.0,10,2,1,1,23,Daily,1.0,0,1,0,2,1,>60,4,non-work,Not Sure,non-work
7895,59846,30486219,HOME_RENT,3.0,4.0,Never,5,5,5,1.0,2.0,4.0,5.0,5.0,1,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,2,1,1,23,Daily,0.6666666666666666,<0.5,>0.5,<0.5,>2,1,<=30,3,<0.5,10 - 15 miles,10 - 20
7896,59890,30486575,HOME_RENT,5.0,3.0,Never,5,5,5,2.0,2.0,3.0,5.0,5.0,1,5,1.0,0.0,0.5,2,2,1,3,23,Daily,1.0,>0.5,1,0,2,1,40 - 50,4,0,>15 miles,>30
7897,59892,30486580,HOME_OWN,8.0,1.0,Never,5,5,5,2.0,2.0,3.0,3.0,3.0,1,6,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,2,1,50 - 60,4,0.5,10 - 15 miles,10 - 20
7898,59894,30486588,HOME_OWN,11.0,4.0,Never,4,5,2,3.0,2.0,4.0,5.0,2.0,1,12,0.5,0.0,0.5,4,1,1,5,21,Daily,0.5,>0.5,>0.5,0,>2,1,<=30,5,0.5,>15 miles,>30
