,HOUSEID,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
15194,40604068,2,4.0,3 - 4,1,0
15195,40604077,3,6.0,>5,1,0.5
15196,40604108,2,5.0,4 - 5,non-work,non-work
15197,40604251,2,3.0,2 - 3,non-work,non-work
15198,40604367,3,7.0,>5,0,0
15199,40604472,1,3.0,2 - 3,non-work,non-work
15200,40604575,3,5.5,>5,non-work,non-work
15201,40604608,1,2.0,<=2,1,0
15202,40604674,5,3.0,2 - 3,1,0
15203,40604693,3,4.0,3 - 4,0.5,0.5
15204,40604863,2,3.0,2 - 3,non-work,non-work
15205,40605228,5,2.0,<=2,0.5,0
15206,40605267,4,1.0,<=2,non-work,non-work
15207,40605386,2,2.0,<=2,0.5,0
15208,40605551,4,1.0,<=2,non-work,non-work
15209,40605610,3,9.0,>5,non-work,non-work
15210,40605754,2,4.0,3 - 4,<0.5,<0.5
15211,40605777,4,0.0,<=2,0.5,<0.5
15212,40605796,3,7.0,>5,non-work,non-work
15213,40605983,3,3.0,2 - 3,>0.5,0
15214,40605992,3,1.0,<=2,0.5,0.5
15215,40606028,3,2.0,<=2,1,1
15216,40606372,2,1.0,<=2,1,0.5
15217,40606758,2,1.25,<=2,0.5,<0.5
15218,40606881,4,2.0,<=2,>0.5,0
15219,40606897,3,4.333333333333333,4 - 5,0,<0.5
15220,40606968,2,7.5,>5,<0.5,0
15221,40606971,1,2.5,2 - 3,0,0
15222,40607169,3,0.0,<=2,0.5,non-work
15223,40607354,4,8.5,>5,0.5,0
15224,40607404,4,3.5,3 - 4,0.5,0.5
15225,40607481,3,4.0,3 - 4,0,1
15226,40607533,4,2.0,<=2,1,1
15227,40607655,2,4.0,3 - 4,non-work,non-work
15228,40607726,3,4.666666666666667,4 - 5,<0.5,0
15229,40608020,2,0.0,<=2,non-work,non-work
15230,40608141,4,2.0,<=2,0.5,0.5
15231,40608307,2,4.0,3 - 4,1,1
15232,40608310,2,2.0,<=2,non-work,non-work
15233,40608405,1,7.0,>5,0,1
15234,40608430,2,2.0,<=2,1,0.5
15235,40608446,1,2.5,2 - 3,non-work,non-work
15236,40608683,2,1.5,<=2,0.5,0.5
15237,40608718,2,5.0,4 - 5,non-work,non-work
15238,40608764,2,5.0,4 - 5,1,0.5
15239,40608888,2,4.0,3 - 4,1,1
15240,40608919,3,0.0,<=2,non-work,non-work
15241,40608942,2,6.0,>5,1,0.5
15242,40608988,2,3.0,2 - 3,1,0
15243,40609020,4,3.0,2 - 3,non-work,non-work
15244,40609178,2,8.333333333333334,>5,1,0
15245,40609471,2,7.0,>5,0.5,0
15246,40609766,4,2.0,<=2,non-work,non-work
15247,40609798,5,0.0,<=2,0.5,<0.5
15248,40609877,3,2.3333333333333335,2 - 3,>0.5,<0.5
15249,40609896,3,0.0,<=2,non-work,non-work
15250,40609960,1,3.5,3 - 4,<0.5,<0.5
15251,40610025,2,3.0,2 - 3,non-work,non-work
15252,40610065,4,3.4,3 - 4,<0.5,<0.5
15253,40610071,1,5.0,4 - 5,0.5,0.5
15254,40610190,1,2.75,2 - 3,0.5,0
15255,40610242,2,6.25,>5,<0.5,0
15256,40610348,3,3.0,2 - 3,non-work,non-work
15257,40610442,3,5.6,>5,<0.5,<0.5
15258,40610604,2,9.0,>5,non-work,non-work
15259,40610608,3,4.0,3 - 4,non-work,non-work
15260,40610675,2,1.5,<=2,non-work,non-work
15261,40610754,4,2.5,2 - 3,0,0.5
15262,40610776,4,2.5,2 - 3,0.5,0.5
15263,40610792,3,2.75,2 - 3,0.5,<0.5
15264,40610813,3,0.0,<=2,non-work,non-work
15265,40610940,3,3.5,3 - 4,non-work,non-work
15266,40610962,2,4.0,3 - 4,1,0.5
15267,40611031,3,7.0,>5,1,0
15268,40611102,3,0.0,<=2,non-work,non-work
15269,40611154,3,6.5,>5,non-work,non-work
15270,40611292,2,7.0,>5,0.5,0.5
15271,40611324,1,7.0,>5,non-work,non-work
15272,40611421,3,3.0,2 - 3,non-work,non-work
15273,40611767,1,2.5,2 - 3,non-work,non-work
15274,40611861,2,2.0,<=2,non-work,non-work
15275,40611940,2,3.0,2 - 3,<0.5,0
15276,40611973,1,5.0,4 - 5,1,1
15277,40612042,2,0.5,<=2,<0.5,<0.5
15278,40612177,3,3.5,3 - 4,0.5,0
15279,40612468,2,2.0,<=2,<0.5,<0.5
15280,40612586,1,6.0,>5,non-work,non-work
15281,40612681,3,5.0,4 - 5,non-work,non-work
15282,40612729,1,3.0,2 - 3,<0.5,0
15283,40612736,2,2.5,2 - 3,non-work,non-work
15284,40612868,1,4.0,3 - 4,>0.5,<0.5
15285,40612944,2,0.0,<=2,non-work,non-work
15286,40613010,4,1.3333333333333333,<=2,>0.5,<0.5
15287,40613134,2,4.0,3 - 4,non-work,non-work
15288,40613202,2,3.0,2 - 3,non-work,non-work
15289,40613239,4,3.0,2 - 3,non-work,non-work
15290,40613420,2,5.5,>5,0.5,0.5
15291,40613531,2,4.0,3 - 4,1,1
15292,40613614,2,2.0,<=2,non-work,non-work
15293,40613690,4,3.4,3 - 4,<0.5,<0.5
15294,40613823,3,1.3333333333333333,<=2,<0.5,<0.5
15295,40613863,2,2.0,<=2,1,0.5
15296,40613889,2,3.0,2 - 3,<0.5,0
15297,40613963,3,8.0,>5,1,1
15298,40614029,1,2.0,<=2,1,0
15299,40614136,2,2.0,<=2,0.5,0.5
15300,40614163,3,2.0,<=2,1,1
15301,40614370,3,1.5,<=2,0.5,0.5
15302,40614410,2,6.5,>5,0.5,0.5
15303,40614514,3,0.0,<=2,0.5,0.5
15304,40614640,2,3.5,3 - 4,0.5,0.5
15305,40614662,3,2.5,2 - 3,0.5,0.5
15306,40614736,1,2.0,<=2,non-work,non-work
15307,40614839,2,8.0,>5,non-work,non-work
15308,40614848,4,0.0,<=2,>0.5,<0.5
15309,40614870,2,2.5,2 - 3,1,0.5
15310,40614996,2,6.0,>5,1,1
15311,40615136,2,2.3333333333333335,2 - 3,<0.5,<0.5
15312,40615443,1,4.0,3 - 4,1,1
15313,40615490,2,10.0,>5,non-work,non-work
15314,40615546,1,5.0,4 - 5,1,1
15315,40615874,1,7.0,>5,non-work,non-work
15316,40615879,2,1.0,<=2,1,0
15317,40615896,1,1.5,<=2,<0.5,<0.5
15318,40615900,2,6.75,>5,<0.5,0
15319,40615998,2,5.0,4 - 5,non-work,non-work
15320,40616079,2,7.0,>5,non-work,non-work
15321,40616107,2,3.0,2 - 3,1,0.5
15322,40616148,4,0.5,<=2,0.5,0
15323,40616162,1,3.5,3 - 4,0.5,0.5
15324,40616175,2,2.0,<=2,>0.5,0
15325,40616272,3,4.5,4 - 5,non-work,non-work
15326,40616282,2,0.5,<=2,0.5,<0.5
15327,40616285,3,4.0,3 - 4,0.5,0
15328,40616494,3,2.0,<=2,non-work,non-work
15329,40616556,3,7.0,>5,1,0
15330,40616627,2,9.0,>5,1,1
15331,40616650,3,0.0,<=2,non-work,non-work
15332,40616673,2,2.0,<=2,non-work,non-work
15333,40616696,3,4.666666666666667,4 - 5,non-work,non-work
15334,40616956,2,6.0,>5,1,0
15335,40617420,3,4.5,4 - 5,1,0.5
15336,40617493,4,5.0,4 - 5,non-work,non-work
15337,40617629,2,5.0,4 - 5,1,0.5
15338,40617945,2,5.0,4 - 5,non-work,non-work
15339,40618058,1,3.3333333333333335,3 - 4,0.5,<0.5
15340,40618388,3,6.0,>5,1,1
15341,40618525,2,5.0,4 - 5,non-work,non-work
15342,40618528,1,8.0,>5,0,1
15343,40618614,1,5.5,>5,0.5,0
15344,40618666,2,8.0,>5,non-work,non-work
15345,40618685,1,2.0,<=2,non-work,non-work
15346,40618741,3,2.0,<=2,non-work,non-work
15347,40618883,3,4.0,3 - 4,1,0
15348,40619133,2,0.0,<=2,non-work,non-work
15349,40619150,4,2.0,<=2,non-work,non-work
15350,40619289,3,5.0,4 - 5,non-work,non-work
15351,40619414,3,1.5,<=2,0.5,0
15352,40619446,2,3.3333333333333335,3 - 4,>0.5,<0.5
15353,40619526,4,0.0,<=2,<0.5,<0.5
15354,40619539,3,1.25,<=2,0.5,<0.5
15355,40619549,4,2.5,2 - 3,0.5,0
15356,40619602,2,4.166666666666667,4 - 5,<0.5,<0.5
15357,40619783,2,3.0,2 - 3,1,1
15358,40619964,2,6.0,>5,1,0
15359,40620094,1,5.0,4 - 5,0,0
15360,40620205,1,1.5,<=2,0,0.5
15361,40620220,1,3.0,2 - 3,<0.5,0
15362,40620823,2,4.0,3 - 4,0.5,0.5
15363,40620923,3,1.0,<=2,1,0.5
15364,40621063,4,2.0,<=2,non-work,non-work
15365,40621064,3,0.0,<=2,1,0.5
15366,40621089,2,2.0,<=2,1,0
15367,40621199,2,2.5,2 - 3,non-work,non-work
15368,40621217,2,6.0,>5,non-work,non-work
15369,40621273,3,5.5,>5,0.5,0.5
15370,40621329,3,5.0,4 - 5,non-work,non-work
15371,40621336,4,0.0,<=2,non-work,non-work
15372,40621393,2,5.0,4 - 5,non-work,non-work
15373,40621451,4,4.0,3 - 4,non-work,non-work
15374,40621460,3,2.0,<=2,non-work,non-work
15375,40621779,3,4.0,3 - 4,0.5,0.5
15376,40622146,3,2.5,2 - 3,non-work,non-work
15377,40622170,1,5.0,4 - 5,>0.5,<0.5
15378,40622241,4,0.0,<=2,non-work,non-work
15379,40622268,3,1.0,<=2,non-work,non-work
15380,40622377,2,3.0,2 - 3,non-work,non-work
15381,40622386,4,1.0,<=2,1,1
15382,40622727,3,2.0,<=2,>0.5,0
15383,40622865,2,4.0,3 - 4,non-work,non-work
15384,40622963,3,4.5,4 - 5,<0.5,<0.5
15385,40623302,2,2.0,<=2,>0.5,<0.5
15386,40623310,2,3.0,2 - 3,1,1
15387,40623403,2,8.0,>5,1,0
15388,40623416,1,5.0,4 - 5,<0.5,<0.5
15389,40623525,1,2.0,<=2,1,0
15390,40623596,1,3.0,2 - 3,1,0
15391,40623698,2,0.0,<=2,1,0
15392,40623758,1,4.5,4 - 5,1,0
15393,40623943,3,3.0,2 - 3,non-work,non-work
15394,40624201,5,0.0,<=2,non-work,non-work
15395,40624232,2,4.0,3 - 4,0.5,0
15396,40624353,1,2.0,<=2,>0.5,<0.5
15397,40624414,1,6.0,>5,non-work,non-work
15398,40624500,3,0.0,<=2,non-work,non-work
15399,40624604,4,8.0,>5,non-work,non-work
15400,40624668,2,8.5,>5,1,0.5
15401,40624734,2,2.0,<=2,1,0.5
15402,40624863,3,4.5,4 - 5,0.5,0.5
15403,40625008,4,0.0,<=2,0.5,0.5
15404,40625036,2,8.333333333333334,>5,>0.5,<0.5
15405,40625085,3,2.5,2 - 3,1,0
15406,40625252,2,3.0,2 - 3,0,0.5
15407,40625371,3,3.0,2 - 3,0.5,<0.5
15408,40625464,3,7.0,>5,<0.5,<0.5
15409,40625801,4,2.0,<=2,non-work,non-work
15410,40625830,4,2.5,2 - 3,0.5,0.5
15411,40625846,3,4.0,3 - 4,non-work,non-work
15412,40625990,2,0.0,<=2,non-work,non-work
15413,40626085,3,2.5,2 - 3,non-work,non-work
15414,40626125,2,2.5,2 - 3,0.5,<0.5
15415,40626189,3,4.0,3 - 4,non-work,non-work
15416,40626340,3,2.75,2 - 3,non-work,non-work
15417,40626443,1,4.0,3 - 4,non-work,non-work
15418,40626449,3,2.5,2 - 3,1,0.5
15419,40626505,3,1.8,<=2,<0.5,0
15420,40626727,3,2.0,<=2,non-work,non-work
15421,40626801,3,4.0,3 - 4,1,1
15422,40626856,2,7.0,>5,>0.5,<0.5
15423,40626876,2,3.0,2 - 3,non-work,non-work
15424,40626885,3,6.0,>5,non-work,non-work
15425,40626937,2,2.0,<=2,1,1
15426,40627016,3,3.5,3 - 4,<0.5,<0.5
15427,40627021,2,1.0,<=2,1,0.5
15428,40627046,2,2.0,<=2,1,0
15429,40627154,3,8.5,>5,1,0.5
15430,40627155,2,3.0,2 - 3,non-work,non-work
15431,40627160,4,3.0,2 - 3,non-work,non-work
15432,40627340,1,1.0,<=2,1,0.5
15433,40627413,2,3.0,2 - 3,1,1
15434,40627729,2,9.0,>5,1,1
15435,40627838,2,2.0,<=2,non-work,non-work
15436,40628225,2,2.3333333333333335,2 - 3,1,<0.5
15437,40628356,2,9.0,>5,non-work,non-work
15438,40628365,2,1.0,<=2,0.5,0.5
15439,40628494,3,2.3333333333333335,2 - 3,<0.5,<0.5
15440,40628615,1,2.0,<=2,1,1
15441,40629234,1,8.0,>5,1,0
15442,40629317,4,2.0,<=2,0,1
15443,40629336,1,7.0,>5,1,0
15444,40629391,4,4.0,3 - 4,non-work,non-work
15445,40629412,4,5.5,>5,1,0.5
15446,40629518,3,4.0,3 - 4,non-work,non-work
15447,40629530,2,7.5,>5,0.5,0.5
15448,40629583,3,4.5,4 - 5,0.5,0.5
15449,40629591,3,3.0,2 - 3,non-work,non-work
15450,40629723,4,9.0,>5,non-work,non-work
15451,40629853,3,4.0,3 - 4,0,0
15452,40629861,2,2.0,<=2,<0.5,<0.5
15453,40629927,2,1.0,<=2,0.5,0
15454,40630202,3,5.5,>5,0.5,<0.5
15455,40630267,1,7.0,>5,1,0
15456,40630325,1,4.0,3 - 4,non-work,non-work
15457,40630363,3,4.0,3 - 4,non-work,non-work
15458,40630419,2,5.6,>5,<0.5,0
15459,40630536,3,2.0,<=2,0.5,0
15460,40630583,1,3.0,2 - 3,1,1
15461,40630806,2,2.0,<=2,0.5,<0.5
15462,40630968,3,2.0,<=2,0.5,0
15463,40631005,4,1.0,<=2,non-work,non-work
15464,40631034,3,3.5,3 - 4,1,0.5
15465,40631051,3,5.0,4 - 5,1,<0.5
15466,40631185,2,0.0,<=2,non-work,non-work
15467,40631238,1,7.0,>5,1,0
15468,40631377,4,3.0,2 - 3,non-work,non-work
15469,40631437,3,0.6666666666666666,<=2,<0.5,<0.5
15470,40631644,3,4.0,3 - 4,non-work,non-work
15471,40631975,3,5.0,4 - 5,non-work,non-work
15472,40631983,1,2.5,2 - 3,1,0.5
15473,40632145,3,4.0,3 - 4,1,0.5
15474,40632188,3,6.0,>5,0.5,0
15475,40632235,2,1.0,<=2,1,0.5
15476,40632497,4,4.5,4 - 5,1,0.5
15477,40632766,3,0.0,<=2,non-work,non-work
15478,40632794,3,5.0,4 - 5,0.5,0.5
15479,40632795,2,8.666666666666666,>5,>0.5,<0.5
15480,40632820,2,2.5,2 - 3,non-work,non-work
15481,40632850,2,3.0,2 - 3,0.5,0.5
15482,40632872,2,2.0,<=2,non-work,non-work
15483,40633052,3,3.5,3 - 4,non-work,non-work
15484,40633270,2,7.0,>5,<0.5,<0.5
15485,40633332,4,2.0,<=2,1,1
15486,40633379,2,4.333333333333333,4 - 5,<0.5,0
15487,40633632,2,1.0,<=2,0.5,0.5
15488,40633655,2,4.0,3 - 4,1,1
15489,40633668,2,4.0,3 - 4,0.5,<0.5
15490,40633691,2,6.0,>5,1,1
15491,40633938,4,5.0,4 - 5,>0.5,0
15492,40634228,1,2.0,<=2,<0.5,<0.5
15493,40634285,2,1.0,<=2,0.5,0.5
15494,40634374,2,3.0,2 - 3,0.5,0
15495,40634428,4,6.0,>5,non-work,non-work
15496,40634509,2,2.0,<=2,non-work,non-work
15497,40634552,2,1.5,<=2,<0.5,<0.5
15498,40634899,1,5.0,4 - 5,0,0
15499,40634965,1,0.5,<=2,1,0.5
15500,40635267,2,11.0,>5,non-work,non-work
15501,40635288,4,0.4,<=2,non-work,non-work
15502,40635504,2,2.0,<=2,1,0
15503,40635630,3,0.0,<=2,non-work,non-work
15504,40635713,4,6.5,>5,1,0
15505,40635761,1,1.3333333333333333,<=2,0.5,<0.5
15506,40635884,3,4.0,3 - 4,0.5,0.5
15507,40635924,2,7.0,>5,non-work,non-work
15508,40636076,2,2.0,<=2,1,0.5
15509,40636249,4,4.0,3 - 4,<0.5,<0.5
15510,40636352,2,0.0,<=2,1,<0.5
15511,40636558,4,2.0,<=2,1,1
15512,40636634,4,4.666666666666667,4 - 5,<0.5,0
15513,40636699,1,8.0,>5,1,1
15514,40636700,2,2.0,<=2,0,1
15515,40636705,4,0.0,<=2,non-work,non-work
15516,40636735,2,2.0,<=2,0.5,0.5
15517,40636859,3,3.0,2 - 3,1,0
15518,40637057,1,0.0,<=2,non-work,non-work
15519,40637074,1,3.0,2 - 3,0.5,<0.5
15520,40637168,4,0.0,<=2,non-work,non-work
15521,40637175,4,5.0,4 - 5,<0.5,<0.5
15522,40637195,2,0.0,<=2,non-work,non-work
15523,40637247,4,4.5,4 - 5,<0.5,0
15524,40637281,2,0.0,<=2,1,0
15525,40637301,3,3.3333333333333335,3 - 4,>0.5,<0.5
15526,40637373,1,6.5,>5,0,0
15527,40637460,2,4.5,4 - 5,0,<0.5
15528,40637479,2,0.0,<=2,1,1
15529,40637516,2,6.0,>5,0.5,<0.5
15530,40637626,2,4.0,3 - 4,0.5,0
15531,40637779,2,2.0,<=2,1,0.5
15532,40638069,2,4.0,3 - 4,1,1
15533,40638238,4,0.0,<=2,non-work,non-work
15534,40638374,1,5.0,4 - 5,non-work,non-work
15535,40638417,2,1.75,<=2,>0.5,<0.5
15536,40638438,4,2.0,<=2,non-work,non-work
15537,40638518,3,3.0,2 - 3,non-work,non-work
15538,40638526,3,4.5,4 - 5,0.5,0.5
15539,40638555,3,2.0,<=2,non-work,non-work
15540,40638570,3,0.0,<=2,non-work,non-work
15541,40638681,2,0.0,<=2,non-work,non-work
15542,40638936,5,0.0,<=2,<0.5,<0.5
15543,40639440,2,5.0,4 - 5,1,1
15544,40639591,3,2.0,<=2,1,0
15545,40639615,2,4.0,3 - 4,non-work,non-work
15546,40640083,2,2.5,2 - 3,1,0
15547,40640238,1,2.0,<=2,1,0
15548,40640281,2,3.5,3 - 4,0.5,0.5
15549,40640651,3,4.0,3 - 4,non-work,non-work
15550,40640659,2,4.0,3 - 4,non-work,non-work
15551,40640725,2,2.0,<=2,0,0.5
15552,40640779,3,2.0,<=2,non-work,non-work
15553,40640851,1,2.5,2 - 3,1,0
15554,40641025,2,3.0,2 - 3,1,0
15555,40641035,4,2.0,<=2,0.5,0.5
15556,40641064,2,1.0,<=2,<0.5,0
15557,40641292,2,5.0,4 - 5,non-work,non-work
15558,40641405,2,4.25,4 - 5,0.5,<0.5
15559,40641435,3,3.0,2 - 3,0.5,0.5
15560,40641438,2,8.0,>5,1,0
15561,40641507,3,0.0,<=2,non-work,non-work
15562,40641564,2,3.0,2 - 3,1,0.5
15563,40641567,4,0.0,<=2,non-work,non-work
15564,40641572,1,1.0,<=2,non-work,non-work
15565,40641628,3,0.0,<=2,0,0
15566,40641778,3,0.0,<=2,non-work,non-work
15567,40642053,2,7.5,>5,0.5,0
15568,40642068,5,1.0,<=2,0.5,0.5
15569,40642131,2,7.0,>5,1,0.5
15570,40642235,3,0.0,<=2,<0.5,<0.5
15571,40642281,2,0.0,<=2,0.5,0.5
15572,40642404,2,5.0,4 - 5,non-work,non-work
15573,40642422,3,6.666666666666667,>5,>0.5,0
15574,40642463,2,2.3333333333333335,2 - 3,<0.5,<0.5
15575,40642474,4,4.0,3 - 4,0.5,0.5
15576,40642653,4,5.5,>5,non-work,non-work
15577,40642737,4,1.5,<=2,non-work,non-work
15578,40642772,4,0.8333333333333334,<=2,<0.5,<0.5
15579,40642800,2,2.0,<=2,1,1
15580,40642940,1,5.0,4 - 5,>0.5,<0.5
15581,40643046,5,0.0,<=2,non-work,non-work
15582,40643115,3,1.5,<=2,0.5,0.5
15583,40643153,5,0.0,<=2,<0.5,<0.5
15584,40643202,3,5.0,4 - 5,<0.5,<0.5
15585,40643204,1,11.0,>5,1,0
15586,40643438,4,0.6666666666666666,<=2,<0.5,<0.5
15587,40643451,1,3.0,2 - 3,0.5,0
15588,40643515,3,6.0,>5,non-work,non-work
15589,40643551,2,0.0,<=2,non-work,non-work
15590,40643566,2,6.25,>5,0.5,<0.5
15591,40643643,3,3.5,3 - 4,1,0
15592,40643688,2,5.0,4 - 5,0.5,<0.5
15593,40643779,4,2.0,<=2,<0.5,0
15594,40643833,2,4.5,4 - 5,0.5,0
15595,40643876,1,1.5,<=2,1,0.5
15596,40644065,3,4.0,3 - 4,0,0.5
15597,40644155,3,5.5,>5,0.5,0.5
15598,40644173,2,2.0,<=2,1,0.5
15599,40644921,4,5.0,4 - 5,non-work,non-work
15600,40645037,2,2.0,<=2,1,0
15601,40645089,2,4.0,3 - 4,non-work,non-work
15602,40645138,5,0.0,<=2,non-work,non-work
15603,40645239,3,2.0,<=2,1,<0.5
15604,40645251,3,2.0,<=2,<0.5,<0.5
15605,40645290,2,6.0,>5,1,0
15606,40645349,3,4.0,3 - 4,1,1
15607,40645489,3,8.0,>5,non-work,non-work
15608,40645589,3,7.0,>5,non-work,non-work
15609,40645661,1,8.0,>5,non-work,non-work
15610,40645849,3,3.0,2 - 3,non-work,non-work
15611,40645871,1,4.5,4 - 5,0,0
15612,40645960,5,3.6666666666666665,3 - 4,<0.5,<0.5
15613,40646031,3,0.0,<=2,0,<0.5
15614,40646701,2,4.5,4 - 5,1,0
15615,40646903,4,6.5,>5,0,0
15616,40646937,3,2.0,<=2,non-work,non-work
15617,40646971,3,5.0,4 - 5,non-work,non-work
15618,40647011,3,6.5,>5,1,0.5
15619,40647074,2,0.0,<=2,non-work,non-work
15620,40647098,4,7.0,>5,non-work,non-work
15621,40647124,1,3.0,2 - 3,non-work,non-work
15622,40647187,2,1.5,<=2,0,0
15623,40647222,2,2.0,<=2,non-work,non-work
15624,40647234,2,5.5,>5,<0.5,0
15625,40647263,2,3.0,2 - 3,1,1
15626,40647361,2,4.666666666666667,4 - 5,>0.5,<0.5
15627,40647414,3,2.0,<=2,non-work,non-work
15628,40647559,2,10.333333333333334,>5,1,<0.5
15629,40647564,2,6.5,>5,non-work,non-work
15630,40647574,3,1.5,<=2,0.5,<0.5
15631,40647677,2,0.0,<=2,non-work,non-work
15632,40647710,2,2.0,<=2,0.5,0
15633,40647737,4,4.0,3 - 4,>0.5,<0.5
15634,40647835,3,3.0,2 - 3,non-work,non-work
15635,40647905,5,3.0,2 - 3,non-work,non-work
15636,40647980,2,5.0,4 - 5,1,1
15637,40648014,2,1.6666666666666667,<=2,<0.5,0
15638,40648091,1,5.5,>5,0.5,0
15639,40648239,1,4.0,3 - 4,1,1
15640,40648343,2,4.5,4 - 5,0.5,0
15641,40648449,4,0.0,<=2,non-work,non-work
15642,40648472,3,3.0,2 - 3,non-work,non-work
15643,40648497,2,6.0,>5,non-work,non-work
15644,40648686,5,0.0,<=2,non-work,non-work
15645,40648793,4,5.0,4 - 5,non-work,non-work
15646,40648903,2,3.5,3 - 4,<0.5,0
15647,40649012,3,3.0,2 - 3,non-work,non-work
15648,40649096,1,5.0,4 - 5,non-work,non-work
15649,40649180,2,0.4,<=2,non-work,non-work
15650,40649284,1,2.0,<=2,non-work,non-work
15651,40649416,5,2.0,<=2,non-work,non-work
15652,40649440,1,2.5,2 - 3,1,0.5
15653,40649792,3,10.0,>5,1,0
15654,40649808,4,0.0,<=2,non-work,non-work
15655,40650129,3,2.0,<=2,1,1
15656,40650166,2,3.0,2 - 3,1,0
15657,40650333,3,8.0,>5,non-work,non-work
15658,40650528,2,3.0,2 - 3,0.5,<0.5
15659,40650545,1,8.5,>5,1,0.5
15660,40650590,3,9.5,>5,0,0
15661,40650698,3,4.25,4 - 5,>0.5,<0.5
15662,40650739,3,0.0,<=2,non-work,non-work
15663,40650948,4,2.0,<=2,non-work,non-work
15664,40650997,2,2.0,<=2,non-work,non-work
15665,40651038,2,4.0,3 - 4,1,1
15666,40651075,3,4.0,3 - 4,>0.5,<0.5
15667,40651108,4,6.0,>5,non-work,non-work
15668,40651122,3,0.4,<=2,<0.5,<0.5
15669,40651156,2,0.0,<=2,1,0
15670,40651177,4,2.3333333333333335,2 - 3,<0.5,0
15671,40651288,1,3.5,3 - 4,0.5,0
15672,40651300,3,4.0,3 - 4,1,0
15673,40651354,4,5.0,4 - 5,non-work,non-work
15674,40651513,2,2.0,<=2,non-work,non-work
15675,40651573,1,6.5,>5,0.5,0
15676,40651678,3,6.0,>5,0.5,0
15677,40651803,3,3.0,2 - 3,0.5,0
15678,40651839,1,5.666666666666667,>5,0.5,0
15679,40651859,4,2.5,2 - 3,non-work,non-work
15680,40651870,3,1.3333333333333333,<=2,0,<0.5
15681,40652117,2,4.0,3 - 4,<0.5,<0.5
15682,40652251,4,3.5,3 - 4,non-work,non-work
15683,40652377,1,5.0,4 - 5,1,1
15684,40652432,1,4.0,3 - 4,1,1
15685,40652444,4,0.0,<=2,1,1
15686,40652449,2,3.0,2 - 3,non-work,non-work
15687,40652472,NA,3.0,2 - 3,0.5,0.5
15688,40652486,4,0.6666666666666666,<=2,1,<0.5
15689,40652553,2,1.5,<=2,0.5,0.5
15690,40652557,1,0.0,<=2,non-work,non-work
15691,40652587,3,6.0,>5,non-work,non-work
15692,40652616,1,5.0,4 - 5,1,1
15693,40652624,2,0.0,<=2,non-work,non-work
15694,40652904,1,4.0,3 - 4,1,0
15695,40652906,2,4.0,3 - 4,<0.5,<0.5
15696,40652915,2,2.0,<=2,1,1
15697,40653086,1,2.0,<=2,non-work,non-work
15698,40653192,1,0.0,<=2,non-work,non-work
15699,40653193,1,3.0,2 - 3,1,NA
15700,40653325,2,2.0,<=2,non-work,non-work
15701,40653362,4,6.0,>5,non-work,non-work
15702,40653387,4,2.0,<=2,0,<0.5
15703,40653565,2,4.0,3 - 4,1,0
15704,40653646,2,4.666666666666667,4 - 5,>0.5,0
15705,40653776,2,6.0,>5,non-work,non-work
15706,40653888,3,4.5,4 - 5,<0.5,<0.5
15707,40653958,1,10.0,>5,non-work,non-work
15708,40654059,3,2.0,<=2,1,0.5
15709,40654107,4,7.0,>5,non-work,non-work
15710,40654116,3,4.0,3 - 4,non-work,non-work
15711,40654131,1,0.0,<=2,0,0
15712,40654160,2,6.0,>5,0.5,0.5
15713,40654319,3,0.0,<=2,non-work,non-work
15714,40654352,5,0.0,<=2,non-work,non-work
15715,40654360,2,5.0,4 - 5,non-work,non-work
15716,40654404,3,12.0,>5,1,0
15717,40654574,3,0.0,<=2,non-work,non-work
15718,40654766,3,3.5,3 - 4,non-work,non-work
15719,40654827,2,6.0,>5,<0.5,0
15720,40655043,2,5.333333333333333,>5,<0.5,<0.5
15721,40655132,2,5.0,4 - 5,>0.5,<0.5
15722,40655166,3,2.0,<=2,1,1
15723,40655211,3,6.0,>5,non-work,non-work
15724,40655266,2,0.0,<=2,1,0
15725,40655489,2,3.5,3 - 4,non-work,non-work
15726,40655533,4,5.0,4 - 5,0,0.5
15727,40655574,2,3.0,2 - 3,1,0
15728,40655721,3,3.0,2 - 3,1,0.5
15729,40655722,3,8.0,>5,1,0.5
15730,40655773,1,0.0,<=2,<0.5,<0.5
15731,40655809,3,3.0,2 - 3,non-work,non-work
15732,40655957,4,3.0,2 - 3,1,<0.5
15733,40655992,4,3.5,3 - 4,non-work,non-work
15734,40656060,4,4.0,3 - 4,1,0.5
15735,40656110,3,3.5,3 - 4,non-work,non-work
15736,40656194,1,5.0,4 - 5,0,1
15737,40656332,1,5.0,4 - 5,1,0
15738,40656408,4,3.3333333333333335,3 - 4,>0.5,<0.5
15739,40656474,4,2.6666666666666665,2 - 3,non-work,non-work
15740,40656630,3,0.0,<=2,non-work,non-work
15741,40656653,2,2.0,<=2,1,1
15742,40656692,2,3.0,2 - 3,1,1
15743,40656703,2,5.0,4 - 5,non-work,non-work
15744,40656735,2,4.666666666666667,4 - 5,>0.5,0
15745,40656787,2,6.0,>5,non-work,non-work
15746,40656976,2,4.0,3 - 4,1,0.5
15747,40657010,1,4.0,3 - 4,non-work,non-work
15748,40657019,1,4.0,3 - 4,>0.5,<0.5
15749,40657029,1,7.0,>5,0.5,0
