,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN
100773,40417033,3,HOME_OWN,5,5,Never,5,4,5,2,2,4,4,4,1,2,12,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
100784,40417260,2,HOME_OWN,7,2,Never,4,2,2,3,2,4,5,2,2,0,2,1.0,0.0,0.0,9,1,1,5,21,Daily,2,0.0,0,1,0,1,0
100794,40417398,3,HOME_OWN,1,5,Never,5,5,5,1,3,4,5,5,1,2,6,1.0,0.0,0.0,2,2,4,6,24,Never,2,1.0,0,1,0,2,1
100804,40417509,1,HOME_OWN,NA,4,Never,5,3,5,2,3,4,4,2,1,2,10,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1
100809,40417546,7,HOME_RENT,5,2,Never,5,5,5,2,3,3,3,3,2,1,6,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
100814,40417581,1,HOME_OWN,NA,2,Never,5,5,5,2,4,5,5,5,2,1,2,1.0,0.0,0.0,9,2,1,3,23,Never,2,1.0,0,1,0,1,1
100818,40417654,2,HOME_RENT,8,1,Never,4,2,2,2,2,2,3,1,2,0,2,1.0,0.0,1.0,1,1,1,5,21,Daily,1,0.0,1,1,0,1,0
100839,40417981,3,HOME_OWN,NA,3,Rarely,4,5,4,2,3,2,3,1,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
100841,40417992,4,HOME_OWN,7,4,Never,5,5,5,4,4,4,4,4,2,1,3,1.0,0.0,1.0,1,1,1,5,21,Daily,1,1.0,1,1,0,1,1
100845,40418009,6,HOME_OWN,NA,5,Never,5,5,5,3,5,5,5,5,2,1,0,1.0,0.0,1.0,1,2,1,2,23,Never,2,1.0,1,1,0,1,1
100849,40418049,2,HOME_RENT,6,1,NA,-9,-9,-9,5,5,5,5,5,1,2,9,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1
100850,40418056,6,HOME_OWN,11,1,Never,4,4,4,3,3,2,3,2,1,2,28,0.5,0.0,0.5,6,1,1,5,21,Daily,1,0.5,>0.5,>0.5,0,>2,1
100855,40418092,1,HOME_RENT,5,5,Never,5,5,5,3,2,4,4,4,1,2,0,1.0,0.0,0.0,10,2,1,3,22,Never,2,1.0,0,1,0,2,0
100862,40418216,4,HOME_RENT,1,1,Never,5,3,5,3,3,1,5,2,2,1,2,1.0,0.0,0.0,9,2,1,1,23,Never,2,1.0,0,1,0,1,0
100864,40418218,6,HOME_OWN,8,5,Rarely,5,5,5,4,4,4,4,5,1,2,0,0.5,0.0,0.25,6,2,1,3,22,Daily,2,0.5,<0.5,>0.5,0,>2,1
100865,40418222,3,HOME_OWN,9,1,Never,5,5,4,1,2,4,4,2,1,2,5,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1
100890,40418547,6,HOME_OWN,7,3,Rarely,5,4,5,4,2,4,4,3,2,1,4,1.0,0.0,0.0,9,2,1,3,23,Daily,2,1.0,0,1,0,1,1
100907,40418755,4,HOME_OWN,6,1,NA,-9,-9,-9,4,2,5,5,5,1,2,12,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
100909,40418818,3,HOME_RENT,7,3,Rarely,3,4,4,4,2,4,4,4,2,1,3,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
100914,40418843,7,HOME_OWN,6,2,Never,5,5,5,2,2,2,3,3,1,2,10,1.0,0.0,0.0,10,2,4,6,24,Never,2,1.0,0,1,0,2,1
100920,40418939,1,HOME_RENT,6,5,Never,5,5,5,2,3,5,5,5,1,2,4,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
100921,40418948,2,HOME_OWN,5,1,Never,5,5,5,3,2,3,3,3,2,1,3,1.0,0.0,0.0,9,2,4,6,24,NA,2,1.0,0,1,0,1,1
100923,40418965,5,HOME_RENT,1,1,Never,5,1,5,2,3,3,4,4,1,1,6,1.0,0.0,0.5,2,2,1,2,23,Daily,2,0.5,>0.5,1,0,2,1
100925,40418976,2,HOME_OWN,8,1,Never,5,5,5,4,2,4,5,5,2,1,7,1.0,0.0,0.0,9,2,4,6,24,Rarely,2,1.0,0,1,0,1,1
100942,40419278,1,HOME_RENT,2,3,Never,5,5,5,3,3,2,4,4,2,1,7,1.0,0.0,0.0,1,2,1,1,23,Never,2,1.0,0,1,0,1,1
100945,40419308,2,HOME_OWN,7,1,Never,4,4,5,4,3,4,4,4,2,1,8,1.0,0.0,0.0,9,1,4,6,21,Daily,2,1.0,0,1,0,1,1
100954,40419409,4,HOME_OWN,7,5,Rarely,5,5,5,1,2,4,2,4,1,>2,19,0.6,0.0,0.6,6,2,4,6,22,Daily,2,0.6,>0.5,>0.5,0,>2,1
100963,40419479,2,HOME_OWN,6,2,Rarely,5,4,4,5,5,5,5,5,1,2,8,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1
100967,40419535,6,HOME_RENT,4,3,Never,3,4,5,1,1,2,4,4,2,1,3,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
100976,40419655,1,HOME_OWN,7,NA,NA,-9,-9,-9,2,2,2,2,2,1,2,6,0.5,0.0,0.75,6,1,1,5,21,Daily,2,0.5,>0.5,>0.5,0,>2,1
100989,40419864,3,HOME_OWN,NA,2,Never,5,5,5,1,2,3,3,3,2,2,2,1.0,0.0,0.5,2,2,4,6,22,Daily,2,1.0,>0.5,1,0,2,1
100991,40419874,5,HOME_OWN,10,4,Rarely,5,5,5,1,1,5,5,4,1,>2,6,0.75,0.0,0.5,8,1,1,2,21,Daily,2,1.0,>0.5,>0.5,0,>2,1
100992,40419896,1,HOME_OWN,6,2,Rarely,5,5,5,3,3,3,3,4,1,>2,11,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,>2,1
100994,40419913,2,HOME_OWN,11,2,Rarely,4,4,4,3,3,4,4,3,1,2,7,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
100997,40419927,4,HOME_OWN,7,1,Daily,5,5,4,4,2,2,2,5,1,2,3,1.0,0.0,0.0,10,1,1,5,21,Never,1,1.0,0,1,0,2,1
101003,40419973,2,HOME_RENT,4,4,Rarely,4,5,5,1,2,2,3,3,1,2,7,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1
101006,40420003,7,HOME_OWN,9,NA,NA,-9,-9,4,5,2,5,5,5,1,>2,0,1.0,0.0,1.0,8,2,4,6,23,Daily,2,1.0,1,1,0,>2,1
101007,40420071,5,HOME_RENT,5,4,Never,4,5,5,1,1,3,3,3,1,1,5,0.5,0.5,0.5,3,1,1,5,21,Daily,2,0.5,>0.5,>0.5,>0.5,2,1
101010,40420098,2,HOME_OWN,8,5,Never,4,5,1,2,2,4,4,1,1,>2,8,1.0,0.0,0.75,8,1,1,5,21,Daily,2,1.0,>0.5,1,0,>2,1
101020,40420180,2,HOME_OWN,2,1,Never,5,5,5,1,1,1,2,2,1,2,8,0.5,0.25,0.25,4,2,4,6,24,Daily,2,0.5,<0.5,>0.5,<0.5,>2,1
101025,40420221,6,HOME_OWN,10,3,Never,4,4,4,2,1,4,5,2,1,>2,17,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,>2,1
101027,40420270,1,HOME_RENT,5,5,Never,5,5,5,2,3,5,5,5,1,2,0,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
101035,40420355,5,HOME_OWN,3,5,Never,5,5,5,5,5,5,5,5,1,2,15,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1
101049,40420492,4,HOME_RENT,8,1,Never,3,4,1,5,3,2,5,2,1,2,19,1.0,0.0,1.0,2,1,1,5,21,Daily,1,1.0,1,1,0,2,0
101050,40420516,7,HOME_RENT,4,5,Never,5,5,5,2,2,4,4,4,1,2,0,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
101053,40420531,6,HOME_OWN,4,2,Never,5,5,5,2,2,3,3,3,1,1,12,1.0,0.0,0.0,10,2,4,6,23,Daily,2,0.5,0,1,0,2,1
101058,40420573,1,HOME_OWN,4,4,Never,5,5,5,4,2,5,3,3,1,2,15,0.3333333333333333,0.16666666666666666,0.16666666666666666,4,2,1,1,23,Daily,2,0.3333333333333333,<0.5,<0.5,<0.5,>2,1
101070,40420750,7,HOME_OWN,4,5,Never,5,5,5,2,3,5,5,5,1,2,4,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
101071,40420759,4,HOME_OWN,7,4,Rarely,4,5,4,2,1,3,3,3,1,2,2,0.5,0.5,0.5,4,2,1,3,22,Daily,2,0.5,>0.5,>0.5,>0.5,>2,1
101074,40420786,1,HOME_RENT,1,1,Never,5,5,5,1,2,3,3,3,2,0,2,1.0,0.0,0.0,2,2,4,6,24,Never,2,0.0,0,1,0,2,0
101075,40420790,5,HOME_RENT,7,1,Never,4,4,1,5,4,4,3,2,1,1,4,1.0,0.0,1.0,2,1,1,5,21,Daily,2,0.5,1,1,0,2,1
101076,40420797,6,HOME_OWN,6,4,Rarely,5,5,5,1,2,4,4,4,1,>2,19,0.6,0.0,0.8,6,2,2,6,24,Daily,2,0.8,>0.5,>0.5,0,>2,1
101083,40420847,1,HOME_OWN,5,1,Rarely,5,5,5,2,2,4,4,4,2,1,3,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1
101086,40420864,1,HOME_OWN,6,2,Never,5,5,5,2,3,2,3,3,2,1,5,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
101087,40420872,3,HOME_OWN,5,5,Never,5,5,5,3,3,3,3,3,1,2,6,0.5,0.0,0.5,4,2,4,6,24,Daily,2,0.5,>0.5,>0.5,0,>2,1
101102,40421035,2,HOME_OWN,6,2,Rarely,5,2,5,4,2,3,3,3,1,2,14,0.6666666666666666,0.0,0.6666666666666666,6,2,2,6,24,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
101123,40421219,5,HOME_RENT,7,1,Rarely,3,3,1,1,3,2,2,2,1,1,4,1.0,0.0,1.0,2,1,1,5,21,Daily,1,0.5,1,1,0,2,1
101127,40421238,4,HOME_OWN,5,5,Never,5,5,5,4,4,5,5,5,1,2,7,1.0,0.0,0.0,10,2,4,6,23,Never,2,1.0,0,1,0,2,1
101140,40421436,3,HOME_OWN,7,4,Rarely,5,5,5,5,4,5,5,5,1,2,10,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
101149,40421560,2,HOME_OWN,4,3,Never,5,5,5,1,1,4,5,5,2,1,4,1.0,0.0,0.0,9,2,2,6,24,Daily,2,1.0,0,1,0,1,1
101155,40421612,7,HOME_OWN,10,4,Rarely,4,5,5,2,4,4,4,4,1,2,5,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
101160,40421743,2,HOME_RENT,1,3,Never,5,5,5,2,2,2,4,4,1,1,4,0.5,0.0,0.0,7,2,2,6,24,Daily,2,0.5,0,>0.5,0,2,1
101164,40421770,6,HOME_OWN,11,1,Never,2,4,1,5,5,5,5,5,1,2,11,1.0,0.0,1.0,2,1,1,5,21,Daily,1,1.0,1,1,0,2,1
101167,40421813,4,HOME_OWN,7,1,Never,4,1,1,4,2,2,4,4,2,0,2,1.0,0.0,1.0,1,1,1,5,21,Daily,2,0.0,1,1,0,1,0
101168,40421824,6,HOME_RENT,7,NA,NA,-9,3,-9,4,2,3,3,3,2,1,4,1.0,0.0,1.0,1,1,1,5,21,Daily,1,1.0,1,1,0,1,1
101173,40421971,5,HOME_OWN,6,2,Rarely,5,5,5,1,1,1,1,5,2,1,16,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
101185,40422122,2,HOME_OWN,9,4,Never,5,4,4,4,4,4,4,4,1,2,15,0.5,0.0,0.5,4,2,1,1,23,Daily,2,0.5,>0.5,>0.5,0,>2,1
101193,40422251,6,HOME_RENT,5,2,Never,5,5,5,4,4,4,3,3,2,1,0,1.0,0.0,0.0,9,2,1,3,22,Daily,2,1.0,0,1,0,1,1
101194,40422254,4,HOME_RENT,1,2,Never,3,5,5,2,2,5,3,2,1,0,5,1.0,0.0,0.0,10,2,2,6,23,Rarely,2,0.0,0,1,0,2,0
101219,40422520,2,HOME_RENT,8,NA,NA,-9,-9,-9,1,NA,NA,NA,NA,1,2,4,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
101221,40422549,2,HOME_OWN,10,1,Rarely,5,5,4,5,4,4,4,4,1,2,13,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
101237,40422752,5,HOME_OWN,10,3,Never,5,-9,3,4,3,2,4,4,1,2,13,0.5,0.25,0.5,4,1,4,6,21,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1
101242,40422781,2,HOME_RENT,4,4,Never,5,5,5,2,2,4,5,5,1,2,11,1.0,0.0,1.0,2,2,2,6,22,Daily,2,1.0,1,1,0,2,1
101243,40422788,6,HOME_RENT,2,NA,NA,-9,2,-9,NA,NA,NA,NA,5,2,0,0,1.0,0.0,0.0,1,1,1,5,21,NA,2,0.0,0,1,0,1,0
101244,40422811,1,HOME_RENT,4,1,Never,4,1,4,5,1,3,3,5,2,1,4,1.0,0.0,1.0,1,1,1,2,21,Daily,2,1.0,1,1,0,1,0
101256,40422964,6,HOME_OWN,6,4,Never,4,5,5,2,3,4,5,3,1,1,11,1.0,0.0,0.0,10,2,2,6,24,Daily,2,0.5,0,1,0,2,1
101268,40423082,5,HOME_RENT,6,5,Never,4,5,5,2,2,5,5,5,1,2,11,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
101279,40423157,7,HOME_OWN,3,4,Never,5,5,5,3,3,3,3,3,1,2,4,1.0,0.0,0.0,10,2,4,6,23,Rarely,2,1.0,0,1,0,2,1
101281,40423178,7,HOME_OWN,3,5,Never,5,5,4,3,3,4,4,4,2,1,6,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
101282,40423189,5,NA,NA,NA,NA,-9,-9,-9,1,1,NA,NA,NA,2,1,0,1.0,0.0,0.0,1,2,4,6,23,NA,2,1.0,0,1,0,1,1
101283,40423200,6,HOME_RENT,4,5,Never,5,5,5,3,3,4,4,4,2,1,2,1.0,0.0,1.0,1,2,2,6,23,Daily,2,1.0,1,1,0,1,1
101286,40423247,1,HOME_OWN,10,1,Rarely,4,5,5,2,2,3,3,3,1,2,18,1.0,0.0,0.0,2,2,1,2,23,Daily,2,1.0,0,1,0,2,1
101288,40423286,1,HOME_OWN,7,2,Rarely,5,5,5,2,2,3,3,3,2,1,0,1.0,0.0,0.0,9,2,1,3,23,Daily,1,1.0,0,1,0,1,1
101289,40423289,2,HOME_OWN,7,5,Never,5,5,5,1,3,5,5,5,2,1,4,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
101312,40423621,7,HOME_RENT,6,5,Never,4,5,5,5,4,4,4,4,1,2,8,1.0,0.0,0.0,2,1,1,5,21,Daily,2,1.0,0,1,0,2,1
101317,40423668,6,HOME_OWN,10,NA,NA,-9,-9,1,4,3,3,3,1,1,2,5,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
101329,40423816,6,HOME_OWN,6,1,Daily,5,4,5,2,1,1,1,1,2,1,5,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
101350,40424061,5,HOME_OWN,7,3,Never,4,4,4,4,4,3,3,3,1,2,15,1.0,0.0,0.0,10,2,1,2,23,Daily,2,1.0,0,1,0,2,1
101355,40424150,7,HOME_OWN,10,5,Never,5,5,4,2,3,4,4,4,1,2,0,0.5,0.0,0.5,4,2,4,6,23,Daily,2,0.5,>0.5,>0.5,0,>2,1
101357,40424192,7,HOME_RENT,7,2,Never,5,5,4,4,4,4,4,2,2,1,4,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
101373,40424401,1,HOME_OWN,3,3,Never,5,5,5,4,4,5,5,5,2,1,4,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
101375,40424427,6,HOME_OWN,6,3,Never,5,5,4,4,3,5,5,5,1,1,7,1.0,0.0,0.5,10,2,2,6,24,Daily,1,0.5,>0.5,1,0,2,1
101377,40424443,2,HOME_OWN,3,2,Never,5,2,5,3,3,1,5,1,2,1,0,1.0,0.0,1.0,9,2,2,6,24,Daily,2,1.0,1,1,0,1,0
101383,40424487,5,HOME_OWN,7,4,Never,5,5,5,5,2,NA,NA,NA,2,1,7,1.0,0.0,1.0,9,2,4,6,23,Daily,2,1.0,1,1,0,1,1
101424,40425042,4,HOME_OWN,7,1,NA,-9,-9,1,NA,2,4,4,4,2,0,2,1.0,0.0,1.0,1,1,1,5,21,Daily,2,0.0,1,1,0,1,0
101427,40425067,2,HOME_RENT,4,5,Never,5,5,5,1,2,5,5,5,2,1,3,1.0,0.0,0.0,9,1,1,5,21,Never,2,1.0,0,1,0,1,1
101429,40425114,4,HOME_OWN,6,5,Never,5,5,5,4,4,5,5,5,1,2,7,1.0,0.0,0.0,10,2,4,6,23,Rarely,2,1.0,0,1,0,2,1
101432,40425197,7,HOME_OWN,7,2,Never,5,5,5,3,3,3,3,3,1,2,0,1.0,0.0,0.0,10,1,4,6,21,Daily,2,1.0,0,1,0,2,1
101433,40425209,3,HOME_RENT,2,2,Never,3,2,5,5,2,1,4,1,2,1,2,1.0,0.0,0.0,9,2,1,1,23,Never,2,1.0,0,1,0,1,0
101438,40425275,5,HOME_RENT,5,4,Rarely,5,5,5,3,2,3,3,3,1,2,7,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,3,22,Daily,1,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
101441,40425298,2,HOME_OWN,8,NA,NA,-9,-9,-9,3,4,4,4,4,1,2,8,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
101444,40425313,3,HOME_RENT,5,5,Never,5,5,5,2,2,3,3,3,2,1,0,1.0,0.0,1.0,1,2,1,2,23,Daily,2,1.0,1,1,0,1,1
101448,40425340,2,HOME_OWN,6,4,Never,4,4,4,2,3,4,4,5,1,2,13,0.3333333333333333,0.5,0.16666666666666666,4,2,4,6,23,Daily,2,0.3333333333333333,<0.5,<0.5,>0.5,>2,1
101457,40425493,2,HOME_OWN,4,1,Rarely,5,5,5,1,2,3,4,4,2,1,6,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1
101459,40425510,7,HOME_OWN,7,1,Rarely,5,5,5,2,3,4,4,4,1,2,8,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
101467,40425623,2,HOME_RENT,6,5,Never,5,5,5,4,3,5,5,5,2,1,2,1.0,0.0,0.0,1,2,1,3,23,Daily,2,1.0,0,1,0,1,1
101492,40425929,5,HOME_OWN,4,3,Never,4,4,1,3,2,3,3,3,2,1,2,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
101503,40426032,4,HOME_OWN,11,2,Rarely,4,5,4,5,5,5,5,5,1,2,8,1.0,0.0,0.0,10,1,4,6,21,Daily,2,1.0,0,1,0,2,1
101504,40426033,7,HOME_OWN,6,3,Never,5,5,5,1,1,3,3,3,1,2,3,1.0,0.0,0.0,10,2,2,6,24,Daily,2,1.0,0,1,0,2,1
101506,40426068,2,HOME_RENT,1,2,Rarely,5,5,5,1,3,2,3,4,2,1,0,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1
101507,40426080,6,HOME_OWN,NA,2,Rarely,5,5,4,4,3,2,4,4,1,2,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,3,22,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
101511,40426092,5,HOME_OWN,5,4,Never,5,5,4,2,2,3,3,3,2,1,3,1.0,0.0,1.0,1,2,4,6,23,Rarely,2,1.0,1,1,0,1,1
101524,40426225,5,HOME_OWN,4,5,Never,5,5,5,4,4,4,4,4,2,0,5,1.0,0.0,0.0,9,2,2,6,24,Rarely,2,0.0,0,1,0,1,1
101527,40426259,7,HOME_OWN,11,1,Never,5,5,5,1,NA,4,4,4,1,2,7,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
101533,40426339,3,HOME_OWN,4,1,Rarely,5,4,5,3,2,4,4,4,1,2,6,1.0,0.0,0.5,10,2,1,3,22,Daily,2,1.0,>0.5,1,0,2,1
101546,40426505,1,HOME_OWN,9,4,Never,4,5,5,3,3,4,4,4,1,2,16,0.6666666666666666,0.0,0.3333333333333333,6,2,1,3,22,Daily,2,0.6666666666666666,<0.5,>0.5,0,>2,1
101557,40426620,2,HOME_OWN,4,5,Never,5,5,5,2,3,5,5,5,2,0,5,1.0,0.0,0.0,9,2,4,6,23,Daily,2,0.0,0,1,0,1,1
101562,40426677,7,HOME_OWN,6,5,Never,5,5,5,3,4,5,5,5,2,1,5,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1
101565,40426748,3,HOME_OWN,NA,4,Rarely,5,5,5,5,4,5,5,5,1,1,6,1.0,0.0,0.5,10,1,1,5,21,Daily,2,0.5,>0.5,1,0,2,1
101568,40426793,7,HOME_OWN,11,4,Never,4,5,5,2,2,4,4,4,1,2,5,0.5,0.25,0.25,4,2,1,2,23,Daily,2,0.5,<0.5,>0.5,<0.5,>2,1
101587,40427112,5,HOME_OWN,4,NA,NA,-9,-9,-9,1,NA,NA,NA,NA,2,1,3,1.0,0.0,0.0,9,1,1,2,21,Never,2,1.0,0,1,0,1,1
101593,40427227,7,HOME_OWN,8,3,Rarely,5,4,5,4,3,5,5,5,1,2,7,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1
101609,40427416,7,HOME_OWN,8,3,Rarely,4,4,3,2,2,3,3,3,1,1,5,1.0,0.0,0.5,10,1,1,5,21,Daily,1,0.5,>0.5,1,0,2,1
101618,40427497,4,HOME_RENT,NA,5,Never,4,5,4,2,2,4,4,4,1,2,0,1.0,0.0,0.0,2,1,1,2,21,Daily,2,1.0,0,1,0,2,1
101622,40427549,7,HOME_OWN,7,4,Never,5,4,4,1,1,5,4,1,1,2,12,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1
101628,40427583,6,HOME_OWN,8,4,NA,4,5,4,1,3,5,5,5,1,2,7,1.0,0.0,1.0,2,2,1,2,23,Daily,2,1.0,1,1,0,2,1
101629,40427601,6,HOME_OWN,8,4,Rarely,4,2,1,1,2,4,4,4,1,2,9,0.5,0.25,0.5,4,1,1,5,21,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1
101643,40427787,7,HOME_OWN,8,5,Never,5,5,5,5,5,5,5,5,1,2,7,1.0,0.0,0.5,2,2,4,6,24,Daily,1,1.0,>0.5,1,0,2,1
101653,40428007,5,HOME_RENT,6,5,Never,5,5,5,1,2,3,3,3,2,1,7,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
101656,40428065,6,HOME_OWN,7,4,Rarely,4,4,4,4,4,4,4,4,1,>2,12,1.0,0.0,0.3333333333333333,2,2,4,6,23,Daily,2,1.0,<0.5,1,0,>2,1
101657,40428069,3,HOME_RENT,4,NA,NA,-9,1,-9,NA,NA,NA,NA,1,1,1,10,0.6666666666666666,0.0,0.6666666666666666,4,1,1,5,21,Daily,2,0.3333333333333333,>0.5,>0.5,0,>2,1
101663,40428151,7,HOME_OWN,10,3,Never,5,5,4,2,2,3,5,3,2,1,4,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
101669,40428186,7,HOME_OWN,8,3,Rarely,4,5,4,1,2,3,3,4,1,2,13,0.6666666666666666,0.0,0.6666666666666666,6,1,1,5,21,Daily,1,0.6666666666666666,>0.5,>0.5,0,>2,1
101677,40428259,3,HOME_OWN,6,1,Never,5,5,1,2,2,2,4,2,2,1,4,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
101695,40428531,3,HOME_OWN,NA,2,NA,-9,1,1,2,1,2,3,1,1,>2,12,1.0,0.0,1.0,8,1,1,5,21,Daily,2,1.0,1,1,0,>2,1
101696,40428544,1,HOME_OWN,5,5,Rarely,5,5,5,4,2,5,5,5,1,2,4,1.0,0.0,0.0,10,2,1,3,23,Daily,1,1.0,0,1,0,2,1
101702,40428652,6,HOME_OWN,7,4,Never,5,5,5,4,3,4,4,4,1,2,13,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
101710,40428714,2,HOME_OWN,7,3,Never,4,5,5,1,3,5,5,5,1,2,4,0.5,0.5,0.5,4,2,2,6,24,NA,2,0.5,>0.5,>0.5,>0.5,>2,1
101713,40428742,2,HOME_OWN,4,5,Never,5,5,4,2,2,5,5,5,2,1,0,1.0,0.0,1.0,1,1,4,6,21,Daily,2,1.0,1,1,0,1,1
101719,40428801,2,HOME_OWN,6,2,Never,5,5,5,2,3,4,4,4,1,2,12,1.0,0.0,0.0,10,2,1,3,23,Daily,2,1.0,0,1,0,2,1
101728,40428891,5,HOME_OWN,3,5,Never,5,5,5,3,3,5,5,5,2,1,2,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
101753,40429254,3,HOME_OWN,8,4,Rarely,5,5,4,4,3,4,4,4,1,>2,17,1.0,0.0,0.6666666666666666,2,2,1,2,23,Daily,2,1.0,>0.5,1,0,>2,1
101757,40429307,4,HOME_RENT,NA,4,Never,3,4,5,3,2,4,5,4,2,0,0,1.0,0.0,0.0,9,1,1,5,21,Daily,1,0.0,0,1,0,1,0
101769,40429444,5,HOME_OWN,7,5,Never,5,5,4,2,4,5,5,5,1,>2,20,0.6,0.0,0.6,6,2,4,6,24,Daily,2,0.8,>0.5,>0.5,0,>2,1
101779,40429557,5,HOME_OWN,8,4,Rarely,5,5,4,4,4,4,4,4,2,1,5,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
101780,40429558,4,HOME_OWN,4,2,Never,5,4,5,1,1,2,3,3,1,2,10,1.0,0.0,0.5,2,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
101782,40429564,2,HOME_RENT,2,4,Never,5,5,5,2,4,4,4,2,2,1,0,1.0,0.0,0.0,9,2,1,3,22,Never,2,1.0,0,1,0,1,1
101783,40429611,6,HOME_RENT,5,2,Never,5,5,5,2,3,5,5,5,1,2,15,1.0,0.0,0.0,10,2,1,3,22,Daily,2,1.0,0,1,0,2,1
101788,40429676,5,HOME_OWN,3,2,Rarely,2,5,5,2,2,3,3,2,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Never,2,1.0,0,1,0,1,1
