,HOUSEID,HHFAMINC,WALK,TAXI,BUS,TRAIN,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,DRVRCNTPROP,HIGH_EDUC,HOMEOWN,WRKCOUNT_ratio,HHSIZE_cleaned,FT_ratio,AVG_WORK_DIST,one_job,flexible_work,HIGH_EDUC,URBANSIZE,URBAN,LIF_CYC,HHRELATD,PTRANS,BIKE2SAVE,WALK2SAVE,TRAIN,BUS,TAXI,WALK,HOMEOWN_HOME_OWN,HOMEOWN_HOME_RENT,WRKCOUNT_ratio_0,WRKCOUNT_ratio_1,WRKCOUNT_ratio_<0.5,WRKCOUNT_ratio_>0.5,HHSIZE_cleaned_1,HHSIZE_cleaned_2,HHSIZE_cleaned_>2,FT_ratio_0,FT_ratio_0.5,FT_ratio_1,FT_ratio_<0.5,FT_ratio_>0.5,FT_ratio_non-work,AVG_WORK_DIST_10 - 15 miles,AVG_WORK_DIST_5-10 miles,AVG_WORK_DIST_<=5 miles,AVG_WORK_DIST_>15 miles,AVG_WORK_DIST_Not Sure,one_job_0,one_job_0.5,one_job_1,one_job_<0.5,one_job_>0.5,one_job_non-work,flexible_work_0,flexible_work_0.5,flexible_work_1,flexible_work_<0.5,flexible_work_non-work
13839,40470567,3.0,2.0,5,5,5,4.0,5.0,5.0,1,0.0,10,4,6,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,6,4,10,1,5.0,5.0,4.0,5,5,5,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13840,40470853,10.0,1.0,4,3,4,2.0,1.0,1.0,1,1.0,2,1,1,1.0,5.0,HOME_OWN,1,2,1,<=5 miles,0.5,0,5.0,1,1,2,1,1.0,1.0,2.0,4,3,4,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13841,40471131,10.0,5.0,5,5,5,4.0,4.0,5.0,1,0.6666666666666666,4,4,6,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,>0.5,>15 miles,>0.5,<0.5,5.0,6,4,4,1,5.0,4.0,4.0,5,5,5,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
13842,40471279,4.0,5.0,5,5,4,5.0,5.0,5.0,2,1.0,1,1,1,1.0,4.0,HOME_OWN,1,1,0,Not Sure,0,0,4.0,1,1,1,2,5.0,5.0,5.0,4,5,5,5.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
13843,40471538,10.0,1.0,3,4,1,3.0,3.0,1.0,1,1.0,2,1,5,1.0,4.0,HOME_OWN,1,2,1,5-10 miles,1,0.5,4.0,5,1,2,1,1.0,3.0,3.0,1,4,3,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13844,40471598,9.0,3.0,4,4,4,4.0,3.0,2.0,1,1.0,2,4,6,1.0,4.0,HOME_OWN,1,>2,1,>15 miles,1,<0.5,4.0,6,4,2,1,2.0,3.0,4.0,4,4,4,3.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
13845,40471644,9.0,5.0,5,5,4,3.0,3.0,4.0,1,0.5,10,4,6,1.0,4.0,HOME_OWN,>0.5,2,non-work,Not Sure,non-work,non-work,4.0,6,4,10,1,4.0,3.0,3.0,4,5,5,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13846,40472101,5.0,2.0,4,4,4,5.0,5.0,5.0,1,0.2,4,1,5,0.2,3.0,HOME_RENT,<0.5,>2,<0.5,>15 miles,<0.5,0,3.0,5,1,4,1,5.0,5.0,5.0,4,4,4,2.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
13847,40472243,10.0,4.0,4,5,4,4.0,4.0,3.0,1,0.5,6,4,6,0.5,4.0,HOME_OWN,>0.5,>2,<0.5,10 - 15 miles,0.5,0,4.0,6,4,6,1,3.0,4.0,4.0,4,5,4,4.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13848,40472396,5.0,2.0,5,5,5,2.0,4.0,4.0,1,0.25,4,4,6,0.5,5.0,HOME_OWN,<0.5,>2,<0.5,<=5 miles,0,0,5.0,6,4,4,1,4.0,4.0,2.0,5,5,5,2.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
13849,40472435,6.0,3.0,3,2,5,3.0,5.0,2.0,2,1.0,1,1,1,1.0,5.0,HOME_RENT,1,1,1,Not Sure,1,0,5.0,1,1,1,2,2.0,5.0,3.0,5,2,3,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
13850,40472852,10.0,4.0,4,4,4,5.0,5.0,3.0,1,1.0,2,1,3,1.0,4.0,HOME_OWN,1,2,0.5,10 - 15 miles,0.5,0,4.0,3,1,2,1,3.0,5.0,5.0,4,4,4,4.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13851,40472856,,,-9,-9,-9,4.0,4.0,4.0,1,1.0,2,1,1,1.0,5.0,HOME_OWN,1,2,1,<=5 miles,1,0,5.0,1,1,2,1,4.0,4.0,4.0,-9,-9,-9,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13852,40472883,8.0,5.0,5,4,5,4.0,4.0,4.0,1,0.6666666666666666,10,1,5,1.0,4.0,HOME_OWN,>0.5,>2,<0.5,5-10 miles,>0.5,<0.5,4.0,5,1,10,1,4.0,4.0,4.0,5,4,5,5.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13853,40472928,7.0,5.0,5,4,4,4.0,4.0,3.0,1,1.0,2,4,6,1.0,3.0,HOME_OWN,1,2,0.5,>15 miles,1,0,3.0,6,4,2,1,3.0,4.0,4.0,4,4,5,5.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13854,40473034,,2.0,3,1,5,3.0,3.0,3.0,2,0.0,9,1,2,0.0,1.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,1.0,2,1,9,2,3.0,3.0,3.0,5,1,3,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13855,40473243,4.0,5.0,5,5,5,3.0,3.0,3.0,2,0.0,9,4,6,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,6,4,9,2,3.0,3.0,3.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13856,40473280,7.0,2.0,3,3,5,3.0,5.0,2.0,1,1.0,2,1,1,0.5,5.0,HOME_OWN,1,2,1,<=5 miles,1,0,5.0,1,1,2,1,2.0,5.0,3.0,5,3,3,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13857,40473318,6.0,1.0,2,3,2,1.0,5.0,1.0,1,1.0,2,1,5,1.0,5.0,HOME_RENT,1,2,0.5,>15 miles,0,0.5,5.0,5,1,2,1,1.0,5.0,1.0,2,3,2,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
13858,40473329,2.0,4.0,3,5,5,5.0,5.0,5.0,2,0.0,9,1,1,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,5.0,5.0,5.0,5,5,3,4.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13859,40473389,6.0,1.0,5,4,5,1.0,2.0,1.0,1,0.2,4,1,5,0.4,3.0,HOME_OWN,<0.5,>2,<0.5,Not Sure,<0.5,0,3.0,5,1,4,1,1.0,2.0,1.0,5,4,5,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
13860,40473629,7.0,1.0,4,5,5,3.0,3.0,3.0,1,0.25,4,4,6,0.5,5.0,,<0.5,>2,<0.5,<=5 miles,<0.5,0,5.0,6,4,4,1,3.0,3.0,3.0,5,5,4,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
13861,40473651,10.0,3.0,4,5,4,3.0,3.0,3.0,1,0.0,10,1,2,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,2,1,10,1,3.0,3.0,3.0,4,5,4,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13862,40473763,6.0,2.0,2,1,5,2.0,1.0,1.0,2,1.0,2,1,3,0.5,3.0,HOME_RENT,1,2,0,5-10 miles,1,0.5,3.0,3,1,2,2,1.0,1.0,2.0,5,1,2,2.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13863,40473821,5.0,3.0,5,5,5,4.0,4.0,4.0,2,0.0,1,4,6,1.0,4.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,4.0,6,4,1,2,4.0,4.0,4.0,5,5,5,3.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13864,40474272,5.0,1.0,4,2,4,1.0,2.0,1.0,1,1.0,2,1,1,1.0,5.0,HOME_RENT,1,2,1,<=5 miles,1,0.5,5.0,1,1,2,1,1.0,2.0,1.0,4,2,4,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13865,40474340,5.0,5.0,5,5,5,3.0,3.0,3.0,2,0.0,9,1,1,1.0,2.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,2.0,1,1,9,2,3.0,3.0,3.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13866,40474344,4.0,2.0,4,2,2,4.0,4.0,4.0,2,0.0,9,1,5,0.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,5,1,9,2,4.0,4.0,4.0,2,2,4,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13867,40474480,10.0,4.0,5,5,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,6,4,2,1,5.0,5.0,5.0,5,5,5,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13868,40474651,10.0,1.0,4,4,4,2.0,3.0,3.0,1,1.0,2,1,2,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,2,1,2,1,3.0,3.0,2.0,4,4,4,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13869,40474945,10.0,4.0,5,5,5,5.0,5.0,5.0,1,0.6666666666666666,6,1,2,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,>0.5,>15 miles,>0.5,<0.5,5.0,2,1,6,1,5.0,5.0,5.0,5,5,5,4.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
13870,40475258,7.0,2.0,5,5,5,2.0,3.0,3.0,1,0.0,10,4,6,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,6,4,10,1,3.0,3.0,2.0,5,5,5,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13871,40475520,11.0,2.0,4,5,4,4.0,3.0,3.0,1,1.0,2,1,3,1.0,5.0,HOME_OWN,1,2,0.5,10 - 15 miles,1,0,5.0,3,1,2,1,3.0,3.0,4.0,4,5,4,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13872,40476023,10.0,4.0,5,5,5,4.0,4.0,4.0,1,0.2857142857142857,6,1,2,0.42857142857142855,4.0,HOME_OWN,<0.5,>2,<0.5,<=5 miles,<0.5,<0.5,4.0,2,1,6,1,4.0,4.0,4.0,5,5,5,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13873,40476059,6.0,1.0,4,2,1,2.0,3.0,1.0,1,0.5,10,1,5,1.0,5.0,HOME_RENT,>0.5,2,0,5-10 miles,0.5,0,5.0,5,1,10,1,1.0,3.0,2.0,1,2,4,1.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13874,40476080,11.0,,-9,1,-9,3.0,3.0,1.0,1,0.4,6,1,5,0.4,5.0,HOME_OWN,<0.5,>2,<0.5,>15 miles,<0.5,<0.5,5.0,5,1,6,1,1.0,3.0,3.0,-9,1,-9,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
13875,40476281,8.0,1.0,5,5,5,3.0,3.0,4.0,1,0.5,10,2,6,1.0,3.0,HOME_OWN,>0.5,2,0.5,<=5 miles,0.5,0,3.0,6,2,10,1,4.0,3.0,3.0,5,5,5,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
13876,40476342,,4.0,5,5,5,3.0,3.0,3.0,1,0.0,10,4,6,1.0,2.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,2.0,6,4,10,1,3.0,3.0,3.0,5,5,5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13877,40476350,5.0,1.0,3,2,1,1.0,3.0,1.0,2,1.0,1,1,5,1.0,5.0,HOME_OWN,1,1,1,<=5 miles,1,0,5.0,5,1,1,2,1.0,3.0,1.0,1,2,3,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
13878,40476378,1.0,,-9,-9,-9,,,,2,0.0,1,4,6,1.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,6,4,1,2,,,,-9,-9,-9,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13879,40476723,8.0,3.0,5,5,5,2.0,5.0,5.0,1,1.0,2,1,2,1.0,3.0,HOME_OWN,1,2,0.5,>15 miles,1,0,3.0,2,1,2,1,5.0,5.0,2.0,5,5,5,3.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13880,40476781,,,-9,-9,-9,5.0,5.0,5.0,2,0.0,9,4,6,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,6,4,9,2,5.0,5.0,5.0,-9,-9,-9,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13881,40476836,10.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,8,1,2,1.0,4.0,HOME_OWN,0,>2,non-work,Not Sure,non-work,non-work,4.0,2,1,8,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13882,40476912,7.0,3.0,5,5,5,3.0,4.0,3.0,1,0.5,10,4,6,1.0,4.0,HOME_OWN,>0.5,2,0.5,>15 miles,0.5,0,4.0,6,4,10,1,3.0,4.0,3.0,5,5,5,3.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
13883,40476942,11.0,5.0,5,5,5,5.0,5.0,5.0,2,1.0,1,1,5,1.0,4.0,HOME_OWN,1,1,0,5-10 miles,1,0,4.0,5,1,1,2,5.0,5.0,5.0,5,5,5,5.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13884,40477185,4.0,1.0,-9,-9,-9,4.0,4.0,4.0,2,0.0,9,1,1,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,4.0,4.0,4.0,-9,-9,-9,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13885,40477339,7.0,4.0,4,4,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,4.0,HOME_OWN,1,2,1,5-10 miles,1,0.5,4.0,6,4,2,1,5.0,5.0,5.0,5,4,4,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13886,40477647,7.0,3.0,4,5,5,4.0,5.0,5.0,1,1.0,2,1,3,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,3,1,2,1,5.0,5.0,4.0,5,5,4,3.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13887,40477765,8.0,3.0,4,5,2,4.0,4.0,3.0,1,0.6666666666666666,6,1,5,0.3333333333333333,4.0,HOME_OWN,>0.5,>2,<0.5,>15 miles,<0.5,0,4.0,5,1,6,1,3.0,4.0,4.0,2,5,4,3.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
13888,40477780,5.0,4.0,5,5,5,5.0,5.0,5.0,1,0.5,4,1,1,0.5,2.0,HOME_RENT,>0.5,>2,<0.5,<=5 miles,0.5,<0.5,2.0,1,1,4,1,5.0,5.0,5.0,5,5,5,4.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
13889,40477785,7.0,4.0,5,5,5,5.0,5.0,5.0,1,0.5,10,2,6,1.0,4.0,HOME_OWN,>0.5,2,0,Not Sure,0.5,0,4.0,6,2,10,1,5.0,5.0,5.0,5,5,5,4.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
13890,40477967,3.0,3.0,5,5,5,4.0,5.0,5.0,1,0.25,6,2,6,0.75,2.0,HOME_RENT,<0.5,>2,0,<=5 miles,<0.5,<0.5,2.0,6,2,6,1,5.0,5.0,4.0,5,5,5,3.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13891,40478000,3.0,5.0,5,5,5,3.0,3.0,3.0,2,1.0,1,4,6,1.0,2.0,HOME_OWN,1,1,1,5-10 miles,1,1,2.0,6,4,1,2,3.0,3.0,3.0,5,5,5,5.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13892,40478370,5.0,,-9,-9,-9,1.0,,1.0,1,1.0,2,1,2,0.5,2.0,HOME_RENT,1,2,1,>15 miles,1,0.5,2.0,2,1,2,1,1.0,,1.0,-9,-9,-9,,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13893,40478451,11.0,2.0,5,5,5,1.0,2.0,3.0,1,0.6666666666666666,8,1,3,1.0,5.0,HOME_OWN,>0.5,>2,<0.5,<=5 miles,>0.5,<0.5,5.0,3,1,8,1,3.0,2.0,1.0,5,5,5,2.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
13894,40478460,5.0,4.0,5,5,5,2.0,5.0,5.0,2,1.0,9,1,1,1.0,5.0,HOME_OWN,1,1,0,Not Sure,0,1,5.0,1,1,9,2,5.0,5.0,2.0,5,5,5,4.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
13895,40478498,6.0,1.0,5,5,5,3.0,4.0,4.0,1,0.0,10,1,3,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,3,1,10,1,4.0,4.0,3.0,5,5,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13896,40478524,2.0,2.0,5,1,5,2.0,5.0,2.0,2,0.0,9,1,3,0.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,3,1,9,2,2.0,5.0,2.0,5,1,5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13897,40478533,7.0,4.0,5,5,5,4.0,4.0,4.0,1,0.5,10,4,6,0.5,5.0,HOME_OWN,>0.5,2,non-work,Not Sure,non-work,non-work,5.0,6,4,10,1,4.0,4.0,4.0,5,5,5,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13898,40478619,6.0,1.0,5,5,5,3.0,3.0,3.0,2,0.0,9,2,6,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,6,2,9,2,3.0,3.0,3.0,5,5,5,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13899,40478806,6.0,3.0,5,5,5,5.0,5.0,3.0,1,0.5,10,2,6,1.0,4.0,HOME_OWN,>0.5,2,0.5,<=5 miles,0.5,0.5,4.0,6,2,10,1,3.0,5.0,5.0,5,5,5,3.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
13900,40478854,6.0,5.0,3,3,3,3.0,4.0,3.0,1,0.75,10,1,5,0.75,2.0,HOME_OWN,>0.5,>2,0.5,5-10 miles,>0.5,<0.5,2.0,5,1,10,1,3.0,4.0,3.0,3,3,3,5.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13901,40478859,,4.0,5,5,5,4.0,5.0,5.0,1,1.0,2,1,1,1.0,5.0,HOME_OWN,1,2,1,<=5 miles,1,0.5,5.0,1,1,2,1,5.0,5.0,4.0,5,5,5,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13902,40479103,3.0,,-9,-9,-9,2.0,5.0,5.0,1,0.0,10,2,6,1.0,2.0,HOME_RENT,0,2,non-work,Not Sure,non-work,non-work,2.0,6,2,10,1,5.0,5.0,2.0,-9,-9,-9,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13903,40479104,6.0,3.0,5,5,5,3.0,4.0,4.0,1,0.6666666666666666,8,2,6,0.3333333333333333,4.0,HOME_OWN,>0.5,>2,<0.5,<=5 miles,>0.5,<0.5,4.0,6,2,8,1,4.0,4.0,3.0,5,5,5,3.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
13904,40479145,11.0,4.0,4,4,4,4.0,4.0,3.0,1,0.5,2,1,5,1.0,5.0,HOME_OWN,>0.5,2,0.5,>15 miles,0.5,0,5.0,5,1,2,1,3.0,4.0,4.0,4,4,4,4.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
13905,40479296,4.0,,-9,-9,-9,3.0,3.0,3.0,1,0.0,10,4,6,1.0,4.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,4.0,6,4,10,1,3.0,3.0,3.0,-9,-9,-9,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13906,40479746,11.0,1.0,4,5,5,4.0,4.0,4.0,2,1.0,1,1,3,1.0,3.0,HOME_OWN,1,1,1,5-10 miles,1,1,3.0,3,1,1,2,4.0,4.0,4.0,5,5,4,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13907,40479772,1.0,1.0,5,2,5,4.0,4.0,4.0,2,0.0,1,1,1,1.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,1,1,1,2,4.0,4.0,4.0,5,2,5,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13908,40480061,9.0,5.0,5,5,5,5.0,5.0,5.0,1,0.25,4,1,2,0.5,3.0,HOME_OWN,<0.5,>2,<0.5,5-10 miles,<0.5,<0.5,3.0,2,1,4,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13909,40480192,6.0,4.0,5,5,5,5.0,5.0,5.0,2,1.0,1,1,3,1.0,3.0,HOME_OWN,1,1,non-work,Not Sure,non-work,non-work,3.0,3,1,1,2,5.0,5.0,5.0,5,5,5,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13910,40480240,11.0,1.0,-9,-9,-9,3.0,,,1,0.0,10,1,5,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,5,1,10,1,,,3.0,-9,-9,-9,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
13911,40480266,1.0,1.0,-9,-9,-9,2.0,3.0,2.0,2,1.0,1,1,1,1.0,2.0,HOME_RENT,1,1,0,<=5 miles,1,1,2.0,1,1,1,2,2.0,3.0,2.0,-9,-9,-9,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
13912,40480317,8.0,3.0,5,5,5,3.0,5.0,5.0,1,0.5,2,1,3,1.0,5.0,HOME_RENT,>0.5,2,0.5,>15 miles,0,0,5.0,3,1,2,1,5.0,5.0,3.0,5,5,5,3.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
