,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
16541,40731349,5,HOME_RENT,6,2,Never,5,3,4,1,2,4,3,2,1,2,10,1.0,0.0,0.5,10,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,63.5,>60,4.0,0.5,>15 miles,>30,2.0,5.0,4 - 5,0.5,0.5
16542,40731408,7,HOME_OWN,6,1,Never,4,5,4,4,3,4,5,3,1,>2,6,1.0,0.0,0.3333333333333333,10,1,1,5,21,Daily,2,1.0,<0.5,1,0,>2,1,56.0,50 - 60,3.0,<0.5,10 - 15 miles,20 - 30,3.0,2.0,<=2,<0.5,<0.5
16543,40731506,4,HOME_RENT,4,2,Never,4,5,5,4,4,4,4,4,2,1,2,1.0,0.0,1.0,1,2,2,6,23,Rarely,2,1.0,1,1,0,1,1,59.0,50 - 60,2.0,1,>15 miles,>30,2.0,2.0,<=2,0,0
16544,40731568,2,HOME_RENT,5,2,Never,5,5,5,2,2,1,5,5,2,1,4,1.0,0.0,1.0,1,2,2,6,24,Daily,2,1.0,1,1,0,1,1,68.0,>60,3.0,1,<=5 miles,<=10,3.0,4.0,3 - 4,1,0
16545,40731761,2,HOME_OWN,6,5,Never,5,5,5,5,5,5,5,5,1,2,2,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,66.5,>60,3.0,non-work,Not Sure,non-work,2.0,1.0,<=2,non-work,non-work
16546,40731815,6,HOME_OWN,3,NA,NA,-9,1,-9,1,NA,3,NA,2,1,1,9,1.0,0.0,0.0,10,2,1,1,23,Daily,2,0.5,0,1,0,2,1,60.5,>60,2.0,non-work,Not Sure,non-work,4.0,4.5,4 - 5,non-work,non-work
16547,40731817,1,HOME_RENT,4,4,Never,4,5,5,5,3,5,5,5,2,1,3,1.0,0.0,0.0,9,1,1,5,21,Rarely,2,1.0,0,1,0,1,1,69.0,>60,2.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
16548,40731912,3,HOME_OWN,3,5,Never,5,5,5,2,2,5,5,5,2,1,0,1.0,0.0,0.0,9,2,1,2,23,Never,2,1.0,0,1,0,1,1,78.0,>60,2.0,non-work,Not Sure,non-work,2.0,0.0,<=2,non-work,non-work
16549,40731924,3,HOME_OWN,8,3,Never,5,4,4,2,3,3,4,2,1,2,5,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,62.0,>60,3.0,0.5,>15 miles,>30,2.0,2.5,2 - 3,0.5,0.5
16550,40731951,5,HOME_OWN,11,5,Never,5,5,5,5,3,5,5,5,1,2,11,1.0,0.0,0.5,2,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1,51.0,50 - 60,5.0,0.5,5-10 miles,10 - 20,1.0,5.5,>5,0.5,0
16551,40732177,7,HOME_OWN,4,4,Rarely,5,-9,4,1,2,3,3,3,1,2,4,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1,59.0,50 - 60,2.0,non-work,Not Sure,non-work,4.0,2.0,<=2,non-work,non-work
16552,40732262,6,HOME_OWN,7,3,Rarely,4,5,4,2,3,4,4,4,1,2,6,1.0,0.0,0.5,10,2,2,6,24,Daily,2,1.0,>0.5,1,0,2,1,58.5,50 - 60,5.0,0.5,<=5 miles,<=10,2.0,3.0,2 - 3,0.5,0
16553,40732269,4,HOME_RENT,5,1,Never,3,3,1,2,1,1,4,1,2,1,3,1.0,0.0,1.0,1,1,1,5,21,Daily,1,1.0,1,1,0,1,0,51.0,50 - 60,5.0,1,10 - 15 miles,>30,3.0,3.0,2 - 3,1,1
16554,40732356,1,HOME_OWN,NA,5,Never,5,5,5,4,3,5,5,5,2,1,3,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,83.0,>60,3.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
16555,40732489,2,HOME_OWN,2,4,Rarely,5,5,5,3,2,3,3,5,1,2,10,0.6666666666666666,0.0,0.6666666666666666,6,2,1,1,23,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1,25.666666666666668,<=30,5.0,0,<=5 miles,10 - 20,2.0,3.333333333333333,3 - 4,>0.5,<0.5
16556,40732542,6,HOME_RENT,5,3,Never,5,5,5,3,3,2,5,5,1,2,7,1.0,0.0,1.0,2,2,1,3,22,Daily,1,1.0,1,1,0,2,1,26.0,<=30,5.0,1,5-10 miles,10 - 20,2.0,3.5,3 - 4,1,0.5
16557,40732639,3,HOME_RENT,1,2,Rarely,5,5,5,1,1,2,2,3,1,1,9,0.5,0.0,0.0,5,2,1,1,23,Rarely,2,0.5,0,>0.5,0,2,1,30.0,<=30,3.0,non-work,Not Sure,non-work,3.0,4.5,4 - 5,non-work,non-work
16558,40732657,5,HOME_RENT,10,1,Never,5,1,1,2,1,3,3,2,1,2,7,1.0,0.0,1.0,2,1,1,5,21,Daily,1,1.0,1,1,0,2,1,52.5,50 - 60,5.0,1,>15 miles,>30,2.0,3.5,3 - 4,1,0.5
16559,40733018,2,HOME_OWN,11,4,Never,4,3,3,3,2,4,4,2,1,2,18,0.5,0.0,0.5,6,1,1,5,21,Daily,2,0.5,>0.5,>0.5,0,>2,1,30.5,30 - 40,5.0,<0.5,>15 miles,>30,2.0,4.5,4 - 5,0.5,0
16560,40733226,2,HOME_OWN,5,1,Rarely,4,5,5,1,1,1,1,1,2,1,0,1.0,0.0,0.0,1,2,4,6,23,Daily,2,1.0,0,1,0,1,1,39.0,30 - 40,3.0,non-work,Not Sure,non-work,2.0,0.0,<=2,non-work,non-work
16561,40733233,1,HOME_OWN,10,2,Never,5,5,5,2,3,4,4,4,1,>2,0,0.5,0.0,0.5,6,2,4,6,24,Daily,2,0.75,>0.5,>0.5,0,>2,1,31.5,30 - 40,5.0,0.5,>15 miles,20 - 30,1.0,0.0,<=2,0.5,0
16562,40733377,5,HOME_OWN,11,4,Never,5,5,5,4,4,4,5,4,1,2,6,1.0,0.0,1.0,10,2,1,2,23,Daily,2,1.0,1,1,0,2,1,68.0,>60,5.0,0,<=5 miles,10 - 20,3.0,3.0,2 - 3,1,0.5
16563,40733507,3,HOME_RENT,2,2,Never,5,5,5,2,3,2,5,5,2,1,4,1.0,0.0,0.0,1,2,1,1,23,Daily,2,1.0,0,1,0,1,1,53.0,50 - 60,4.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
16564,40733872,7,HOME_OWN,2,NA,NA,-9,-9,-9,2,2,3,3,3,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,86.0,>60,5.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
16565,40734000,6,HOME_OWN,7,3,Rarely,4,4,4,1,3,2,2,3,1,2,24,0.5,0.0,0.5,6,2,2,6,24,Daily,2,0.5,>0.5,>0.5,0,>2,1,31.25,30 - 40,4.0,<0.5,<=5 miles,10 - 20,4.0,6.0,>5,<0.5,<0.5
16566,40734223,3,HOME_OWN,11,5,Daily,5,5,3,4,4,3,2,3,1,2,15,0.5,0.0,0.5,4,1,1,5,21,Daily,2,0.5,>0.5,>0.5,0,>2,1,26.5,<=30,5.0,<0.5,<=5 miles,20 - 30,2.0,3.75,3 - 4,0.5,<0.5
16567,40734388,3,HOME_RENT,9,1,Never,3,3,1,4,1,2,5,1,1,0,4,1.0,0.0,1.0,2,1,1,5,21,Daily,1,0.0,1,1,0,2,0,51.5,50 - 60,5.0,1,10 - 15 miles,>30,3.0,2.0,<=2,1,0.5
16568,40734467,4,HOME_OWN,3,3,Never,5,5,5,1,2,2,4,NA,1,2,4,1.0,0.0,0.5,2,2,4,6,24,Rarely,2,1.0,>0.5,1,0,2,1,46.0,40 - 50,2.0,0,5-10 miles,10 - 20,3.0,2.0,<=2,0.5,0.5
16569,40734509,6,HOME_OWN,4,5,Never,5,5,5,2,NA,NA,NA,NA,2,1,0,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,88.0,>60,3.0,non-work,Not Sure,non-work,2.0,0.0,<=2,non-work,non-work
16570,40734647,7,HOME_OWN,7,4,Rarely,5,5,4,5,3,3,3,3,1,2,3,0.5,0.0,0.5,6,2,4,6,23,Daily,2,0.5,>0.5,>0.5,0,>2,1,29.75,<=30,4.0,<0.5,>15 miles,>30,2.0,0.75,<=2,<0.5,<0.5
16571,40734792,2,HOME_OWN,NA,1,Never,5,5,5,1,1,3,5,5,2,1,4,1.0,0.0,0.0,9,2,2,6,24,Daily,2,1.0,0,1,0,1,1,67.0,>60,5.0,non-work,Not Sure,non-work,1.0,4.0,3 - 4,non-work,non-work
16572,40734862,2,HOME_OWN,10,4,Never,5,5,4,1,4,2,3,3,1,2,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,1,1,5,21,Daily,2,0.6666666666666666,>0.5,>0.5,<0.5,>2,1,43.5,40 - 50,4.0,>0.5,>15 miles,>30,1.0,1.0,<=2,>0.5,<0.5
16573,40734894,4,HOME_OWN,1,2,Rarely,5,5,5,1,1,2,2,3,1,>2,0,0.75,0.0,0.25,8,2,1,1,23,Daily,2,0.75,<0.5,>0.5,0,>2,1,38.5,30 - 40,2.0,0,Not Sure,non-work,4.0,0.0,<=2,<0.5,<0.5
16574,40734981,2,HOME_RENT,6,3,Never,5,5,5,1,1,3,5,5,1,2,6,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1,59.5,50 - 60,4.0,1,5-10 miles,10 - 20,3.0,3.0,2 - 3,1,0.5
16575,40735060,4,HOME_RENT,2,1,Never,5,5,5,2,3,4,4,4,2,0,0,1.0,0.0,0.0,9,2,1,1,23,Daily,2,0.0,0,1,0,1,0,71.0,>60,4.0,non-work,Not Sure,non-work,4.0,0.0,<=2,non-work,non-work
16576,40735135,7,HOME_RENT,11,1,NA,-9,-9,1,5,4,2,3,1,1,0,9,1.0,0.0,0.5,2,1,1,5,21,Daily,2,0.0,>0.5,1,0,2,0,24.5,<=30,4.0,0.5,<=5 miles,20 - 30,2.0,4.5,4 - 5,0.5,0
16577,40735247,2,HOME_OWN,7,2,Rarely,5,5,5,3,4,4,4,NA,1,2,4,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1,56.5,50 - 60,5.0,0.5,>15 miles,20 - 30,1.0,2.0,<=2,1,0.5
16578,40735279,6,HOME_RENT,2,1,Rarely,1,2,5,3,2,2,3,2,1,0,23,0.6666666666666666,0.0,0.3333333333333333,6,2,2,6,24,Daily,2,0.0,<0.5,>0.5,0,>2,0,31.33333333333333,30 - 40,3.0,<0.5,<=5 miles,>30,3.0,7.666666666666667,>5,0,0
16579,40735428,4,HOME_RENT,2,3,Never,5,5,5,2,2,3,5,5,2,1,4,1.0,0.0,0.0,1,2,1,1,23,Daily,2,1.0,0,1,0,1,1,36.0,30 - 40,4.0,non-work,Not Sure,non-work,4.0,4.0,3 - 4,non-work,non-work
16580,40735465,5,HOME_RENT,5,3,Never,4,5,4,4,3,5,5,5,2,1,6,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1,54.0,50 - 60,4.0,1,10 - 15 miles,20 - 30,1.0,6.0,>5,0,1
16581,40735651,3,HOME_OWN,3,5,Never,5,5,5,5,5,5,5,5,2,1,5,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1,76.0,>60,2.0,non-work,Not Sure,non-work,1.0,5.0,4 - 5,non-work,non-work
16582,40735675,2,HOME_OWN,4,4,Never,5,5,5,2,2,4,3,3,1,1,15,1.0,0.0,0.5,10,2,1,3,23,Never,2,0.5,>0.5,1,0,2,1,69.5,>60,2.0,0,<=5 miles,<=10,2.0,7.5,>5,0.5,0.5
16583,40735728,5,HOME_OWN,10,2,Never,5,5,5,4,5,5,3,3,1,2,7,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,60.0,50 - 60,4.0,0.5,>15 miles,>30,1.0,3.5,3 - 4,0.5,0
16584,40735742,4,HOME_RENT,1,3,Never,5,4,5,2,2,3,5,3,2,1,0,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1,50.0,40 - 50,3.0,0,<=5 miles,<=10,5.0,0.0,<=2,1,1
16585,40735981,1,HOME_OWN,8,5,Never,5,5,5,4,3,5,5,5,1,2,0,0.5,0.0,0.5,6,1,1,5,21,Daily,2,0.5,>0.5,>0.5,0,>2,1,32.5,30 - 40,5.0,0.5,>15 miles,>30,2.0,0.0,<=2,0.5,<0.5
16586,40735987,6,HOME_OWN,4,5,Never,4,5,5,2,3,3,3,4,1,2,5,1.0,0.0,0.5,2,2,4,6,22,Daily,2,1.0,>0.5,1,0,2,1,68.0,>60,3.0,0.5,5-10 miles,<=10,2.0,2.5,2 - 3,0.5,0.5
16587,40736236,1,HOME_RENT,1,5,Never,5,5,5,3,3,3,3,3,2,0,0,1.0,0.0,0.0,9,2,1,3,23,Never,2,0.0,0,1,0,1,0,92.0,>60,3.0,non-work,Not Sure,non-work,5.0,0.0,<=2,non-work,non-work
16588,40736306,6,HOME_OWN,10,1,Never,5,4,4,3,3,4,5,5,1,2,10,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1,53.0,50 - 60,4.0,1,10 - 15 miles,20 - 30,2.0,5.0,4 - 5,1,0
16589,40736327,5,HOME_RENT,3,1,Never,5,2,2,4,1,1,5,2,2,0,5,1.0,0.0,0.0,1,2,1,3,22,Rarely,1,0.0,0,1,0,1,0,53.0,50 - 60,1.0,non-work,Not Sure,non-work,4.0,5.0,4 - 5,non-work,non-work
16590,40736503,2,HOME_RENT,1,1,Daily,5,4,5,1,1,1,1,5,2,1,9,1.0,0.0,0.0,1,2,1,1,23,Daily,2,1.0,0,1,0,1,0,62.0,>60,2.0,non-work,Not Sure,non-work,2.0,9.0,>5,non-work,non-work
16591,40736580,5,HOME_OWN,2,5,Never,5,5,5,2,2,3,3,3,2,1,2,1.0,0.0,0.0,9,2,4,6,23,Never,2,1.0,0,1,0,1,1,62.0,>60,1.0,non-work,Not Sure,non-work,2.0,2.0,<=2,non-work,non-work
16592,40736710,7,HOME_OWN,7,4,Never,5,5,5,5,4,5,5,5,1,2,2,1.0,0.0,0.5,10,2,4,6,24,Rarely,2,1.0,>0.5,1,0,2,1,68.5,>60,4.0,0,>15 miles,10 - 20,3.0,1.0,<=2,0.5,0
16593,40736790,4,HOME_OWN,6,2,Rarely,4,4,4,2,3,4,4,5,1,1,1,1.0,0.0,0.5,2,2,1,2,23,Daily,2,0.5,>0.5,1,0,2,1,40.0,30 - 40,5.0,0.5,5-10 miles,10 - 20,1.0,0.5,<=2,0,0
16594,40736853,1,HOME_OWN,5,5,Never,5,5,5,3,3,5,5,5,1,2,2,1.0,0.0,0.5,10,2,1,3,22,Rarely,2,1.0,>0.5,1,0,2,1,65.0,>60,3.0,0.5,10 - 15 miles,20 - 30,3.0,1.0,<=2,0.5,0.5
16595,40736973,2,HOME_OWN,5,2,NA,-9,-9,-9,2,NA,NA,NA,NA,2,1,4,1.0,0.0,0.0,1,1,1,5,21,Daily,2,1.0,0,1,0,1,1,85.0,>60,3.0,non-work,Not Sure,non-work,1.0,4.0,3 - 4,non-work,non-work
16596,40737036,2,HOME_OWN,NA,2,Never,5,-9,-9,1,1,1,5,3,1,1,5,1.0,0.0,0.0,10,1,1,5,21,Rarely,2,0.5,0,1,0,2,1,67.0,>60,3.0,non-work,Not Sure,non-work,3.0,2.5,2 - 3,non-work,non-work
16597,40737042,1,HOME_OWN,5,3,Never,4,5,5,3,3,5,5,5,1,>2,15,0.75,0.0,0.5,6,2,1,3,22,Daily,2,0.75,>0.5,>0.5,0,>2,1,41.25,40 - 50,4.0,0.5,5-10 miles,20 - 30,4.0,3.75,3 - 4,0.5,<0.5
16598,40737066,5,HOME_OWN,9,4,Rarely,4,5,4,3,2,3,3,3,1,2,8,1.0,0.0,1.0,2,1,1,2,21,Daily,2,1.0,1,1,0,2,1,29.5,<=30,5.0,1,5-10 miles,<=10,3.0,4.0,3 - 4,1,0.5
16599,40737085,7,HOME_OWN,8,3,Never,5,5,5,2,2,4,3,5,2,1,10,1.0,0.0,1.0,1,1,2,6,21,Rarely,2,1.0,1,1,0,1,1,56.0,50 - 60,5.0,1,>15 miles,20 - 30,2.0,10.0,>5,1,1
16600,40737112,7,HOME_RENT,3,1,Rarely,3,1,1,1,1,1,NA,1,2,0,2,1.0,0.0,1.0,1,1,1,5,21,Daily,1,0.0,1,1,0,1,0,56.0,50 - 60,4.0,1,10 - 15 miles,>30,3.0,2.0,<=2,1,1
16601,40737201,2,HOME_OWN,4,2,Never,5,5,5,3,3,4,4,4,1,2,2,1.0,0.0,0.0,10,2,1,3,22,Daily,2,1.0,0,1,0,2,1,66.5,>60,2.0,non-work,Not Sure,non-work,4.0,1.0,<=2,non-work,non-work
16602,40737357,4,HOME_OWN,6,4,Never,5,4,4,NA,2,1,5,4,1,1,6,1.0,0.0,0.0,10,1,1,5,21,Rarely,2,0.5,0,1,0,2,1,67.0,>60,2.0,non-work,Not Sure,non-work,3.0,3.0,2 - 3,non-work,non-work
16603,40737575,4,HOME_RENT,5,5,Never,4,4,4,1,2,5,5,3,1,2,6,0.5,0.5,0.5,4,1,1,5,21,Daily,2,0.5,>0.5,>0.5,>0.5,>2,1,36.0,30 - 40,5.0,<0.5,5-10 miles,10 - 20,1.0,3.0,2 - 3,<0.5,<0.5
16604,40737614,4,HOME_OWN,10,4,Never,5,5,5,4,4,4,5,5,1,2,11,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1,50.0,40 - 50,5.0,1,>15 miles,>30,3.0,5.5,>5,1,0
16605,40737631,2,HOME_OWN,6,2,Never,5,5,5,1,2,5,5,5,1,2,7,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,64.5,>60,2.0,non-work,Not Sure,non-work,3.0,3.5,3 - 4,non-work,non-work
16606,40737677,6,HOME_OWN,3,3,Never,5,5,4,1,1,2,5,3,2,1,4,1.0,0.0,1.0,1,1,1,5,21,Daily,1,1.0,1,1,0,1,1,59.0,50 - 60,3.0,0,Not Sure,non-work,2.0,4.0,3 - 4,0,0
16607,40737683,2,HOME_RENT,5,1,Rarely,4,3,5,NA,NA,3,2,2,2,1,0,1.0,0.0,0.0,1,2,1,1,23,Rarely,2,1.0,0,1,0,1,0,46.0,40 - 50,2.0,non-work,Not Sure,non-work,3.0,0.0,<=2,non-work,non-work
16608,40737722,6,HOME_OWN,6,2,Never,4,5,3,4,2,4,4,4,2,1,5,1.0,0.0,0.0,9,1,1,5,21,Daily,1,1.0,0,1,0,1,1,75.0,>60,4.0,non-work,Not Sure,non-work,2.0,5.0,4 - 5,non-work,non-work
16609,40737760,1,HOME_OWN,7,1,Rarely,3,4,4,4,4,4,4,4,1,2,7,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1,58.0,50 - 60,5.0,0.5,<=5 miles,<=10,2.0,3.5,3 - 4,0.5,0
16610,40737822,1,HOME_OWN,6,NA,NA,5,4,4,4,4,4,4,4,1,2,5,0.5,0.25,0.5,4,1,1,5,21,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1,28.666666666666668,<=30,4.0,<0.5,>15 miles,>30,3.0,1.6666666666666667,<=2,<0.5,<0.5
16611,40737876,2,HOME_OWN,5,NA,NA,-9,-9,-9,2,4,4,4,4,1,2,2,1.0,0.0,0.0,10,2,4,6,24,Rarely,2,1.0,0,1,0,2,1,68.0,>60,3.0,non-work,Not Sure,non-work,2.0,1.0,<=2,non-work,non-work
16612,40737918,3,HOME_OWN,7,5,Never,5,4,5,3,2,4,4,4,2,1,9,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,55.0,50 - 60,3.0,1,>15 miles,10 - 20,2.0,9.0,>5,1,0
16613,40737926,7,HOME_OWN,1,NA,NA,-9,-9,1,1,1,1,5,1,2,1,0,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1,41.0,40 - 50,5.0,1,>15 miles,>30,1.0,0.0,<=2,1,1
16614,40737982,1,HOME_OWN,8,1,Rarely,5,5,4,3,4,3,3,4,1,2,8,1.0,0.0,1.0,2,2,1,3,23,Daily,2,1.0,1,1,0,2,1,61.0,>60,3.0,1,5-10 miles,10 - 20,1.0,4.0,3 - 4,1,0.5
16615,40738245,7,HOME_OWN,7,4,Rarely,5,5,5,1,2,5,4,5,1,2,11,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,62.0,>60,5.0,non-work,Not Sure,non-work,3.0,5.5,>5,non-work,non-work
16616,40738259,5,HOME_RENT,2,NA,Daily,-9,-9,-9,1,NA,NA,NA,NA,2,0,4,1.0,0.0,0.0,1,2,4,6,23,Daily,2,0.0,0,1,0,1,0,60.0,50 - 60,2.0,non-work,Not Sure,non-work,4.0,4.0,3 - 4,non-work,non-work
16617,40738496,5,HOME_OWN,5,4,Never,5,5,5,3,3,3,4,4,2,1,3,1.0,0.0,0.0,1,2,1,3,22,Daily,2,1.0,0,1,0,1,1,53.0,50 - 60,2.0,non-work,Not Sure,non-work,4.0,3.0,2 - 3,non-work,non-work
16618,40738571,5,HOME_OWN,11,2,Rarely,4,2,2,5,5,5,5,1,1,2,10,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1,65.0,>60,5.0,non-work,Not Sure,non-work,2.0,5.0,4 - 5,non-work,non-work
16619,40738698,3,HOME_OWN,4,1,Never,5,4,5,3,4,3,3,2,2,0,4,1.0,0.0,0.0,9,2,1,1,23,Daily,2,0.0,0,1,0,1,0,80.0,>60,3.0,non-work,Not Sure,non-work,3.0,4.0,3 - 4,non-work,non-work
16620,40738703,5,HOME_OWN,4,3,Rarely,5,5,5,4,4,2,2,5,1,>2,7,1.0,0.0,1.0,8,2,2,6,24,Daily,2,1.0,1,1,0,>2,0,36.333333333333336,30 - 40,3.0,>0.5,<=5 miles,10 - 20,2.0,2.333333333333333,2 - 3,>0.5,<0.5
16621,40738718,6,HOME_OWN,4,5,Never,5,5,5,3,3,5,5,5,1,2,2,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1,75.5,>60,2.0,non-work,Not Sure,non-work,4.0,1.0,<=2,non-work,non-work
16622,40739066,4,HOME_RENT,4,4,Never,5,5,5,4,4,5,5,5,1,2,2,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1,56.0,50 - 60,2.0,0.5,<=5 miles,<=10,3.0,1.0,<=2,0.5,0.5
16623,40739175,2,HOME_OWN,11,5,Never,4,5,4,4,4,5,5,5,1,2,11,0.5,0.0,0.5,6,1,4,6,21,Daily,2,0.5,>0.5,>0.5,0,>2,1,33.75,30 - 40,4.0,0.5,Not Sure,non-work,3.0,2.75,2 - 3,0.5,0
16624,40739274,5,HOME_OWN,NA,2,Never,3,5,5,2,2,3,3,5,1,1,6,0.5,0.5,0.0,3,2,1,3,22,Daily,2,0.5,0,>0.5,>0.5,2,1,39.0,30 - 40,3.0,non-work,Not Sure,non-work,4.0,6.0,>5,non-work,non-work
16625,40739457,7,HOME_RENT,2,2,Never,5,5,4,1,4,5,2,2,2,0,4,1.0,0.0,0.0,9,2,1,2,23,Never,2,0.0,0,1,0,1,0,88.0,>60,2.0,non-work,Not Sure,non-work,1.0,4.0,3 - 4,non-work,non-work
16626,40739537,4,HOME_OWN,4,5,Never,5,5,5,3,4,5,5,5,2,1,3,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,1,63.0,>60,3.0,non-work,Not Sure,non-work,1.0,3.0,2 - 3,non-work,non-work
16627,40739986,1,HOME_OWN,7,5,Never,5,5,5,4,4,4,4,4,1,>2,10,1.0,0.0,0.6666666666666666,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,>2,1,43.66666666666666,40 - 50,3.0,<0.5,>15 miles,20 - 30,2.0,3.333333333333333,3 - 4,>0.5,<0.5
16628,40740001,4,HOME_OWN,5,1,NA,-9,-9,-9,2,2,1,NA,5,1,2,7,1.0,0.0,0.0,10,2,4,6,24,Never,2,1.0,0,1,0,2,1,80.0,>60,2.0,non-work,Not Sure,non-work,4.0,3.5,3 - 4,non-work,non-work
16629,40740049,7,HOME_OWN,11,1,NA,4,-9,4,5,5,5,5,5,1,2,5,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1,73.5,>60,5.0,non-work,Not Sure,non-work,1.0,2.5,2 - 3,non-work,non-work
16630,40740076,7,HOME_OWN,6,4,Rarely,5,5,5,4,3,4,4,4,1,>2,9,1.0,0.0,0.6666666666666666,2,2,1,3,22,Daily,2,1.0,>0.5,1,0,>2,1,48.66666666666666,40 - 50,5.0,>0.5,5-10 miles,10 - 20,1.0,3.0,2 - 3,>0.5,0
16631,40740077,4,HOME_OWN,10,1,Rarely,5,5,5,4,NA,2,2,5,1,>2,28,0.75,0.0,0.5,8,2,1,1,23,Daily,2,1.0,>0.5,>0.5,0,>2,1,33.25,30 - 40,5.0,0.5,5-10 miles,10 - 20,2.0,7.0,>5,0.5,<0.5
16632,40740210,3,HOME_OWN,5,5,Never,5,5,5,5,5,5,5,5,2,1,9,1.0,0.0,0.0,9,2,1,2,23,Daily,2,1.0,0,1,0,1,1,64.0,>60,3.0,non-work,Not Sure,non-work,2.0,9.0,>5,non-work,non-work
16633,40740361,7,HOME_OWN,11,5,Never,5,5,4,4,2,4,4,4,1,>2,12,1.0,0.0,0.8,8,1,1,1,21,Daily,2,1.0,>0.5,1,0,>2,1,35.6,30 - 40,4.0,<0.5,>15 miles,>30,3.0,2.4,2 - 3,>0.5,<0.5
16634,40740525,7,HOME_OWN,7,1,Never,5,5,5,4,3,2,5,3,2,1,5,1.0,0.0,0.0,9,2,2,6,24,Daily,2,1.0,0,1,0,1,1,65.0,>60,5.0,non-work,Not Sure,non-work,3.0,5.0,4 - 5,non-work,non-work
16635,40740532,5,HOME_OWN,3,5,Never,5,5,5,5,4,5,5,5,2,1,0,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1,78.0,>60,1.0,non-work,Not Sure,non-work,4.0,0.0,<=2,non-work,non-work
16636,40740706,4,HOME_OWN,6,1,Rarely,4,4,4,4,2,3,3,4,2,1,5,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1,54.0,50 - 60,4.0,1,5-10 miles,10 - 20,2.0,5.0,4 - 5,1,0
16637,40740746,2,HOME_RENT,2,1,Rarely,4,2,5,2,1,1,1,1,2,1,5,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1,24.0,<=30,3.0,1,<=5 miles,>30,2.0,5.0,4 - 5,1,1
