,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
42,30003393,HOME_RENT,3,1,Rarely,3,2,5,1,1,3,3,3,1,4,1,0,0.666666667,2,2,1,1,23,Daily,0,>0.5,1,0,>2,0,48.66666667,40 - 50,3,<0.5,<=5 miles,20 - 30,2,1.333333333,<=2,>0.5,<0.5
43,30003425,HOME_OWN,7,1,Rarely,5,5,5,3,3,1,3,5,2,12,1,0,0,10,2,2,6,22,Daily,1,0,1,0,2,1,76.5,>60,5,non-work,Not Sure,non-work,5,6,>5,non-work,non-work
44,30003445,HOME_OWN,11,1,Rarely,3,4,4,5,5,5,5,5,2,4,1,0,1,1,2,1,2,23,Daily,1,1,1,0,1,1,61,>60,5,1,10 - 15 miles,20 - 30,2,4,3-Apr,1,0
45,30003489,HOME_OWN,5,4,Rarely,5,5,4,4,4,4,4,4,2,9,1,0,1,1,2,4,6,22,Daily,1,1,1,0,1,1,47,40 - 50,3,1,>15 miles,>30,1,9,>5,1,1
46,30003499,HOME_OWN,7,1,Never,5,3,4,2,1,3,3,2,1,4,1,0,1,2,1,4,6,21,Daily,0.5,1,1,0,2,1,65.5,>60,3,0,>15 miles,>30,3,2,<=2,1,0.5
47,30003594,HOME_OWN,8,4,Never,5,5,4,2,3,3,3,3,1,5,1,0,1,2,1,1,2,21,Daily,1,1,1,0,2,1,58.5,50 - 60,3,1,>15 miles,>30,3,2.5,2-Mar,1,0
48,30003624,HOME_RENT,6,3,Never,4,1,4,3,2,4,4,2,1,11,1,0,1,2,2,1,1,23,Daily,1,1,1,0,2,1,29,<=30,5,1,<=5 miles,20 - 30,2,5.5,>5,0.5,0
49,30003653,HOME_OWN,8,1,Rarely,4,5,3,3,4,4,4,4,1,9,1,0,0.5,10,1,1,5,21,Daily,1,>0.5,1,0,2,1,62.5,>60,4,0.5,10 - 15 miles,>30,3,4.5,4-May,0.5,0
50,30003672,HOME_OWN,5,5,Never,5,5,5,3,2,5,5,5,1,9,1,0,0,10,1,1,2,21,Daily,1,0,1,0,2,1,69.5,>60,4,non-work,Not Sure,non-work,3,4.5,4-May,non-work,non-work
51,30003901,HOME_RENT,7,1,Never,5,5,5,2,3,3,5,5,1,9,0.5,0,0.5,5,2,1,3,23,Daily,0.5,>0.5,>0.5,0,2,1,34,30 - 40,5,0.5,5-10 miles,20 - 30,3,4.5,4-May,0.5,0
52,30003967,HOME_OWN,3,2,Rarely,5,5,5,2,4,3,4,4,2,6,1,0,0,9,2,1,1,23,Rarely,1,0,1,0,1,1,70,>60,5,non-work,Not Sure,non-work,1,6,>5,non-work,non-work
53,30003993,HOME_OWN,5,2,Never,5,5,5,2,2,2,3,3,1,8,1,0,0.5,10,2,1,1,23,Daily,1,>0.5,1,0,2,1,62.5,>60,2,0.5,5-10 miles,Oct-20,4,4,3-Apr,0.5,0
54,30004056,HOME_OWN,,,Never,4,5,3,2,4,4,5,5,2,2,1,0,1,1,1,1,2,21,Daily,1,1,1,0,1,1,56,50 - 60,5,1,>15 miles,>30,1,2,<=2,1,1
55,30004079,HOME_RENT,6,5,Never,5,5,5,4,3,5,5,5,2,12,1,0,0,9,2,4,6,24,Daily,1,0,1,0,1,1,65,>60,4,non-work,Not Sure,non-work,1,12,>5,non-work,non-work
56,30004116,HOME_OWN,,,,-9,-9,-9,2,2,5,5,5,1,6,1,0,1,2,2,4,6,24,Rarely,1,1,1,0,2,1,58,50 - 60,3,1,>15 miles,20 - 30,2,3,2-Mar,1,0.5
57,30004142,HOME_OWN,4,2,,-9,-9,-9,2,3,3,3,3,2,5,1,0,0,9,2,4,6,23,Daily,1,0,1,0,1,1,80,>60,3,non-work,Not Sure,non-work,1,5,4-May,non-work,non-work
58,30004351,HOME_OWN,8,5,Never,5,5,5,3,2,4,4,4,1,4,0.666666667,0.333333333,0.666666667,4,2,1,1,23,Daily,0.666666667,>0.5,>0.5,<0.5,>2,1,33.5,30 - 40,5,>0.5,>15 miles,20 - 30,3,2,<=2,>0.5,<0.5
59,30004430,HOME_OWN,7,4,Never,5,5,5,4,4,4,4,4,1,7,1,0,1,2,2,1,1,23,Daily,1,1,1,0,2,1,33.5,30 - 40,4,1,<=5 miles,Oct-20,3,3.5,3-Apr,1,0.5
60,30004446,HOME_OWN,4,2,Never,5,5,5,3,2,4,4,3,1,4,1,0,0,10,1,1,5,21,Never,1,0,1,0,2,1,78.5,>60,2,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
61,30004479,HOME_OWN,6,3,Rarely,5,5,4,2,2,3,3,3,1,4,1,0,0.5,10,2,4,6,23,Daily,1,>0.5,1,0,2,1,60,50 - 60,4,0.5,5-10 miles,20 - 30,1,2,<=2,0.5,0.5
62,30004490,HOME_OWN,8,4,Rarely,5,5,5,1,2,2,2,4,1,7,1,0,1,8,2,4,6,23,Daily,1,1,1,0,>2,1,36.66666667,30 - 40,2,1,10 - 15 miles,20 - 30,2,2.333333333,2-Mar,1,<0.5
63,30004535,HOME_RENT,4,2,Daily,4,2,-9,4,2,3,3,5,1,6,1,0,0.5,2,2,1,1,23,Daily,1,>0.5,1,0,2,0,36.5,30 - 40,5,0.5,Not Sure,non-work,3,3,2-Mar,0,0
64,30004574,HOME_OWN,9,4,Rarely,5,4,4,4,2,3,4,2,1,0,1,0,0.333333333,8,2,1,3,23,Daily,1,<0.5,1,0,>2,1,39.33333333,30 - 40,4,<0.5,Not Sure,Oct-20,3,0,<=2,<0.5,0
65,30004585,HOME_OWN,8,2,Never,5,5,5,4,2,4,4,4,2,3,1,0,1,1,1,1,1,21,Daily,1,1,1,0,1,1,44,40 - 50,2,0,>15 miles,>30,2,3,2-Mar,0,1
66,30004634,HOME_OWN,2,,,-9,-9,-9,1,3,5,5,5,2,3,1,0,0,9,2,1,1,23,Daily,1,0,1,0,1,1,65,>60,3,non-work,Not Sure,non-work,4,3,2-Mar,non-work,non-work
67,30004800,HOME_OWN,7,5,Never,5,5,5,2,3,4,4,4,1,18,1,0,1,7,2,1,1,23,Daily,1,1,1,0,2,1,36.5,30 - 40,4,0.5,>15 miles,Oct-20,2,9,>5,0.5,0
68,30004801,HOME_RENT,4,2,Never,4,4,5,1,2,2,4,4,2,5,1,0,1,1,2,1,3,23,Rarely,1,1,1,0,1,1,44,40 - 50,2,0,10 - 15 miles,Oct-20,3,5,4-May,1,1
69,30004939,HOME_OWN,6,,,-9,-9,-9,1,1,5,5,5,1,0,0.666666667,0.333333333,0.333333333,4,1,1,2,21,Rarely,0.666666667,<0.5,>0.5,<0.5,>2,1,67.5,>60,3,<0.5,5-10 miles,Oct-20,3,0,<=2,<0.5,0
70,30005002,HOME_OWN,5,2,Never,5,4,5,3,3,4,5,5,2,6,1,0,0,9,2,1,1,23,Daily,1,0,1,0,1,1,92,>60,3,non-work,Not Sure,non-work,2,6,>5,non-work,non-work
71,30005067,HOME_OWN,6,,,-9,-9,-9,4,3,5,5,5,2,3,1,0,0,9,2,4,6,24,Daily,1,0,1,0,1,1,75,>60,3,non-work,Not Sure,non-work,2,3,2-Mar,non-work,non-work
72,30005093,HOME_OWN,6,3,Never,5,5,4,4,4,4,4,4,1,13,1,0,0.5,2,2,1,3,22,Daily,1,>0.5,1,0,2,1,66,>60,3,0.5,10 - 15 miles,20 - 30,2,6.5,>5,0.5,0.5
73,30005158,HOME_OWN,7,4,Rarely,5,5,5,2,4,3,3,5,2,4,1,0,1,1,2,2,6,23,Daily,1,1,1,0,1,1,48,40 - 50,4,1,<=5 miles,Oct-20,2,4,3-Apr,1,1
74,30005199,HOME_RENT,4,3,Never,4,4,5,2,4,2,4,2,1,20,0.4,0.4,0.2,4,2,1,1,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1,23.33333333,<=30,3,<0.5,<=5 miles,<=10,2,6.666666667,>5,<0.5,<0.5
75,30005202,HOME_RENT,3,2,Rarely,5,4,4,3,3,4,4,4,2,5,1,0,1,1,2,2,6,23,Daily,1,1,1,0,1,1,75,>60,4,0,<=5 miles,<=10,2,5,4-May,1,1
76,30005268,HOME_RENT,1,,,-9,-9,-9,1,2,,,,2,3,1,0,0,9,2,4,6,23,Daily,1,0,1,0,1,1,67,>60,4,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
77,30005283,HOME_RENT,1,,,3,1,-9,,,,,1,2,3,1,0,0,9,2,1,1,23,,0,0,1,0,1,0,68,>60,1,non-work,Not Sure,non-work,2,3,2-Mar,non-work,non-work
78,30005315,HOME_OWN,3,1,,5,5,4,1,2,1,2,2,2,7,1,0,0,9,1,1,2,21,Rarely,1,0,1,0,1,1,73,>60,3,non-work,Not Sure,non-work,1,7,>5,non-work,non-work
79,30005372,HOME_OWN,9,3,Never,2,4,3,4,4,4,4,2,1,11,1,0,0.5,2,1,1,5,21,Daily,1,>0.5,1,0,2,1,48,40 - 50,4,0,Not Sure,non-work,1,5.5,>5,0,0
80,30005383,HOME_OWN,6,3,Never,5,5,5,2,3,4,4,4,2,3,1,0,0,9,2,1,3,22,Daily,1,0,1,0,1,1,66,>60,5,non-work,Not Sure,non-work,2,3,2-Mar,non-work,non-work
81,30005445,HOME_OWN,6,,,-9,-9,-9,2,2,2,4,5,2,5,1,0,0,9,2,4,6,23,Never,1,0,1,0,1,1,66,>60,3,non-work,Not Sure,non-work,3,5,4-May,non-work,non-work
82,30005565,HOME_RENT,4,3,Never,5,5,5,2,2,2,3,4,2,0,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,25,<=30,2,1,<=5 miles,<=10,3,0,<=2,1,1
83,30005713,HOME_OWN,4,,,-9,-9,-9,2,,,,,2,3,1,0,0,9,1,1,5,21,,1,0,1,0,1,1,87,>60,2,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
84,30005945,HOME_OWN,9,4,Never,4,3,3,3,3,4,4,4,2,6,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,45,40 - 50,4,1,>15 miles,>30,3,6,>5,1,1
85,30005964,HOME_RENT,1,2,Rarely,5,5,5,1,1,1,1,3,2,2,1,0,0,1,2,2,6,24,Daily,1,0,1,0,1,1,53,50 - 60,3,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
86,30005995,HOME_OWN,,4,Never,5,5,5,2,2,5,5,5,1,8,1,0,0.5,7,2,2,6,23,Daily,1,>0.5,1,0,2,1,31.5,30 - 40,3,0,Not Sure,non-work,3,4,3-Apr,0.5,0
87,30006078,HOME_OWN,8,2,,-9,-9,-9,5,3,4,4,4,1,19,1,0,0,10,2,1,1,23,Daily,0.5,0,1,0,2,1,87,>60,5,non-work,Not Sure,non-work,3,9.5,>5,non-work,non-work
88,30006185,HOME_OWN,5,3,Never,5,5,5,2,3,5,5,5,1,0,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,68,>60,4,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
89,30006198,HOME_RENT,4,4,Never,4,5,5,2,2,5,5,5,1,6,0.333333333,0.333333333,0.333333333,3,2,1,3,23,Daily,0.333333333,<0.5,<0.5,<0.5,>2,1,14.5,<=30,2,<0.5,<=5 miles,<=10,1,3,2-Mar,<0.5,<0.5
90,30006273,HOME_OWN,7,3,Never,5,3,3,4,2,2,3,2,1,4,1,0,0.5,10,1,1,5,21,Daily,0.5,>0.5,1,0,>2,1,49.25,40 - 50,4,0.5,10 - 15 miles,>30,1,1,<=2,0.5,<0.5
91,30006274,HOME_RENT,4,2,Never,5,4,4,3,2,5,5,5,2,3,1,0,0,9,2,4,6,23,Daily,1,0,1,0,1,1,76,>60,5,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
92,30006388,HOME_RENT,2,1,Daily,2,4,5,2,2,1,1,1,1,14,0.666666667,0,0,6,2,2,6,23,Daily,0.333333333,0,>0.5,0,>2,0,22.66666667,<=30,2,non-work,Not Sure,non-work,4,4.666666667,4-May,non-work,non-work
93,30006397,HOME_RENT,6,,Rarely,-9,-9,-9,1,2,3,1,3,1,7,1,0,0.5,2,2,1,1,23,Daily,1,>0.5,1,0,2,1,56,50 - 60,4,0.5,<=5 miles,<=10,3,3.5,3-Apr,0.5,0
94,30006683,,,1,Never,3,3,2,3,3,3,5,3,2,6,1,0,0,9,1,1,5,21,Daily,1,0,1,0,1,0,69,>60,5,non-work,Not Sure,non-work,4,6,>5,non-work,non-work
95,30006697,HOME_OWN,6,1,,-9,-9,-9,1,3,3,3,2,1,8,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,76,>60,3,non-work,Not Sure,non-work,2,4,3-Apr,non-work,non-work
96,30006777,HOME_RENT,1,1,Rarely,4,1,4,5,3,1,5,1,2,3,1,0,1,1,2,1,1,23,Daily,0,1,1,0,1,0,62,>60,3,0,5-10 miles,>30,3,3,2-Mar,1,0
97,30006851,HOME_OWN,5,2,Never,4,5,5,3,4,4,4,4,1,14,1,0,0.5,10,2,1,1,23,Daily,1,>0.5,1,0,2,1,67,>60,3,0,<=5 miles,Oct-20,4,7,>5,0.5,0.5
98,30006890,HOME_RENT,4,1,Never,5,5,5,5,5,4,5,5,2,4,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,29,<=30,2,1,5-10 miles,Oct-20,3,4,3-Apr,1,1
99,30006957,HOME_RENT,4,4,Never,5,4,4,3,3,5,5,5,2,0,1,0,1,1,2,2,6,22,Daily,1,1,1,0,1,1,56,50 - 60,4,1,>15 miles,>30,1,0,<=2,1,0
100,30007091,HOME_OWN,4,5,Never,5,5,5,4,4,5,5,5,2,4,1,0,0,9,2,4,6,24,Daily,1,0,1,0,1,1,76,>60,2,non-work,Not Sure,non-work,2,4,3-Apr,non-work,non-work
101,30007173,HOME_OWN,5,5,Never,5,5,5,5,5,5,5,5,1,0,1,0,0,10,2,1,1,23,Never,1,0,1,0,2,1,85.5,>60,5,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
102,30007193,HOME_OWN,7,,,-9,-9,-9,4,3,4,4,4,1,9,1,0,1,2,1,4,6,21,Daily,1,1,1,0,2,1,33,30 - 40,5,1,>15 miles,20 - 30,1,4.5,4-May,0.5,0.5
103,30007260,HOME_OWN,8,4,Rarely,4,5,5,1,1,2,2,4,1,6,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,1,55,50 - 60,4,0.5,10 - 15 miles,20 - 30,3,3,2-Mar,1,0
104,30007345,HOME_OWN,7,4,Rarely,4,5,5,2,2,2,3,5,2,5,1,0,1,1,2,1,3,22,Daily,1,1,1,0,1,1,29,<=30,5,1,5-10 miles,Oct-20,2,5,4-May,1,1
105,30007347,HOME_OWN,7,1,Rarely,5,5,5,2,3,3,3,3,2,6,1,0,1,1,2,1,2,23,Daily,1,1,1,0,1,1,57,50 - 60,3,1,5-10 miles,Oct-20,4,6,>5,1,1
106,30007398,HOME_OWN,6,4,Never,4,5,5,4,3,4,4,4,2,3,1,0,0,9,2,1,2,23,Daily,1,0,1,0,1,1,79,>60,2,non-work,Not Sure,non-work,2,3,2-Mar,non-work,non-work
107,30007462,HOME_RENT,11,5,Never,5,5,5,4,4,4,5,4,1,10,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,58.5,50 - 60,5,0.5,<=5 miles,<=10,3,5,4-May,1,0
108,30007520,HOME_RENT,5,1,Never,2,4,5,2,2,1,3,1,2,6,1,0,0,1,2,2,6,24,Daily,1,0,1,0,1,0,37,30 - 40,5,non-work,Not Sure,non-work,3,6,>5,non-work,non-work
109,30007528,HOME_OWN,6,1,Never,5,5,5,4,3,5,5,5,2,3,1,0,0,9,2,1,3,22,Daily,1,0,1,0,1,1,88,>60,5,non-work,Not Sure,non-work,4,3,2-Mar,non-work,non-work
110,30007531,HOME_OWN,11,2,Never,5,5,5,2,2,5,5,5,1,7,1,0,1,2,2,1,3,23,Daily,1,1,1,0,2,1,57,50 - 60,4,0.5,<=5 miles,<=10,1,3.5,3-Apr,1,0.5
111,30007556,HOME_OWN,6,1,,-9,-9,-9,2,2,5,5,5,1,11,0.5,0.25,0.5,4,2,4,6,23,Daily,0.5,>0.5,>0.5,<0.5,>2,1,31.33333333,30 - 40,4,<0.5,>15 miles,20 - 30,2,3.666666667,3-Apr,0.5,<0.5
112,30007603,HOME_OWN,8,5,Never,5,5,4,1,3,5,5,5,2,2,1,0,1,1,1,1,2,21,Daily,1,1,1,0,1,1,40,30 - 40,4,1,10 - 15 miles,Oct-20,1,2,<=2,1,1
113,30007614,HOME_OWN,9,4,Never,5,4,4,4,4,4,4,4,1,6,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,60,50 - 60,5,1,10 - 15 miles,20 - 30,2,3,2-Mar,0.5,0
114,30007623,HOME_OWN,11,1,Rarely,4,4,4,4,4,3,3,3,1,22,1,0,0.5,10,2,2,6,23,Daily,1,>0.5,1,0,2,1,64.5,>60,4,0,<=5 miles,<=10,2,11,>5,0.5,0
115,30007674,HOME_OWN,6,,,-9,-9,-9,2,2,4,4,4,2,7,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,59,50 - 60,2,1,<=5 miles,<=10,2,7,>5,1,1
116,30007748,HOME_OWN,8,4,Never,5,5,5,1,2,3,4,4,1,4,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,36,30 - 40,4,1,10 - 15 miles,20 - 30,1,2,<=2,1,0.5
117,30007757,HOME_OWN,10,4,Never,4,4,4,3,3,3,3,3,1,6,1,0,0.333333333,10,1,1,2,21,Daily,1,<0.5,1,0,>2,1,52,50 - 60,5,<0.5,Not Sure,non-work,3,2,<=2,0,0
118,30007907,HOME_OWN,1,5,Never,5,5,5,1,3,5,5,5,2,9,1,0,0,9,2,4,6,22,Daily,1,0,1,0,1,1,47,40 - 50,3,non-work,Not Sure,non-work,5,9,>5,non-work,non-work
119,30007978,HOME_OWN,8,1,Rarely,5,5,5,2,2,2,2,5,1,20,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,70.5,>60,3,0.5,<=5 miles,<=10,1,10,>5,1,0.5
120,30008157,HOME_OWN,6,1,Never,4,3,1,2,3,2,4,1,1,6,0.666666667,0.333333333,0.333333333,4,1,1,5,21,Daily,0.666666667,<0.5,>0.5,<0.5,>2,1,43.5,40 - 50,5,<0.5,>15 miles,>30,2,3,2-Mar,0,0
121,30008187,HOME_OWN,6,5,Rarely,5,5,5,1,1,5,5,5,1,11,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,22.5,<=30,3,1,5-10 miles,Oct-20,1,5.5,>5,0.5,0.5
122,30008251,HOME_OWN,6,2,Never,5,5,5,5,5,5,5,5,1,1,1,0,1,2,2,4,6,22,Daily,1,1,1,0,2,1,60.5,>60,4,non-work,Not Sure,non-work,2,0.5,<=2,non-work,non-work
123,30008258,HOME_OWN,3,,,-9,-9,-9,4,2,4,4,4,1,0,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,71.5,>60,3,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
124,30008324,HOME_OWN,8,1,Rarely,5,4,4,1,2,2,2,3,1,5,0.666666667,0,0.666666667,6,2,2,6,24,Daily,0.666666667,>0.5,>0.5,0,>2,1,38.66666667,30 - 40,5,>0.5,<=5 miles,<=10,2,1.666666667,<=2,>0.5,<0.5
125,30008397,HOME_OWN,6,5,Never,5,5,5,2,2,3,3,3,1,0,1,0,1,2,2,4,6,23,Never,1,1,1,0,2,1,54.5,50 - 60,2,1,Not Sure,non-work,2,0,<=2,1,0
126,30008472,HOME_OWN,6,3,Rarely,5,5,5,1,1,1,1,4,1,10,1,0,0,10,2,1,1,23,Daily,1,0,1,0,2,1,54,50 - 60,5,non-work,Not Sure,non-work,4,5,4-May,non-work,non-work
127,30008483,HOME_OWN,6,3,Never,5,5,5,5,3,4,3,3,1,6,0.666666667,0.333333333,0.666666667,4,2,1,3,22,Daily,0.666666667,>0.5,>0.5,<0.5,>2,1,31,30 - 40,5,0,5-10 miles,Oct-20,1,3,2-Mar,0,0
128,30008546,HOME_OWN,10,2,Daily,5,4,4,5,5,5,5,5,1,20,1,0,1,2,2,2,6,24,Daily,1,1,1,0,>2,1,49.33333333,40 - 50,5,1,<=5 miles,<=10,2,6.666666667,>5,1,<0.5
129,30008574,HOME_OWN,,,,-9,-9,-9,1,1,,,,1,2,1,0,0,10,2,4,6,24,Rarely,1,0,1,0,2,1,88.5,>60,5,non-work,Not Sure,non-work,4,1,<=2,non-work,non-work
130,30009004,HOME_OWN,10,2,Never,5,5,5,2,3,5,5,5,1,8,1,0,1,2,2,4,6,22,Daily,1,1,1,0,2,1,56.5,50 - 60,5,1,>15 miles,20 - 30,1,4,3-Apr,1,0.5
131,30009092,HOME_RENT,2,3,Rarely,4,4,5,3,2,4,4,4,2,2,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,23,<=30,5,1,<=5 miles,Oct-20,2,2,<=2,0,1
132,30009116,HOME_OWN,7,4,Never,5,5,5,2,2,2,4,4,1,5,0.4,0.6,0.4,4,2,4,6,24,Daily,0.4,<0.5,<0.5,>0.5,>2,1,29,<=30,4,<0.5,10 - 15 miles,Oct-20,3,2.5,2-Mar,<0.5,0
133,30009193,HOME_OWN,6,4,Never,5,5,4,4,2,4,5,5,1,8,1,0,0.5,2,2,1,3,22,Daily,1,>0.5,1,0,2,1,56,50 - 60,4,0.5,Not Sure,non-work,4,4,3-Apr,0.5,0
134,30009226,HOME_RENT,3,4,Rarely,4,5,5,2,3,3,3,3,2,8,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,21,<=30,4,0,<=5 miles,<=10,2,4,3-Apr,0.5,0
135,30009251,HOME_OWN,11,5,Never,4,5,4,5,2,5,5,5,1,4,1,0,0,10,1,1,2,21,Daily,0.666666667,0,1,0,>2,1,73.66666667,>60,5,non-work,Not Sure,non-work,4,1.333333333,<=2,non-work,non-work
136,30009261,HOME_OWN,7,1,Never,4,4,4,5,4,4,4,4,1,5,1,0,0,10,2,1,1,23,Daily,1,0,1,0,2,1,64,>60,5,non-work,Not Sure,non-work,4,2.5,2-Mar,non-work,non-work
137,30009323,HOME_OWN,9,5,Never,4,5,5,5,5,5,5,5,1,19,0.666666667,0,0.333333333,6,2,1,1,23,Daily,0.666666667,<0.5,>0.5,0,>2,1,39,30 - 40,5,<0.5,>15 miles,20 - 30,2,6.333333333,>5,0,<0.5
138,30009362,HOME_OWN,8,1,Rarely,4,4,4,2,4,2,2,2,1,14,0.4,0.2,0.4,4,2,1,1,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1,24.5,<=30,5,<0.5,<=5 miles,Oct-20,1,3.5,3-Apr,<0.5,0
139,30009389,HOME_OWN,6,1,Rarely,5,5,4,3,4,5,5,5,1,7,1,0,0.5,10,2,4,6,24,Daily,1,>0.5,1,0,2,1,67.5,>60,5,0.5,5-10 miles,Oct-20,3,3.5,3-Apr,0,0.5
140,30009417,HOME_OWN,5,5,Never,5,5,5,3,2,5,5,5,1,2,1,0,0.5,10,2,4,6,24,Daily,1,>0.5,1,0,2,1,66,>60,3,0,10 - 15 miles,Oct-20,4,1,<=2,0.5,0.5
141,30009440,HOME_OWN,5,4,Never,5,5,4,2,3,3,5,3,1,4,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,87,>60,3,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
142,30009551,HOME_OWN,4,5,Never,5,5,5,2,3,5,5,5,1,12,1,0,0,10,2,1,1,23,Rarely,1,0,1,0,2,1,74,>60,3,non-work,Not Sure,non-work,3,6,>5,non-work,non-work
143,30009600,HOME_OWN,4,2,Rarely,5,5,5,4,4,3,2,3,1,8,1,0,0.5,10,2,2,6,23,Daily,1,>0.5,1,0,2,1,63,>60,3,0,<=5 miles,<=10,1,4,3-Apr,0.5,0
144,30009635,HOME_RENT,8,3,Rarely,4,5,4,3,3,4,4,4,1,0,1,0,0.666666667,10,1,1,5,21,Rarely,0.333333333,>0.5,1,0,>2,1,63.66666667,>60,5,>0.5,10 - 15 miles,>30,4,0,<=2,>0.5,<0.5
145,30009694,HOME_RENT,1,1,Never,4,5,5,1,1,3,5,3,2,4,1,0,0,1,2,1,1,23,Daily,0,0,1,0,1,0,57,50 - 60,3,non-work,Not Sure,non-work,5,4,3-Apr,non-work,non-work
146,30009702,HOME_OWN,5,1,Never,5,5,5,2,2,3,5,3,1,6,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,79,>60,4,non-work,Not Sure,non-work,4,3,2-Mar,non-work,non-work
147,30009770,HOME_OWN,8,2,,5,5,5,4,2,5,5,5,1,11,1,0,0.75,8,1,1,5,21,Daily,1,>0.5,1,0,>2,1,36.75,30 - 40,3,0.5,>15 miles,20 - 30,2,2.75,2-Mar,>0.5,<0.5
148,30009837,HOME_OWN,4,5,Never,5,5,5,3,3,5,5,5,2,2,1,0,0,1,2,1,2,23,Rarely,1,0,1,0,1,1,49,40 - 50,4,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
149,30009856,HOME_OWN,10,1,Never,3,2,2,4,2,3,5,2,1,8,1,0,0.5,10,1,1,5,21,Daily,1,>0.5,1,0,2,1,62,>60,5,0.5,Not Sure,non-work,5,4,3-Apr,0.5,0
150,30009926,HOME_RENT,1,2,Never,5,5,3,2,2,2,5,5,1,2,1,0,0.5,2,1,2,6,21,Rarely,0,>0.5,1,0,2,0,36.5,30 - 40,2,0,<=5 miles,Oct-20,2,1,<=2,0.5,0.5
151,30009961,HOME_OWN,3,1,Rarely,4,5,4,2,2,3,4,2,2,9,1,0,0,9,2,4,6,24,Daily,1,0,1,0,1,1,59,50 - 60,3,non-work,Not Sure,non-work,2,9,>5,non-work,non-work
152,30010059,HOME_OWN,8,5,Never,5,5,5,3,4,5,5,5,1,5,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,65.5,>60,5,non-work,Not Sure,non-work,1,2.5,2-Mar,non-work,non-work
153,30010082,HOME_RENT,3,1,Never,4,3,2,2,2,1,5,1,1,5,0.5,0,0.5,5,1,1,5,21,Daily,0.5,>0.5,>0.5,0,2,0,32,30 - 40,3,0,10 - 15 miles,Oct-20,2,2.5,2-Mar,0.5,0.5
154,30010091,HOME_RENT,6,4,Rarely,5,5,4,1,2,4,4,5,1,10,1,0,1,2,2,1,1,23,Daily,1,1,1,0,2,1,42.5,40 - 50,3,1,>15 miles,<=10,1,5,4-May,1,0.5
155,30010128,HOME_OWN,8,5,Never,-9,5,5,2,1,4,5,5,1,7,1,0,1,2,1,1,5,21,Daily,1,1,1,0,>2,1,53.66666667,50 - 60,4,1,>15 miles,>30,2,2.333333333,2-Mar,1,<0.5
156,30010151,HOME_OWN,3,5,Never,5,5,5,5,3,5,5,5,2,0,1,0,0,9,2,4,6,23,Rarely,1,0,1,0,1,1,80,>60,2,non-work,Not Sure,non-work,1,0,<=2,non-work,non-work
157,30010305,HOME_RENT,2,2,Never,5,5,5,1,2,2,5,4,1,5,1,0,0,2,2,1,1,23,Daily,1,0,1,0,2,1,22.5,<=30,4,non-work,Not Sure,non-work,3,2.5,2-Mar,non-work,non-work
